"gender","African ","Americas","Eastern Mediterranean","European","South-East Asia","Western Pacific","Global"
"female",28.201036153453,25.5926194091224,24.2813017335829,22.1759485946693,22.0021810753189,32.7534252364744,23.5113597783875
"male",71.798963846547,74.4073805908776,75.7186982664171,77.8240514053307,77.9978189246811,67.2465747635256,76.4886402216125
