"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0.0155776123518059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0.0155776123518059,0.0159672177476332,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0.0155776123518059,0.0159672177476332,0.001284315299406,0,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0.0155776123518059,0.0159672177476332,0.001284315299406,0.00131600592202665,0,0,0,0,0,0,0,0,0,0,0
0.0147963860154511,0.0149017539232494,0.0151840902983069,0.0155776123518059,0.0159672177476332,0.001284315299406,0.00131600592202665,0.00134589502018843,0,0,0,0,0,0,0,0,0,0
