"X0.years","X1.years","X2.years","X3.years","X4.years","X5.years","X6.years","X7.years","X8.years","X9.years","X10.years","X11.years","X12.years","X13.years","X14.years","X15.years","X16.years","X17.years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00340129254117753,0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0527452243110143,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0,0
0.0527452243110143,0.0527452243110143,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0,0,0,0,0,0,0,0,0,0,0
0.0527452243110143,0.0527452243110143,0.0527452243110143,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00340129254117753,0.00317610793363308,0,0,0,0,0,0,0,0,0,0
