prob,father_age,child_age,gender
0,1,0,male
0,2,0,male
0,3,0,male
0,4,0,male
0,5,0,male
0,6,0,male
0,7,0,male
0,8,0,male
0,9,0,male
0,10,0,male
0,11,0,male
0,12,0,male
0,13,0,male
0,14,0,male
0.00340776611963053,15,0,male
0.00340776611963053,16,0,male
0.00340776611963053,17,0,male
0.00340776611963053,18,0,male
0.00383251892306218,19,0,male
0.0490947075208914,20,0,male
0.0490947075208914,21,0,male
0.0490947075208914,22,0,male
0.0490947075208914,23,0,male
0.0490947075208914,24,0,male
0.161851293988772,25,0,male
0.161851293988772,26,0,male
0.161851293988772,27,0,male
0.161851293988772,28,0,male
0.165774703041378,29,0,male
0.250982763834291,30,0,male
0.250982763834291,31,0,male
0.250982763834291,32,0,male
0.250982763834291,33,0,male
0.250982763834291,34,0,male
0.283202785030461,35,0,male
0.283202785030461,36,0,male
0.283202785030461,37,0,male
0.283202785030461,38,0,male
0.283202785030461,39,0,male
0.254701211867948,40,0,male
0.254701211867948,41,0,male
0.254701211867948,42,0,male
0.254701211867948,43,0,male
0.254701211867948,44,0,male
0.197268190175992,45,0,male
0.197268190175992,46,0,male
0.197268190175992,47,0,male
0.197268190175992,48,0,male
0.197268190175992,49,0,male
0.150271370420624,50,0,male
0.150271370420624,51,0,male
0.150271370420624,52,0,male
0.150271370420624,53,0,male
0.150271370420624,54,0,male
0.0978540772532189,55,0,male
0.0978540772532189,56,0,male
0.0978540772532189,57,0,male
0.0978540772532189,58,0,male
0.0978540772532189,59,0,male
0.0640226628895184,60,0,male
0.0640226628895184,61,0,male
0.0640226628895184,62,0,male
0.0640226628895184,63,0,male
0.0640226628895184,64,0,male
0.0324675324675325,65,0,male
0.0324675324675325,66,0,male
0.0324675324675325,67,0,male
0.0324675324675325,68,0,male
0.0324675324675325,69,0,male
0.0208333333333333,70,0,male
0.0208333333333333,71,0,male
0.0208333333333333,72,0,male
0.0208333333333333,73,0,male
0.0208333333333333,74,0,male
0.0164319248826291,75,0,male
0.0164319248826291,76,0,male
0.0164319248826291,77,0,male
0.0164319248826291,78,0,male
0.0164319248826291,79,0,male
0,80,0,male
0,81,0,male
0,82,0,male
0,83,0,male
0,84,0,male
0,85,0,male
0,86,0,male
0,87,0,male
0,88,0,male
0,89,0,male
0,90,0,male
0,91,0,male
0,92,0,male
0,93,0,male
0,94,0,male
0,95,0,male
0,96,0,male
0,97,0,male
0,98,0,male
0,99,0,male
0,100,0,male
0,1,1,male
0,2,1,male
0,3,1,male
0,4,1,male
0,5,1,male
0,6,1,male
0,7,1,male
0,8,1,male
0,9,1,male
0,10,1,male
0,11,1,male
0,12,1,male
0,13,1,male
0,14,1,male
0,15,1,male
0.00389105058365759,16,1,male
0.00389105058365759,17,1,male
0.00389105058365759,18,1,male
0.00383251892306218,19,1,male
