"Period","age","fertility_rate","country","gender","date"
"2000-2005","15-19",32.75,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","15-19",32.75,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","15-19",31.535,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","15-19",31.535,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","15-19",31.535,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","15-19",31.535,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","15-19",31.535,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","15-19",34.571,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","15-19",34.571,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","15-19",34.571,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","15-19",34.571,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","15-19",34.571,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","15-19",40.635,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","15-19",40.635,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","15-19",40.635,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","15-19",40.635,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","15-19",40.635,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","20-24",99.139,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","20-24",99.139,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","20-24",88.376,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","20-24",88.376,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","20-24",88.376,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","20-24",88.376,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","20-24",88.376,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","20-24",86.026,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","20-24",86.026,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","20-24",86.026,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","20-24",86.026,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","20-24",86.026,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","20-24",89.302,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","20-24",89.302,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","20-24",89.302,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","20-24",89.302,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","20-24",89.302,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","25-29",112.377,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","25-29",112.377,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","25-29",104.648,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","25-29",104.648,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","25-29",104.648,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","25-29",104.648,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","25-29",104.648,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","25-29",104.416,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","25-29",104.416,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","25-29",104.416,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","25-29",104.416,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","25-29",104.416,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","25-29",110.983,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","25-29",110.983,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","25-29",110.983,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","25-29",110.983,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","25-29",110.983,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","30-34",80.93,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","30-34",80.93,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","30-34",82.218,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","30-34",82.218,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","30-34",82.218,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","30-34",82.218,"Iran (Islamic Republic of)","Female","2008"
