"Period","age","fertility_rate","country","gender","date"
"2005-2010","30-34",82.218,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","30-34",91.252,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","30-34",91.252,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","30-34",91.252,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","30-34",91.252,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","30-34",91.252,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","30-34",108.12,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","30-34",108.12,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","30-34",108.12,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","30-34",108.12,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","30-34",108.12,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","35-39",41.367,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","35-39",41.367,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","35-39",41.71,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","35-39",41.71,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","35-39",41.71,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","35-39",41.71,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","35-39",41.71,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","35-39",48.801,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","35-39",48.801,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","35-39",48.801,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","35-39",48.801,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","35-39",48.801,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","35-39",61.249,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","35-39",61.249,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","35-39",61.249,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","35-39",61.249,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","35-39",61.249,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","40-44",14.326,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","40-44",14.326,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","40-44",12.488,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","40-44",12.488,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","40-44",12.488,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","40-44",12.488,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","40-44",12.488,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","40-44",13.397,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","40-44",13.397,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","40-44",13.397,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","40-44",13.397,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","40-44",13.397,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","40-44",15.501,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","40-44",15.501,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","40-44",15.501,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","40-44",15.501,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","40-44",15.501,"Iran (Islamic Republic of)","Female","2019"
"2000-2005","45-49",3.591,"Iran (Islamic Republic of)","Female","2003"
"2000-2005","45-49",3.591,"Iran (Islamic Republic of)","Female","2004"
"2005-2010","45-49",3.205,"Iran (Islamic Republic of)","Female","2005"
"2005-2010","45-49",3.205,"Iran (Islamic Republic of)","Female","2006"
"2005-2010","45-49",3.205,"Iran (Islamic Republic of)","Female","2007"
"2005-2010","45-49",3.205,"Iran (Islamic Republic of)","Female","2008"
"2005-2010","45-49",3.205,"Iran (Islamic Republic of)","Female","2009"
"2010-2015","45-49",3.537,"Iran (Islamic Republic of)","Female","2010"
"2010-2015","45-49",3.537,"Iran (Islamic Republic of)","Female","2011"
"2010-2015","45-49",3.537,"Iran (Islamic Republic of)","Female","2012"
"2010-2015","45-49",3.537,"Iran (Islamic Republic of)","Female","2013"
"2010-2015","45-49",3.537,"Iran (Islamic Republic of)","Female","2014"
"2015-2020","45-49",4.21,"Iran (Islamic Republic of)","Female","2015"
"2015-2020","45-49",4.21,"Iran (Islamic Republic of)","Female","2016"
"2015-2020","45-49",4.21,"Iran (Islamic Republic of)","Female","2017"
"2015-2020","45-49",4.21,"Iran (Islamic Republic of)","Female","2018"
"2015-2020","45-49",4.21,"Iran (Islamic Republic of)","Female","2019"
