"","age","gender","deaths"
"1","0-9","Female",0
"2","10-19","Female",0
"3","20-29","Female",77
"4","30-39","Female",981
"5","40-49","Female",1155
"6","50-59","Female",4925
"7","60-69","Female",6446
"8","70-79","Female",4820
"9","80+","Female",3295
"10","0-9","Male",0
"11","10-19","Male",0
"12","20-29","Male",233
"13","30-39","Male",2312
"14","40-49","Male",2775
"15","50-59","Male",11365
"16","60-69","Male",14866
"17","70-79","Male",11062
"18","80+","Male",7902
