X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03983496758044428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03983496758044428,0.039830707215245065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03983496758044428,0.039830707215245065,0.039819291442720936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03983496758044428,0.039830707215245065,0.039819291442720936,0.04000391379537383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03983496758044428,0.039830707215245065,0.039819291442720936,0.04000391379537383,0.04009246211837851,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08825469269168508,0.039830707215245065,0.039819291442720936,0.04000391379537383,0.04009246211837851,0.040748173086822805,0,0,0,0,0,0,0,0,0,0,0,0
