"","age","gender","deaths"
"1","0-9","Female",0
"2","10-19","Female",0
"3","20-29","Female",148
"4","30-39","Female",1660
"5","40-49","Female",2076
"6","50-59","Female",8337
"7","60-69","Female",11048
"8","70-79","Female",8051
"9","80+","Female",5689
"10","0-9","Male",0
"11","10-19","Male",0
"12","20-29","Male",385
"13","30-39","Male",4035
"14","40-49","Male",4601
"15","50-59","Male",19322
"16","60-69","Male",25371
"17","70-79","Male",18544
"18","80+","Male",13389
