country,year,age,gender,value,pop,fertility_rate
Poland,2002,15-19,Male,2701,1408,1.9183238636363635
Poland,2002,20-24,Male,48192,1626,29.638376383763838
Poland,2002,25-29,Male,125344,1641,76.38269347958561
Poland,2002,30-34,Male,116772,1447,80.69937802349689
Poland,2002,35-39,Male,49844,1241,40.16438356164384
Poland,2002,40-44,Male,18788,1203,15.617622610141314
Poland,2002,45-49,Male,6099,1437,4.244258872651357
Poland,2002,50+,Male,2321,5429,0.4275188800884141
Poland,2003,15-19,Male,2701,1408,1.9183238636363635
Poland,2003,20-24,Male,48192,1626,29.638376383763838
Poland,2003,25-29,Male,125344,1641,76.38269347958561
Poland,2003,30-34,Male,116772,1447,80.69937802349689
Poland,2003,35-39,Male,49844,1241,40.16438356164384
Poland,2003,40-44,Male,18788,1203,15.617622610141314
Poland,2003,45-49,Male,6099,1437,4.244258872651357
Poland,2003,50+,Male,2321,5429,0.4275188800884141
Poland,2004,15-19,Male,2701,1408,1.9183238636363635
Poland,2004,20-24,Male,48192,1626,29.638376383763838
Poland,2004,25-29,Male,125344,1641,76.38269347958561
Poland,2004,30-34,Male,116772,1447,80.69937802349689
Poland,2004,35-39,Male,49844,1241,40.16438356164384
Poland,2004,40-44,Male,18788,1203,15.617622610141314
Poland,2004,45-49,Male,6099,1437,4.244258872651357
Poland,2004,50+,Male,2321,5429,0.4275188800884141
Poland,2005,15-19,Male,2701,1408,1.9183238636363635
Poland,2005,20-24,Male,48192,1626,29.638376383763838
Poland,2005,25-29,Male,125344,1641,76.38269347958561
Poland,2005,30-34,Male,116772,1447,80.69937802349689
Poland,2005,35-39,Male,49844,1241,40.16438356164384
Poland,2005,40-44,Male,18788,1203,15.617622610141314
Poland,2005,45-49,Male,6099,1437,4.244258872651357
Poland,2005,50+,Male,2321,5429,0.4275188800884141
Poland,2006,15-19,Male,2701,1408,1.9183238636363635
Poland,2006,20-24,Male,48192,1626,29.638376383763838
Poland,2006,25-29,Male,125344,1641,76.38269347958561
Poland,2006,30-34,Male,116772,1447,80.69937802349689
Poland,2006,35-39,Male,49844,1241,40.16438356164384
Poland,2006,40-44,Male,18788,1203,15.617622610141314
Poland,2006,45-49,Male,6099,1437,4.244258872651357
Poland,2006,50+,Male,2321,5429,0.4275188800884141
Poland,2007,15-19,Male,2701,1408,1.9183238636363635
Poland,2007,20-24,Male,48192,1626,29.638376383763838
Poland,2007,25-29,Male,125344,1641,76.38269347958561
Poland,2007,30-34,Male,116772,1447,80.69937802349689
Poland,2007,35-39,Male,49844,1241,40.16438356164384
Poland,2007,40-44,Male,18788,1203,15.617622610141314
Poland,2007,45-49,Male,6099,1437,4.244258872651357
Poland,2007,50+,Male,2321,5429,0.4275188800884141
Poland,2008,15-19,Male,2873,1333,2.1552888222055513
Poland,2008,20-24,Male,45905,1516,30.28034300791557
Poland,2008,25-29,Male,130923,1668,78.4910071942446
Poland,2008,30-34,Male,132091,1517,87.07382992748846
Poland,2008,35-39,Male,59759,1312,45.548018292682926
Poland,2008,40-44,Male,20063,1180,17.002542372881354
Poland,2008,45-49,Male,6474,1297,4.991518889745567
Poland,2008,50+,Male,2607,5688,0.4583333333333333
Poland,2009,15-19,Male,2873,1333,2.1552888222055513
Poland,2009,20-24,Male,45905,1516,30.28034300791557
Poland,2009,25-29,Male,130923,1668,78.4910071942446
Poland,2009,30-34,Male,132091,1517,87.07382992748846
Poland,2009,35-39,Male,59759,1312,45.548018292682926
Poland,2009,40-44,Male,20063,1180,17.002542372881354
Poland,2009,45-49,Male,6474,1297,4.991518889745567
Poland,2009,50+,Male,2607,5688,0.4583333333333333
Poland,2010,15-19,Male,2553,1289,1.9806051202482544
Poland,2010,20-24,Male,41029,1467,27.967961826857533
Poland,2010,25-29,Male,127388,1659,76.78601567209162
Poland,2010,30-34,Male,132879,1549,85.78373143963847
Poland,2010,35-39,Male,63377,1351,46.91117690599556
Poland,2010,40-44,Male,20674,1185,17.446413502109703
Poland,2010,45-49,Male,6415,1245,5.152610441767068
Poland,2010,50+,Male,2739,5795,0.472648835202761
Poland,2011,15-19,Male,2103,1237,1.7000808407437349
Poland,2011,20-24,Male,34939,1427,24.484232655921513
Poland,2011,25-29,Male,117782,1640,71.81829268292682
Poland,2011,30-34,Male,126400,1578,80.10139416983523
Poland,2011,35-39,Male,63343,1384,45.76806358381503
Poland,2011,40-44,Male,20257,1194,16.96566164154104
