0years,1years,2years,3years,4years,5years,6years,7years,8years,9years,10years,11years,12years,13years,14years,15years,16years,17years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0.003869541182974019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0.003869541182974019,0.003852504127682994,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0.003869541182974019,0.003852504127682994,5.022601707684581e-4,0,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0.003869541182974019,0.003852504127682994,5.022601707684581e-4,5.154639175257732e-4,0,0,0,0,0,0,0,0,0,0,0
0.003713527851458886,0.003727369542066028,0.0037981551817688553,0.003869541182974019,0.003852504127682994,5.022601707684581e-4,5.154639175257732e-4,5.336179295624333e-4,0,0,0,0,0,0,0,0,0,0
