0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018722349066266873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018722349066266873,0.018722349066266873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018722349066266873,0.018722349066266873,0.018722349066266873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018722349066266873,0.018722349066266873,0.018722349066266873,0.022674510959317412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018722349066266873,0.018722349066266873,0.018722349066266873,0.022674510959317412,0.023380452874221174,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0288,0.018722349066266873,0.018722349066266873,0.022674510959317412,0.023380452874221174,0.023743368066510874,0,0,0,0,0,0,0,0,0,0,0,0
0.0288,0.0288,0.018722349066266873,0.022674510959317412,0.023380452874221174,0.023743368066510874,0.025031773717722368,0,0,0,0,0,0,0,0,0,0,0
0.0288,0.0288,0.0288,0.022674510959317412,0.023380452874221174,0.023743368066510874,0.025031773717722368,0.028239280692632863,0,0,0,0,0,0,0,0,0,0
