X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01865120413981506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01865120413981506,0.018719915160888258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01865120413981506,0.018719915160888258,0.018719915160888258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01865120413981506,0.018719915160888258,0.018719915160888258,0.0226715632728927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01865120413981506,0.018719915160888258,0.018719915160888258,0.0226715632728927,0.02337694580629004,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028690559999999997,0.018719915160888258,0.018719915160888258,0.0226715632728927,0.02337694580629004,0.02374170603074622,0,0,0,0,0,0,0,0,0,0,0,0
0.028690559999999997,0.028796256,0.018719915160888258,0.0226715632728927,0.02337694580629004,0.02374170603074622,0.02502977117582495,0,0,0,0,0,0,0,0,0,0,0
0.028690559999999997,0.028796256,0.028796256,0.0226715632728927,0.02337694580629004,0.02374170603074622,0.02502977117582495,0.028237303942984376,0,0,0,0,0,0,0,0,0,0
