"0years","1years","2years","3years","4years","5years","6years","7years","8years","9years","10years","11years","12years","13years","14years","15years","16years","17years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0.00401929260450161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0.00401929260450161,0.00416204217536071,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0.00401929260450161,0.00416204217536071,0.000570125427594071,0,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0.00401929260450161,0.00416204217536071,0.000570125427594071,0.000568181818181818,0,0,0,0,0,0,0,0,0,0,0
0.00369640216855594,0.00376128385155466,0.00387697079348669,0.00401929260450161,0.00416204217536071,0.000570125427594071,0.000568181818181818,0.000565770862800566,0,0,0,0,0,0,0,0,0,0
