"age","gender","deaths.x","deaths.y","deaths","child_age","nb_c","orphans"
"30-39","Female",64,100,36,12,0.0483088432218092,2
"30-39","Female",64,100,36,13,0.0410430264799804,1
"30-39","Female",64,100,36,14,0.0337772191953466,1
"30-39","Female",64,100,36,15,0.0264732309655466,1
"30-39","Female",64,100,36,16,0.0270827770056854,1
"30-39","Female",64,100,36,17,0.0218554111368421,1
"40-49","Male",354,579,225,0,0.0202009533330195,5
"40-49","Male",354,579,225,1,0.0264239405752013,6
"40-49","Male",354,579,225,2,0.0326444521166334,7
"40-49","Male",354,579,225,3,0.0388624788055449,9
"40-49","Male",354,579,225,4,0.0450787077338605,10
"40-49","Male",354,579,225,5,0.051485543933749,12
"40-49","Male",354,579,225,6,0.0551220796603829,12
"40-49","Male",354,579,225,7,0.0574667024053952,13
"40-49","Male",354,579,225,8,0.061357932128362,14
"40-49","Male",354,579,225,9,0.0652790985826678,15
"40-49","Male",354,579,225,10,0.0707642413522445,16
"40-49","Male",354,579,225,11,0.0692145296619079,16
"40-49","Male",354,579,225,12,0.0676647201591091,15
"40-49","Male",354,579,225,13,0.0648054835492599,15
"40-49","Male",354,579,225,14,0.0646559443717721,15
"40-49","Male",354,579,225,15,0.0644137343688832,14
"40-49","Male",354,579,225,16,0.0584345269223322,13
"40-49","Male",354,579,225,17,0.0524541178948726,12
"40-49","Female",175,280,105,0,0.00686752069985213,1
"40-49","Female",175,280,105,1,0.0134500196589769,1
"40-49","Female",175,280,105,2,0.0200306395451021,2
"40-49","Female",175,280,105,3,0.0266090189710611,3
"40-49","Female",175,280,105,4,0.0331855032741398,3
"40-49","Female",175,280,105,5,0.0399092337514254,4
"40-49","Female",175,280,105,6,0.039921604375,4
"40-49","Female",175,280,105,7,0.048719520311174,5
"40-49","Female",175,280,105,8,0.0575175413269609,6
"40-49","Female",175,280,105,9,0.0663156624895339,7
"40-49","Female",175,280,105,10,0.0751175618374559,8
"40-49","Female",175,280,105,11,0.0687551310267299,7
"40-49","Female",175,280,105,12,0.0728278840148699,8
"40-49","Female",175,280,105,13,0.0769007016703512,8
"40-49","Female",175,280,105,14,0.0809737304895783,9
"40-49","Female",175,280,105,15,0.0849246357932794,9
"40-49","Female",175,280,105,16,0.0808577725837018,8
"40-49","Female",175,280,105,17,0.0781462523368421,8
"50-59","Male",1706,2432,726,0,0.00160692751837145,1
"50-59","Male",1706,2432,726,1,0.00242703345708281,2
"50-59","Male",1706,2432,726,2,0.00324693155017929,2
"50-59","Male",1706,2432,726,3,0.00406655001850437,3
"50-59","Male",1706,2432,726,4,0.00488591125139873,4
"50-59","Male",1706,2432,726,5,0.00572179046928922,4
"50-59","Male",1706,2432,726,6,0.00825162661705295,6
"50-59","Male",1706,2432,726,7,0.0101814005598967,7
"50-59","Male",1706,2432,726,8,0.0121375865263065,9
"50-59","Male",1706,2432,726,9,0.01376462180757,10
"50-59","Male",1706,2432,726,10,0.0160434373168847,12
"50-59","Male",1706,2432,726,11,0.0215060541852955,16
"50-59","Male",1706,2432,726,12,0.026968694974713,20
"50-59","Male",1706,2432,726,13,0.0279766763410403,20
"50-59","Male",1706,2432,726,14,0.03278590229006,24
"50-59","Male",1706,2432,726,15,0.0375411826101847,27
"50-59","Male",1706,2432,726,16,0.0430662596583473,31
"50-59","Male",1706,2432,726,17,0.048590643612216,35
"50-59","Female",717,991,274,0,0,0
"50-59","Female",717,991,274,1,5.43946339017051e-05,0
"50-59","Female",717,991,274,2,0.000108776634789351,0
"50-59","Female",717,991,274,3,0.000163141639871383,0
"50-59","Female",717,991,274,4,0.000217491009988901,0
"50-59","Female",717,991,274,5,0.000272844355758267,0
"50-59","Female",717,991,274,6,0.001148846875,0
"50-59","Female",717,991,274,7,0.00209531386138614,1
"50-59","Female",717,991,274,8,0.00304178872645488,1
"50-59","Female",717,991,274,9,0.00398827253698018,1
"50-59","Female",717,991,274,10,0.00493500757193337,1
"50-59","Female",717,991,274,11,0.00789715241069198,2
"50-59","Female",717,991,274,12,0.0120387298884758,3
"50-59","Female",717,991,274,13,0.0161803470154753,4
"50-59","Female",717,991,274,14,0.0203220444983035,6
"50-59","Female",717,991,274,15,0.0244286519566142,7
"50-59","Female",717,991,274,16,0.0263173303853443,7
"50-59","Female",717,991,274,17,0.0337375548631579,9
"60-69","Male",4804,6173,1369,0,0.000144707447118127,0
"60-69","Male",4804,6173,1369,1,0.000215512083524681,0
"60-69","Male",4804,6173,1369,2,0.000286316719931235,0
"60-69","Male",4804,6173,1369,3,0.000357121356337789,0
"60-69","Male",4804,6173,1369,4,0.000427925992744343,1
"60-69","Male",4804,6173,1369,5,0.000498730629150896,1
"60-69","Male",4804,6173,1369,6,0.00071534539643895,1
"60-69","Male",4804,6173,1369,7,0.000860225631810441,1
"60-69","Male",4804,6173,1369,8,0.00103566203242378,1
"60-69","Male",4804,6173,1369,9,0.00119924155316904,2
"60-69","Male",4804,6173,1369,10,0.00138092948680764,2
"60-69","Male",4804,6173,1369,11,0.00203534352472422,3
"60-69","Male",4804,6173,1369,12,0.00268976328793771,4
"60-69","Male",4804,6173,1369,13,0.00292657098669714,4
"60-69","Male",4804,6173,1369,14,0.00345783072479817,5
"60-69","Male",4804,6173,1369,15,0.00398473432329169,5
"60-69","Male",4804,6173,1369,16,0.00589395588484,8
"60-69","Male",4804,6173,1369,17,0.00780312276331249,11
"60-69","Female",2101,2737,636,0,0,0
"60-69","Female",2101,2737,636,1,0,0
"60-69","Female",2101,2737,636,2,0,0
"60-69","Female",2101,2737,636,3,0,0
"60-69","Female",2101,2737,636,4,0,0
"60-69","Female",2101,2737,636,5,0,0
"60-69","Female",2101,2737,636,6,0,0
"60-69","Female",2101,2737,636,7,0,0
"60-69","Female",2101,2737,636,8,0,0
"60-69","Female",2101,2737,636,9,0,0
"60-69","Female",2101,2737,636,10,0,0
"60-69","Female",2101,2737,636,11,2.85857107169623e-05,0
"60-69","Female",2101,2737,636,12,5.7171648079306e-05,0
"60-69","Female",2101,2737,636,13,8.57578481945469e-05,0
"60-69","Female",2101,2737,636,14,0.000114344546776539,0
"60-69","Female",2101,2737,636,15,0.000142726286686516,0
"60-69","Female",2101,2737,636,16,0.000616030322173089,0
"60-69","Female",2101,2737,636,17,0.00113474587368421,1
"70-79","Male",10613,12654,2041,0,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,1,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,2,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,3,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,4,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,5,4.02123424021234e-05,0
"70-79","Male",10613,12654,2041,6,6.02869847175806e-05,0
"70-79","Male",10613,12654,2041,7,8.06954560674365e-05,0
"70-79","Male",10613,12654,2041,8,0.000110494438635174,0
"70-79","Male",10613,12654,2041,9,0.000130052363175061,0
"70-79","Male",10613,12654,2041,10,0.000153055909590952,0
"70-79","Male",10613,12654,2041,11,0.000216942691395687,0
"70-79","Male",10613,12654,2041,12,0.000280829473200422,1
"70-79","Male",10613,12654,2041,13,0.00037692662762447,1
"70-79","Male",10613,12654,2041,14,0.000448877256277093,1
"70-79","Male",10613,12654,2041,15,0.000520827884929716,1
"70-79","Male",10613,12654,2041,16,0.00068323021620014,1
"70-79","Male",10613,12654,2041,17,0.000845632547470563,2
"70-79","Female",5948,7230,1282,0,0,0
"70-79","Female",5948,7230,1282,1,0,0
"70-79","Female",5948,7230,1282,2,0,0
"70-79","Female",5948,7230,1282,3,0,0
"70-79","Female",5948,7230,1282,4,0,0
"70-79","Female",5948,7230,1282,5,0,0
"70-79","Female",5948,7230,1282,6,0,0
"70-79","Female",5948,7230,1282,7,0,0
"70-79","Female",5948,7230,1282,8,0,0
"70-79","Female",5948,7230,1282,9,0,0
"70-79","Female",5948,7230,1282,10,0,0
"70-79","Female",5948,7230,1282,11,0,0
"70-79","Female",5948,7230,1282,12,0,0
"70-79","Female",5948,7230,1282,13,0,0
"70-79","Female",5948,7230,1282,14,0,0
"70-79","Female",5948,7230,1282,15,0,0
"70-79","Female",5948,7230,1282,16,0,0
"70-79","Female",5948,7230,1282,17,0,0
"80-89","Male",19296,21527,2231,0,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,1,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,2,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,3,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,4,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,5,4.02123424021234e-05,0
"80-89","Male",19296,21527,2231,6,3.74108464540439e-05,0
"80-89","Male",19296,21527,2231,7,3.75970576215774e-05,0
"80-89","Male",19296,21527,2231,8,4.09147265463563e-05,0
"80-89","Male",19296,21527,2231,9,3.80381775114951e-05,0
"80-89","Male",19296,21527,2231,10,3.80381775114951e-05,0
"80-89","Male",19296,21527,2231,11,3.80381775114951e-05,0
"80-89","Male",19296,21527,2231,12,3.80381775114951e-05,0
"80-89","Male",19296,21527,2231,13,4.36407114033777e-05,0
"80-89","Male",19296,21527,2231,14,4.36407114033777e-05,0
"80-89","Male",19296,21527,2231,15,4.36407114033777e-05,0
"80-89","Male",19296,21527,2231,16,6.71275174560224e-05,0
"80-89","Male",19296,21527,2231,17,9.06143235086672e-05,0
"80-89","Female",18741,20702,1961,0,0,0
"80-89","Female",18741,20702,1961,1,0,0
"80-89","Female",18741,20702,1961,2,0,0
"80-89","Female",18741,20702,1961,3,0,0
"80-89","Female",18741,20702,1961,4,0,0
"80-89","Female",18741,20702,1961,5,0,0
"80-89","Female",18741,20702,1961,6,0,0
"80-89","Female",18741,20702,1961,7,0,0
"80-89","Female",18741,20702,1961,8,0,0
"80-89","Female",18741,20702,1961,9,0,0
"80-89","Female",18741,20702,1961,10,0,0
"80-89","Female",18741,20702,1961,11,0,0
"80-89","Female",18741,20702,1961,12,0,0
"80-89","Female",18741,20702,1961,13,0,0
"80-89","Female",18741,20702,1961,14,0,0
"80-89","Female",18741,20702,1961,15,0,0
"80-89","Female",18741,20702,1961,16,0,0
"80-89","Female",18741,20702,1961,17,0,0
"90+","Male",6253,6874,621,0,4.02123424021234e-05,0
"90+","Male",6253,6874,621,1,4.02123424021234e-05,0
"90+","Male",6253,6874,621,2,4.02123424021234e-05,0
"90+","Male",6253,6874,621,3,4.02123424021234e-05,0
"90+","Male",6253,6874,621,4,4.02123424021234e-05,0
"90+","Male",6253,6874,621,5,4.02123424021234e-05,0
"90+","Male",6253,6874,621,6,3.74108464540439e-05,0
"90+","Male",6253,6874,621,7,3.75970576215774e-05,0
"90+","Male",6253,6874,621,8,4.09147265463563e-05,0
"90+","Male",6253,6874,621,9,3.80381775114951e-05,0
"90+","Male",6253,6874,621,10,3.80381775114951e-05,0
"90+","Male",6253,6874,621,11,3.80381775114951e-05,0
"90+","Male",6253,6874,621,12,3.80381775114951e-05,0
"90+","Male",6253,6874,621,13,4.36407114033777e-05,0
"90+","Male",6253,6874,621,14,4.36407114033777e-05,0
"90+","Male",6253,6874,621,15,4.36407114033777e-05,0
"90+","Male",6253,6874,621,16,4.36407114033777e-05,0
"90+","Male",6253,6874,621,17,4.36407114033777e-05,0
"90+","Female",12124,13120,996,0,0,0
"90+","Female",12124,13120,996,1,0,0
"90+","Female",12124,13120,996,2,0,0
"90+","Female",12124,13120,996,3,0,0
"90+","Female",12124,13120,996,4,0,0
"90+","Female",12124,13120,996,5,0,0
"90+","Female",12124,13120,996,6,0,0
"90+","Female",12124,13120,996,7,0,0
"90+","Female",12124,13120,996,8,0,0
"90+","Female",12124,13120,996,9,0,0
"90+","Female",12124,13120,996,10,0,0
"90+","Female",12124,13120,996,11,0,0
"90+","Female",12124,13120,996,12,0,0
"90+","Female",12124,13120,996,13,0,0
"90+","Female",12124,13120,996,14,0,0
"90+","Female",12124,13120,996,15,0,0
"90+","Female",12124,13120,996,16,0,0
"90+","Female",12124,13120,996,17,0,0
