X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0015294802983943489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0015294802983943489,0.001529459048890645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0015294802983943489,0.001529459048890645,0.0015293503801047472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0015294802983943489,0.001529459048890645,0.0015293503801047472,0.0015292407896551358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0015294802983943489,0.001529459048890645,0.0015293503801047472,0.0015292407896551358,0.0016683942722278684,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022648627406336448,0.001529459048890645,0.0015293503801047472,0.0015292407896551358,0.0016683942722278684,0.0016338508597208495,0,0,0,0,0,0,0,0,0,0,0,0
0.022648627406336448,0.022648312742530406,0.0015293503801047472,0.0015292407896551358,0.0016683942722278684,0.0016338508597208495,0.0016338292759271787,0,0,0,0,0,0,0,0,0,0,0
