Period,age,fertility_rate,country,gender,date
2000-2005,15-19,15.713346482577252,Poland,Female,2003
2000-2005,15-19,15.358747447243022,Poland,Female,2004
2005-2010,15-19,15.962728551336147,Poland,Female,2005
2005-2010,15-19,15.888969521044993,Poland,Female,2006
2005-2010,15-19,15.694029850746269,Poland,Female,2007
2005-2010,15-19,15.825287356321839,Poland,Female,2008
2005-2010,15-19,16.11838989739542,Poland,Female,2009
2010-2015,15-19,14.329517579721996,Poland,Female,2010
2010-2015,15-19,14.316326530612244,Poland,Female,2011
2010-2015,15-19,14.317333333333334,Poland,Female,2012
2010-2015,15-19,14.397949673811743,Poland,Female,2013
2010-2015,15-19,14.278864970645792,Poland,Female,2014
2015-2020,15-19,10.517911975435005,Poland,Female,2015
2015-2020,15-19,10.46908315565032,Poland,Female,2016
2015-2020,15-19,10.446290143964562,Poland,Female,2017
2015-2020,15-19,10.44279176201373,Poland,Female,2018
2015-2020,15-19,10.585764294049008,Poland,Female,2019
2000-2005,20-24,67.13251533742331,Poland,Female,2003
2000-2005,20-24,66.94804400977995,Poland,Female,2004
2005-2010,20-24,60.65601965601966,Poland,Female,2005
2005-2010,20-24,60.684375,Poland,Female,2006
2005-2010,20-24,60.602827763496144,Poland,Female,2007
2005-2010,20-24,60.22051965356429,Poland,Female,2008
2005-2010,20-24,60.71438450899032,Poland,Female,2009
2010-2015,20-24,52.010744985673355,Poland,Female,2010
2010-2015,20-24,51.42011834319526,Poland,Female,2011
2010-2015,20-24,51.21184510250569,Poland,Female,2012
2010-2015,20-24,51.41945525291829,Poland,Female,2013
2010-2015,20-24,51.72981614708233,Poland,Female,2014
2015-2020,20-24,48.759504132231406,Poland,Female,2015
2015-2020,20-24,48.61234991423671,Poland,Female,2016
2015-2020,20-24,48.340196956132495,Poland,Female,2017
2015-2020,20-24,48.402255639097746,Poland,Female,2018
2015-2020,20-24,48.676847290640396,Poland,Female,2019
2000-2005,25-29,90.17028493894165,Poland,Female,2003
2000-2005,25-29,89.94890510948905,Poland,Female,2004
2005-2010,25-29,92.88564002599091,Poland,Female,2005
2005-2010,25-29,93.06700701978302,Poland,Female,2006
2005-2010,25-29,92.58176100628931,Poland,Female,2007
2005-2010,25-29,92.72851805728519,Poland,Female,2008
2005-2010,25-29,93.32649253731343,Poland,Female,2009
2010-2015,25-29,91.15621079046424,Poland,Female,2010
2010-2015,25-29,90.44337811900192,Poland,Female,2011
2010-2015,25-29,90.90789473684211,Poland,Female,2012
2010-2015,25-29,91.32651670074983,Poland,Female,2013
2010-2015,25-29,90.85593220338983,Poland,Female,2014
2015-2020,25-29,96.23868613138686,Poland,Female,2015
