0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02213390619405657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02213390619405657,0.02213390619405657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02213390619405657,0.02213390619405657,0.02213390619405657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02213390619405657,0.02213390619405657,0.02213390619405657,0.02213390619405657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02213390619405657,0.02213390619405657,0.02213390619405657,0.02213390619405657,0.02213390619405657,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08224011606819007,0.02213390619405657,0.02213390619405657,0.02213390619405657,0.02213390619405657,0.023598672407606745,0,0,0,0,0,0,0,0,0,0,0,0
0.08224011606819007,0.08224011606819007,0.02213390619405657,0.02213390619405657,0.02213390619405657,0.023598672407606745,0.025334767025089605,0,0,0,0,0,0,0,0,0,0,0
0.08224011606819007,0.08224011606819007,0.08224011606819007,0.02213390619405657,0.02213390619405657,0.023598672407606745,0.025334767025089605,0.026467071211850792,0,0,0,0,0,0,0,0,0,0
