country,year,age,gender,value,pop,fertility_rate
Mexico,2008,15-19,Male,134739,5406,24.923973362930077
Mexico,2008,20-24,Male,485927,4813,100.96135466445045
Mexico,2008,25-29,Male,541093,4422,122.36386250565356
Mexico,2008,30-34,Male,441134,4119,107.09735372663268
Mexico,2008,35-39,Male,256042,3791,67.53943550514376
Mexico,2008,40-44,Male,111270,3273,33.996333638863426
Mexico,2008,45-49,Male,44152,2802,15.757316202712348
Mexico,2008,50-54,Male,17388,2294,7.579773321708806
Mexico,2008,55-59,Male,11119,1808,6.149889380530974
Mexico,2008,60-64,Male,1101,1364,0.8071847507331378
Mexico,2008,65+,Male,749,2953,0.25364036572976634
Mexico,2009,15-19,Male,149212,5516,27.050761421319798
Mexico,2009,20-24,Male,496607,4875,101.86810256410256
Mexico,2009,25-29,Male,538300,4482,120.10263275323516
Mexico,2009,30-34,Male,429450,4146,103.58176555716354
Mexico,2009,35-39,Male,257712,3884,66.35221421215242
Mexico,2009,40-44,Male,109691,3350,32.74358208955224
Mexico,2009,45-49,Male,43438,2896,14.999309392265193
Mexico,2009,50-54,Male,17022,2369,7.185310257492613
Mexico,2009,55-59,Male,6812,1898,3.589041095890411
Mexico,2009,60-64,Male,2673,1408,1.8984375
Mexico,2009,65+,Male,2033,3057,0.6650310762185149
Mexico,2010,15-19,Male,140720,5594,25.15552377547372
Mexico,2010,20-24,Male,480450,4955,96.96266397578204
Mexico,2010,25-29,Male,523077,4532,115.41857899382171
Mexico,2010,30-34,Male,415014,4180,99.28564593301435
Mexico,2010,35-39,Male,252244,3955,63.77850821744627
Mexico,2010,40-44,Male,107546,3434,31.317996505532907
Mexico,2010,45-49,Male,41583,2982,13.94466800804829
Mexico,2010,50-54,Male,15551,2450,6.347346938775511
Mexico,2010,55-59,Male,6481,1982,3.2699293642785068
Mexico,2010,60-64,Male,2586,1465,1.7651877133105802
Mexico,2010,65+,Male,1829,3161,0.5786143625434989
Mexico,2011,15-19,Male,149893,5631,26.619250577162138
Mexico,2011,20-24,Male,501624,5060,99.13517786561265
Mexico,2011,25-29,Male,535643,4588,116.74869224062772
Mexico,2011,30-34,Male,416851,4225,98.66295857988166
Mexico,2011,35-39,Male,254591,4008,63.52070858283433
Mexico,2011,40-44,Male,110812,3526,31.42711287577992
Mexico,2011,45-49,Male,44740,3061,14.616138516824567
Mexico,2011,50-54,Male,16401,2533,6.4749309119621
Mexico,2011,55-59,Male,6601,2055,3.2121654501216543
Mexico,2011,60-64,Male,2749,1529,1.7979071288423807
Mexico,2011,65+,Male,1870,3263,0.5730922463990193
Mexico,2013,15-19,Male,148295,5603,26.467071211850794
Mexico,2013,20-24,Male,497821,5303,93.87535357344899
Mexico,2013,25-29,Male,510032,4687,108.81843396628973
Mexico,2013,30-34,Male,404322,4326,93.46324549237171
Mexico,2013,35-39,Male,243996,4061,60.082738241812365
Mexico,2013,40-44,Male,109480,3725,29.390604026845637
Mexico,2013,45-49,Male,40481,3198,12.658223889931207
Mexico,2013,50-54,Male,15774,2712,5.816371681415929
Mexico,2013,55-59,Male,6549,2188,2.993144424131627
Mexico,2013,60-64,Male,2578,1687,1.5281564908120924
Mexico,2013,65+,Male,1746,3461,0.5044784744293557
Mexico,2014,15-19,Male,141368,5580,25.334767025089604
Mexico,2014,20-24,Male,488505,5404,90.39692820133234
Mexico,2014,25-29,Male,498157,4750,104.87515789473684
Mexico,2014,30-34,Male,397769,4376,90.89785191956125
Mexico,2014,35-39,Male,239554,4083,58.67107518981141
Mexico,2014,40-44,Male,110764,3812,29.05666316894019
Mexico,2014,45-49,Male,40021,3270,12.238837920489297
Mexico,2014,50-54,Male,15555,2801,5.553373795073188
Mexico,2014,55-59,Male,6344,2257,2.810810810810811
Mexico,2014,60-64,Male,2612,1769,1.4765404183154325
Mexico,2014,65+,Male,1505,3569,0.42168674698795183
Mexico,2015,15-19,Male,131539,5574,23.598672407606745
Mexico,2015,20-24,Male,476741,5472,87.12372076023392
Mexico,2015,25-29,Male,496003,4832,102.64962748344371
Mexico,2015,30-34,Male,395727,4423,89.47026904815736
Mexico,2015,35-39,Male,238146,4113,57.900802334062725
Mexico,2015,40-44,Male,111617,3881,28.759855707291933
Mexico,2015,45-49,Male,40431,3352,12.061754176610979
Mexico,2015,50-54,Male,15776,2884,5.470180305131762
Mexico,2015,55-59,Male,6597,2335,2.825267665952891
Mexico,2015,60-64,Male,2599,1847,1.4071467244179752
Mexico,2015,65+,Male,1549,3693,0.41944218792309773
Mexico,2016,15-19,Male,123640,5586,22.13390619405657
Mexico,2016,20-24,Male,453472,5514,82.24011606819006
Mexico,2016,25-29,Male,483791,4939,97.9532293986637
Mexico,2016,30-34,Male,386369,4476,86.32015192135836
Mexico,2016,35-39,Male,231320,4147,55.78008198697854
Mexico,2016,40-44,Male,108732,3929,27.67421735810639
Mexico,2016,45-49,Male,40261,3436,11.717403958090804
Mexico,2016,50-54,Male,15394,2955,5.209475465313028
Mexico,2016,55-59,Male,6267,2409,2.601494396014944
Mexico,2016,60-64,Male,2555,1910,1.337696335078534
Mexico,2016,65+,Male,1443,3820,0.37774869109947645
