X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02178247817345562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02178247817345562,0.02178508818139777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02178247817345562,0.02178508818139777,0.0217881260111004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02178247817345562,0.02178508818139777,0.0217881260111004,0.021790836563042332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02178247817345562,0.02178508818139777,0.0217881260111004,0.021790836563042332,0.02179199393573219,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08093436005068254,0.02178508818139777,0.0217881260111004,0.021790836563042332,0.02179199393573219,0.02356485130777499,0,0,0,0,0,0,0,0,0,0,0,0
0.08093436005068254,0.08094405772240028,0.0217881260111004,0.021790836563042332,0.02179199393573219,0.02356485130777499,0.025298597106966875,0,0,0,0,0,0,0,0,0,0,0
0.08093436005068254,0.08094405772240028,0.08095534499655557,0.021790836563042332,0.02179199393573219,0.02356485130777499,0.025298597106966875,0.026429455903679747,0,0,0,0,0,0,0,0,0,0
