0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022105084138918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022105084138918728,0.022105084138918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022105084138918728,0.022105084138918728,0.022105084138918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022105084138918728,0.022105084138918728,0.022105084138918728,0.022105084138918728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022105084138918728,0.022105084138918728,0.022105084138918728,0.022105084138918728,0.022105084138918728,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08221182444686254,0.022105084138918728,0.022105084138918728,0.022105084138918728,0.022105084138918728,0.023505740940078935,0,0,0,0,0,0,0,0,0,0,0,0
0.08221182444686254,0.08221182444686254,0.022105084138918728,0.022105084138918728,0.022105084138918728,0.023505740940078935,0.025308243727598566,0,0,0,0,0,0,0,0,0,0,0
0.08221182444686254,0.08221182444686254,0.08221182444686254,0.022105084138918728,0.022105084138918728,0.023505740940078935,0.025308243727598566,0.026417990362305906,0,0,0,0,0,0,0,0,0,0
