Period,age,fertility_rate,country,gender,date
2010-2015,40-44,16,France,Female,2013
2010-2015,40-44,16.17163504968383,France,Female,2014
2015-2020,40-44,18.204742362061104,France,Female,2015
2015-2020,40-44,18.033317908375754,France,Female,2016
2015-2020,40-44,18.198202459791865,France,Female,2017
2015-2020,40-44,17.835111542192045,France,Female,2018
2015-2020,40-44,18.223267326732675,France,Female,2019
2000-2005,45-49,0.5986779981114259,France,Female,2003
2000-2005,45-49,0.5683419445749178,France,Female,2004
2005-2010,45-49,0.8066324147594582,France,Female,2005
2005-2010,45-49,0.7563805104408353,France,Female,2006
2005-2010,45-49,0.7819687212511499,France,Female,2007
2005-2010,45-49,0.802367941712204,France,Female,2008
2005-2010,45-49,0.7533875338753387,France,Female,2009
2010-2015,45-49,1.0278526504941599,France,Female,2010
2010-2015,45-49,1.0331541218637992,France,Female,2011
2010-2015,45-49,1.0618279569892473,France,Female,2012
2010-2015,45-49,1.0237988325101033,France,Female,2013
2010-2015,45-49,1.065736154885187,France,Female,2014
2015-2020,45-49,1.2159603246167718,France,Female,2015
2015-2020,45-49,1.2202702702702704,France,Female,2016
2015-2020,45-49,1.2352941176470589,France,Female,2017
2015-2020,45-49,1.2314234556848702,France,Female,2018
2015-2020,45-49,1.2335275661138503,France,Female,2019
