Period,age,fertility_rate,country,gender,date
2000-2005,15-19,7.791067761806982,France,Female,2003
2000-2005,15-19,7.892197125256674,France,Female,2004
2005-2010,15-19,7.286889460154241,France,Female,2005
2005-2010,15-19,7.229771784232365,France,Female,2006
2005-2010,15-19,7.19601677148847,France,Female,2007
2005-2010,15-19,7.3068362480127185,France,Female,2008
2005-2010,15-19,7.251202565473009,France,Female,2009
2010-2015,15-19,6.654857756307032,France,Female,2010
2010-2015,15-19,6.634106853750675,France,Female,2011
2010-2015,15-19,6.6376419686316925,France,Female,2012
2010-2015,15-19,6.689692390717755,France,Female,2013
2010-2015,15-19,6.753895754970446,France,Female,2014
2015-2020,15-19,4.700160342063068,France,Female,2015
2015-2020,15-19,4.732409381663113,France,Female,2016
2015-2020,15-19,4.790005316321106,France,Female,2017
2015-2020,15-19,4.666136724960254,France,Female,2018
2015-2020,15-19,4.674234424498416,France,Female,2019
2000-2005,20-24,55.766719325961034,France,Female,2003
2000-2005,20-24,55.743417656169335,France,Female,2004
2005-2010,20-24,54.770875763747455,France,Female,2005
2005-2010,20-24,54.538694992412744,France,Female,2006
2005-2010,20-24,54.698484848484846,France,Female,2007
2005-2010,20-24,54.47085656360872,France,Female,2008
2005-2010,20-24,54.753571428571426,France,Female,2009
2010-2015,20-24,50.18756423432682,France,Female,2010
2010-2015,20-24,50.42620403935785,France,Female,2011
2010-2015,20-24,49.93717277486911,France,Female,2012
2010-2015,20-24,50.219628647214854,France,Female,2013
2010-2015,20-24,50.32330827067669,France,Female,2014
2015-2020,20-24,41.20238741182854,France,Female,2015
2015-2020,20-24,41.02883569096844,France,Female,2016
2015-2020,20-24,40.84359673024523,France,Female,2017
2015-2020,20-24,41.10420076377523,France,Female,2018
2015-2020,20-24,40.90715456034953,France,Female,2019
2000-2005,25-29,129.6838576585869,France,Female,2003
2000-2005,25-29,130.23234984193888,France,Female,2004
2005-2010,25-29,128.80021310602024,France,Female,2005
2005-2010,25-29,128.9755188930282,France,Female,2006
2005-2010,25-29,128.8206207259337,France,Female,2007
2005-2010,25-29,128.8695652173913,France,Female,2008
2005-2010,25-29,129.47142857142856,France,Female,2009
2010-2015,25-29,124.28050632911392,France,Female,2010
2010-2015,25-29,124.06331658291457,France,Female,2011
2010-2015,25-29,123.58546365914788,France,Female,2012
2010-2015,25-29,124.19114688128772,France,Female,2013
2010-2015,25-29,124.33552965027876,France,Female,2014
2015-2020,25-29,109.24884792626727,France,Female,2015
2015-2020,25-29,109.11958762886599,France,Female,2016
2015-2020,25-29,109.2404997397189,France,Female,2017
2015-2020,25-29,109.34351949420443,France,Female,2018
2015-2020,25-29,108.98239060832444,France,Female,2019
2000-2005,30-34,118.67858801672085,France,Female,2003
2000-2005,30-34,118.50861667442943,France,Female,2004
2005-2010,30-34,128.90635294117646,France,Female,2005
2005-2010,30-34,129.35963653754186,France,Female,2006
2005-2010,30-34,128.9779519843214,France,Female,2007
2005-2010,30-34,128.98489425981873,France,Female,2008
2005-2010,30-34,129.48146240988672,France,Female,2009
2010-2015,30-34,131.5450755601876,France,Female,2010
2010-2015,30-34,131.08598228243878,France,Female,2011
2010-2015,30-34,131.11437403400308,France,Female,2012
2010-2015,30-34,131.2181174089069,France,Female,2013
2010-2015,30-34,131.25311410064774,France,Female,2014
2015-2020,30-34,127.48938271604938,France,Female,2015
2015-2020,30-34,127.27799607072691,France,Female,2016
2015-2020,30-34,127.12119725220805,France,Female,2017
2015-2020,30-34,127.31185440236105,France,Female,2018
2015-2020,30-34,127.32509881422925,France,Female,2019
2000-2005,35-39,52.40354868061875,France,Female,2003
2000-2005,35-39,52.389699179580674,France,Female,2004
2005-2010,35-39,60.816605839416056,France,Female,2005
2005-2010,35-39,61.065723413966225,France,Female,2006
2005-2010,35-39,60.749316317228804,France,Female,2007
2005-2010,35-39,60.49089253187614,France,Female,2008
2005-2010,35-39,60.78884826325411,France,Female,2009
2010-2015,35-39,67.4402399630826,France,Female,2010
2010-2015,35-39,66.69887429643528,France,Female,2011
2010-2015,35-39,66.96735477676428,France,Female,2012
2010-2015,35-39,67.13940886699507,France,Female,2013
2010-2015,35-39,66.92211055276383,France,Female,2014
2015-2020,35-39,68.92288178589548,France,Female,2015
2015-2020,35-39,68.94108684611479,France,Female,2016
2015-2020,35-39,69.13926596279538,France,Female,2017
2015-2020,35-39,69.02176063303659,France,Female,2018
2015-2020,35-39,69.05260594252314,France,Female,2019
2000-2005,40-44,11.554541305340027,France,Female,2003
2000-2005,40-44,11.677667269439421,France,Female,2004
2005-2010,40-44,13.920485175202156,France,Female,2005
2005-2010,40-44,13.808243727598565,France,Female,2006
2005-2010,40-44,13.9152466367713,France,Female,2007
2005-2010,40-44,14.055355535553556,France,Female,2008
2005-2010,40-44,14.000451263537906,France,Female,2009
2010-2015,40-44,16.111161319475826,France,Female,2010
2010-2015,40-44,16.076366922729328,France,Female,2011
2010-2015,40-44,16.184934596301307,France,Female,2012
