country,year,age,gender,value,pop,fertility_rate
France,2002,15-19,Male,3623,1971,1.8381532217148655
France,2002,20-24,Male,54311,1999,27.169084542271136
France,2002,25-29,Male,180632,1883,95.92777482740308
France,2002,30-34,Male,257769,2020,127.60841584158416
France,2002,35-39,Male,178786,2166,82.54201292705447
France,2002,40-44,Male,73622,2178,33.80257116620753
France,2002,45-49,Male,24930,2097,11.888412017167383
France,2002,50-54,Male,8508,2019,4.213967310549777
France,2002,55-59,Male,3361,2034,1.652409046214356
France,2002,60-64,Male,1137,1541,0.7378325762491889
France,2002,65+,Male,127,4196,0.03026692087702574
France,2003,15-19,Male,3623,1971,1.8381532217148655
France,2003,20-24,Male,54311,1999,27.169084542271136
France,2003,25-29,Male,180632,1883,95.92777482740308
France,2003,30-34,Male,257769,2020,127.60841584158416
France,2003,35-39,Male,178786,2166,82.54201292705447
France,2003,40-44,Male,73622,2178,33.80257116620753
France,2003,45-49,Male,24930,2097,11.888412017167383
France,2003,50-54,Male,8508,2019,4.213967310549777
France,2003,55-59,Male,3361,2034,1.652409046214356
France,2003,60-64,Male,1137,1541,0.7378325762491889
France,2003,65+,Male,127,4196,0.03026692087702574
France,2004,15-19,Male,3623,1971,1.8381532217148655
France,2004,20-24,Male,54311,1999,27.169084542271136
France,2004,25-29,Male,180632,1883,95.92777482740308
France,2004,30-34,Male,257769,2020,127.60841584158416
France,2004,35-39,Male,178786,2166,82.54201292705447
France,2004,40-44,Male,73622,2178,33.80257116620753
France,2004,45-49,Male,24930,2097,11.888412017167383
France,2004,50-54,Male,8508,2019,4.213967310549777
France,2004,55-59,Male,3361,2034,1.652409046214356
France,2004,60-64,Male,1137,1541,0.7378325762491889
France,2004,65+,Male,127,4196,0.03026692087702574
France,2005,15-19,Male,3623,1971,1.8381532217148655
France,2005,20-24,Male,54311,1999,27.169084542271136
France,2005,25-29,Male,180632,1883,95.92777482740308
France,2005,30-34,Male,257769,2020,127.60841584158416
France,2005,35-39,Male,178786,2166,82.54201292705447
France,2005,40-44,Male,73622,2178,33.80257116620753
France,2005,45-49,Male,24930,2097,11.888412017167383
France,2005,50-54,Male,8508,2019,4.213967310549777
France,2005,55-59,Male,3361,2034,1.652409046214356
France,2005,60-64,Male,1137,1541,0.7378325762491889
France,2005,65+,Male,127,4196,0.03026692087702574
France,2006,15-19,Male,3623,1971,1.8381532217148655
France,2006,20-24,Male,54311,1999,27.169084542271136
France,2006,25-29,Male,180632,1883,95.92777482740308
France,2006,30-34,Male,257769,2020,127.60841584158416
France,2006,35-39,Male,178786,2166,82.54201292705447
France,2006,40-44,Male,73622,2178,33.80257116620753
France,2006,45-49,Male,24930,2097,11.888412017167383
France,2006,50-54,Male,8508,2019,4.213967310549777
France,2006,55-59,Male,3361,2034,1.652409046214356
France,2006,60-64,Male,1137,1541,0.7378325762491889
France,2006,65+,Male,127,4196,0.03026692087702574
France,2007,15-19,Male,3623,1971,1.8381532217148655
France,2007,20-24,Male,54311,1999,27.169084542271136
France,2007,25-29,Male,180632,1883,95.92777482740308
France,2007,30-34,Male,257769,2020,127.60841584158416
France,2007,35-39,Male,178786,2166,82.54201292705447
France,2007,40-44,Male,73622,2178,33.80257116620753
France,2007,45-49,Male,24930,2097,11.888412017167383
France,2007,50-54,Male,8508,2019,4.213967310549777
France,2007,55-59,Male,3361,2034,1.652409046214356
France,2007,60-64,Male,1137,1541,0.7378325762491889
France,2007,65+,Male,127,4196,0.03026692087702574
France,2008,15-19,Male,3746,1952,1.9190573770491803
France,2008,20-24,Male,55636,1992,27.929718875502008
France,2008,25-29,Male,182619,1913,95.46210141139571
France,2008,30-34,Male,256474,1960,130.85408163265305
France,2008,35-39,Male,183576,2171,84.55826807922617
France,2008,40-44,Male,75764,2175,34.834022988505744
France,2008,45-49,Male,25740,2121,12.135785007072135
France,2008,50-54,Male,8583,2017,4.25532969757065
France,2008,55-59,Male,3126,2014,1.5521350546176762
France,2008,60-64,Male,1245,1683,0.7397504456327986
France,2008,65+,Male,107,4239,0.025241802311866006
France,2009,15-19,Male,3820,1940,1.9690721649484537
France,2009,20-24,Male,54808,1981,27.6668349318526
France,2009,25-29,Male,182666,1938,94.25490196078431
France,2009,30-34,Male,254682,1912,133.2018828451883
France,2009,35-39,Male,183060,2167,84.47623442547301
France,2009,40-44,Male,76387,2173,35.15278416935113
France,2009,45-49,Male,26545,2143,12.386840877274848
France,2009,50-54,Male,8726,2022,4.315529179030663
France,2009,55-59,Male,3177,1991,1.5956805625313912
France,2009,60-64,Male,1187,1807,0.6568898727172109
France,2009,65+,Male,125,4299,0.029076529425447778
France,2010,15-19,Male,3159,1937,1.6308724832214765
France,2010,20-24,Male,52997,1969,26.915693245302183
France,2010,25-29,Male,182819,1951,93.7052793439262
France,2010,30-34,Male,259521,1884,137.75
France,2010,35-39,Male,183695,2146,85.59878844361603
France,2010,40-44,Male,78447,2175,36.06758620689655
France,2010,45-49,Male,27230,2160,12.606481481481481
France,2010,50-54,Male,8965,2032,4.411909448818897
France,2010,55-59,Male,3172,1978,1.6036400404448938
France,2010,60-64,Male,1232,1889,0.652196929592377
France,2010,65+,Male,77,4392,0.017531876138433516
France,2011,15-19,Male,3172,1924,1.6486486486486487
France,2011,20-24,Male,49117,1934,25.39658738366081
France,2011,25-29,Male,174579,1969,88.66378872524123
France,2011,30-34,Male,260158,1898,137.0695468914647
France,2011,35-39,Male,177146,2055,86.20243309002433
France,2011,40-44,Male,82752,2185,37.87276887871854
France,2011,45-49,Male,28810,2173,13.258168430740911
France,2011,50-54,Male,9481,2069,4.582406959884002
France,2011,55-59,Male,3371,1963,1.7172694854814061
France,2011,60-64,Male,1239,1941,0.6383307573415765
France,2011,65+,Male,139,4675,0.029732620320855614
France,2012,15-19,Male,3172,1924,1.6486486486486487
France,2012,20-24,Male,49117,1934,25.39658738366081
France,2012,25-29,Male,174579,1969,88.66378872524123
France,2012,30-34,Male,260158,1898,137.0695468914647
France,2012,35-39,Male,177146,2055,86.20243309002433
France,2012,40-44,Male,82752,2185,37.87276887871854
France,2012,45-49,Male,28810,2173,13.258168430740911
France,2012,50-54,Male,9481,2069,4.582406959884002
France,2012,55-59,Male,3371,1963,1.7172694854814061
France,2012,60-64,Male,1239,1941,0.6383307573415765
France,2012,65+,Male,139,4675,0.029732620320855614
France,2013,15-19,Male,2856,1930,1.4797927461139897
France,2013,20-24,Male,46170,1911,24.160125588697017
France,2013,25-29,Male,173735,1961,88.59510453850076
France,2013,30-34,Male,257435,1929,133.45515811301192
France,2013,35-39,Male,175888,1997,88.07611417125689
France,2013,40-44,Male,83299,2192,38.00136861313869
France,2013,45-49,Male,28783,2172,13.25184162062615
France,2013,50-54,Male,9755,2096,4.654103053435114
France,2013,55-59,Male,3223,1965,1.640203562340967
France,2013,60-64,Male,1207,1926,0.6266874350986501
France,2013,65+,Male,165,4846,0.03404869995872885
France,2014,15-19,Male,2839,1941,1.4626481195260175
France,2014,20-24,Male,43088,1891,22.785827604442094
France,2014,25-29,Male,170722,1945,87.77480719794345
France,2014,30-34,Male,257684,1955,131.80767263427109
France,2014,35-39,Male,176928,1950,90.73230769230769
France,2014,40-44,Male,84389,2187,38.586648376771834
France,2014,45-49,Male,30267,2170,13.947926267281106
France,2014,50-54,Male,10073,2120,4.751415094339623
France,2014,55-59,Male,3562,1972,1.806288032454361
