week_nb,gender,age,year,covid19_deaths,week,value_20,value_pre,excess_deaths
week-15,male,05-09,2020,0,Week 15,3,3,0
week-15,male,05-09,2021,0,Week 15,3,3,0
week-15,male,10-14,2020,0,Week 15,1,4,-3
week-15,male,10-14,2021,0,Week 15,4,4,0
week-15,male,15-19,2020,2,Week 15,5,10,-5
week-15,male,15-19,2021,0,Week 15,11,10,1
week-15,male,20-24,2020,4,Week 15,12,21,-9
week-15,male,20-24,2021,0,Week 15,19,21,-2
week-15,male,25-29,2020,5,Week 15,29,23,6
week-15,male,25-29,2021,0,Week 15,23,23,0
week-15,male,30-34,2020,4,Week 15,30,30,0
week-15,male,30-34,2021,1,Week 15,22,30,-8
week-15,male,35-39,2020,13,Week 15,60,43,17
week-15,male,35-39,2021,1,Week 15,60,43,17
week-15,male,40-44,2020,19,Week 15,65,62,3
week-15,male,40-44,2021,4,Week 15,76,62,14
week-15,male,45-49,2020,46,Week 15,148,103,45
week-15,male,45-49,2021,6,Week 15,105,103,2
week-15,male,50-54,2020,76,Week 15,247,145,102
week-15,male,50-54,2021,5,Week 15,170,145,25
week-15,male,55-59,2020,135,Week 15,372,209,163
week-15,male,55-59,2021,19,Week 15,281,209,72
week-15,male,60-64,2020,225,Week 15,548,279,269
week-15,male,60-64,2021,16,Week 15,311,279,32
week-15,male,65-69,2020,279,Week 15,706,423,283
week-15,male,65-69,2021,18,Week 15,405,423,-18
week-15,male,70-74,2020,446,Week 15,1098,569,529
week-15,male,70-74,2021,16,Week 15,600,569,31
week-15,male,75-79,2020,641,Week 15,1451,684,767
week-15,male,75-79,2021,19,Week 15,749,684,65
week-15,male,80-84,2020,772,Week 15,1795,850,945
week-15,male,80-84,2021,31,Week 15,846,850,-4
week-15,male,85-89,2020,668,Week 15,1826,838,988
week-15,male,85-89,2021,37,Week 15,788,838,-50
week-15,male,90+,2020,484,Week 15,1521,716,805
week-15,male,90+,2021,29,Week 15,747,716,31
week-15,male,all-ages,2020,0,Week 15,0,0,0
week-15,male,all-ages,2021,0,Week 15,0,0,0
week-16,female,00-04,2020,1,Week 16,29,25,4
week-16,female,00-04,2021,0,Week 16,25,25,0
week-16,female,05-09,2020,0,Week 16,3,2,1
week-16,female,05-09,2021,0,Week 16,2,2,0
week-16,female,10-14,2020,1,Week 16,3,2,1
week-16,female,10-14,2021,0,Week 16,0,2,-2
week-16,female,15-19,2020,0,Week 16,8,6,2
week-16,female,15-19,2021,0,Week 16,5,6,-1
week-16,female,20-24,2020,1,Week 16,5,9,-4
week-16,female,20-24,2021,0,Week 16,10,9,1
week-16,female,25-29,2020,3,Week 16,12,9,3
week-16,female,25-29,2021,0,Week 16,11,9,2
week-16,female,30-34,2020,6,Week 16,20,17,3
week-16,female,30-34,2021,0,Week 16,24,17,7
week-16,female,35-39,2020,12,Week 16,36,24,12
week-16,female,35-39,2021,0,Week 16,33,24,9
week-16,female,40-44,2020,18,Week 16,55,33,22
week-16,female,40-44,2021,0,Week 16,45,33,12
week-16,female,45-49,2020,22,Week 16,95,65,30
week-16,female,45-49,2021,2,Week 16,66,65,1
week-16,female,50-54,2020,79,Week 16,199,105,94
week-16,female,50-54,2021,3,Week 16,90,105,-15
week-16,female,55-59,2020,84,Week 16,245,137,108
week-16,female,55-59,2021,5,Week 16,137,137,0
week-16,female,60-64,2020,141,Week 16,354,193,161
week-16,female,60-64,2021,8,Week 16,223,193,30
week-16,female,65-69,2020,183,Week 16,481,283,198
week-16,female,65-69,2021,9,Week 16,264,283,-19
week-16,female,70-74,2020,298,Week 16,828,417,411
week-16,female,70-74,2021,12,Week 16,457,417,40
week-16,female,75-79,2020,465,Week 16,1182,541,641
week-16,female,75-79,2021,12,Week 16,577,541,36
week-16,female,80-84,2020,652,Week 16,1740,781,959
week-16,female,80-84,2021,13,Week 16,715,781,-66
week-16,female,85-89,2020,781,Week 16,2333,1026,1307
week-16,female,85-89,2021,18,Week 16,937,1026,-89
week-16,female,90+,2020,954,Week 16,3278,1444,1834
week-16,female,90+,2021,25,Week 16,1317,1444,-127
week-16,female,all-ages,2020,0,Week 16,0,0,0
week-16,female,all-ages,2021,0,Week 16,0,0,0
week-16,male,00-04,2020,0,Week 16,28,34,-6
week-16,male,00-04,2021,0,Week 16,28,34,-6
week-16,male,05-09,2020,0,Week 16,2,3,-1
week-16,male,05-09,2021,0,Week 16,1,3,-2
week-16,male,10-14,2020,0,Week 16,1,4,-3
week-16,male,10-14,2021,0,Week 16,0,4,-4
week-16,male,15-19,2020,1,Week 16,12,8,4
week-16,male,15-19,2021,0,Week 16,7,8,-1
week-16,male,20-24,2020,2,Week 16,12,17,-5
week-16,male,20-24,2021,0,Week 16,18,17,1
week-16,male,25-29,2020,5,Week 16,28,19,9
week-16,male,25-29,2021,0,Week 16,19,19,0
week-16,male,30-34,2020,7,Week 16,32,31,1
week-16,male,30-34,2021,1,Week 16,40,31,9
week-16,male,35-39,2020,15,Week 16,56,40,16
week-16,male,35-39,2021,1,Week 16,44,40,4
week-16,male,40-44,2020,31,Week 16,77,58,19
week-16,male,40-44,2021,2,Week 16,75,58,17
week-16,male,45-49,2020,54,Week 16,147,97,50
week-16,male,45-49,2021,3,Week 16,106,97,9
week-16,male,50-54,2020,111,Week 16,229,140,89
week-16,male,50-54,2021,7,Week 16,187,140,47
week-16,male,55-59,2020,203,Week 16,434,208,226
week-16,male,55-59,2021,6,Week 16,227,208,19
week-16,male,60-64,2020,272,Week 16,591,271,320
week-16,male,60-64,2021,16,Week 16,352,271,81
week-16,male,65-69,2020,370,Week 16,791,419,372
week-16,male,65-69,2021,12,Week 16,373,419,-46
week-16,male,70-74,2020,591,Week 16,1280,557,723
week-16,male,70-74,2021,18,Week 16,581,557,24
week-16,male,75-79,2020,732,Week 16,1635,681,954
week-16,male,75-79,2021,18,Week 16,683,681,2
week-16,male,80-84,2020,985,Week 16,2100,844,1256
week-16,male,80-84,2021,35,Week 16,806,844,-38
week-16,male,85-89,2020,958,Week 16,2111,819,1292
week-16,male,85-89,2021,21,Week 16,788,819,-31
week-16,male,90+,2020,720,Week 16,1879,712,1167
week-16,male,90+,2021,13,Week 16,668,712,-44
week-16,male,all-ages,2020,0,Week 16,0,0,0
week-16,male,all-ages,2021,0,Week 16,0,0,0
week-17,female,00-04,2020,0,Week 17,23,25,-2
week-17,female,00-04,2021,0,Week 17,18,25,-7
week-17,female,05-09,2020,0,Week 17,0,2,-2
week-17,female,05-09,2021,0,Week 17,1,2,-1
week-17,female,10-14,2020,0,Week 17,1,2,-1
week-17,female,10-14,2021,0,Week 17,3,2,1
week-17,female,15-19,2020,0,Week 17,6,5,1
week-17,female,15-19,2021,0,Week 17,3,5,-2
week-17,female,20-24,2020,2,Week 17,14,7,7
week-17,female,20-24,2021,1,Week 17,5,7,-2
week-17,female,25-29,2020,4,Week 17,11,11,0
week-17,female,25-29,2021,0,Week 17,11,11,0
week-17,female,30-34,2020,8,Week 17,27,15,12
week-17,female,30-34,2021,0,Week 17,17,15,2
week-17,female,35-39,2020,10,Week 17,36,25,11
week-17,female,35-39,2021,0,Week 17,31,25,6
week-17,female,40-44,2020,15,Week 17,59,39,20
week-17,female,40-44,2021,1,Week 17,53,39,14
week-17,female,45-49,2020,25,Week 17,104,64,40
week-17,female,45-49,2021,0,Week 17,50,64,-14
week-17,female,50-54,2020,44,Week 17,164,96,68
week-17,female,50-54,2021,3,Week 17,108,96,12
week-17,female,55-59,2020,78,Week 17,232,126,106
week-17,female,55-59,2021,2,Week 17,145,126,19
week-17,female,60-64,2020,123,Week 17,349,192,157
week-17,female,60-64,2021,6,Week 17,188,192,-4
week-17,female,65-69,2020,151,Week 17,453,291,162
week-17,female,65-69,2021,5,Week 17,251,291,-40
week-17,female,70-74,2020,261,Week 17,770,383,387
week-17,female,70-74,2021,7,Week 17,422,383,39
week-17,female,75-79,2020,383,Week 17,1127,548,579
week-17,female,75-79,2021,10,Week 17,537,548,-11
week-17,female,80-84,2020,693,Week 17,1765,775,990
week-17,female,80-84,2021,20,Week 17,718,775,-57
week-17,female,85-89,2020,813,Week 17,2264,983,1281
week-17,female,85-89,2021,19,Week 17,847,983,-136
week-17,female,90+,2020,1073,Week 17,3364,1374,1990
week-17,female,90+,2021,15,Week 17,1275,1374,-99
week-17,female,all-ages,2020,0,Week 17,0,0,0
week-17,female,all-ages,2021,0,Week 17,0,0,0
week-17,male,00-04,2020,0,Week 17,37,31,6
week-17,male,00-04,2021,0,Week 17,21,31,-10
week-17,male,05-09,2020,0,Week 17,3,2,1
week-17,male,05-09,2021,0,Week 17,1,2,-1
week-17,male,10-14,2020,0,Week 17,2,4,-2
week-17,male,10-14,2021,0,Week 17,2,4,-2
week-17,male,15-19,2020,0,Week 17,5,9,-4
week-17,male,15-19,2021,0,Week 17,10,9,1
week-17,male,20-24,2020,2,Week 17,11,19,-8
week-17,male,20-24,2021,0,Week 17,17,19,-2
week-17,male,25-29,2020,5,Week 17,23,25,-2
week-17,male,25-29,2021,0,Week 17,21,25,-4
week-17,male,30-34,2020,12,Week 17,39,28,11
week-17,male,30-34,2021,1,Week 17,27,28,-1
week-17,male,35-39,2020,7,Week 17,62,41,21
week-17,male,35-39,2021,2,Week 17,41,41,0
week-17,male,40-44,2020,38,Week 17,111,52,59
week-17,male,40-44,2021,4,Week 17,54,52,2
week-17,male,45-49,2020,57,Week 17,175,96,79
week-17,male,45-49,2021,3,Week 17,108,96,12
week-17,male,50-54,2020,95,Week 17,274,148,126
week-17,male,50-54,2021,2,Week 17,146,148,-2
week-17,male,55-59,2020,162,Week 17,407,195,212
week-17,male,55-59,2021,8,Week 17,235,195,40
week-17,male,60-64,2020,239,Week 17,578,283,295
week-17,male,60-64,2021,8,Week 17,288,283,5
week-17,male,65-69,2020,307,Week 17,795,404,391
week-17,male,65-69,2021,13,Week 17,399,404,-5
week-17,male,70-74,2020,470,Week 17,1220,545,675
week-17,male,70-74,2021,20,Week 17,584,545,39
week-17,male,75-79,2020,657,Week 17,1614,674,940
week-17,male,75-79,2021,12,Week 17,705,674,31
week-17,male,80-84,2020,882,Week 17,2007,824,1183
week-17,male,80-84,2021,13,Week 17,807,824,-17
week-17,male,85-89,2020,896,Week 17,2085,801,1284
week-17,male,85-89,2021,15,Week 17,801,801,0
week-17,male,90+,2020,725,Week 17,1780,680,1100
week-17,male,90+,2021,15,Week 17,742,680,62
week-17,male,all-ages,2020,0,Week 17,0,0,0
week-17,male,all-ages,2021,0,Week 17,0,0,0
week-18,female,00-04,2020,0,Week 18,21,21,0
week-18,female,05-09,2020,0,Week 18,0,3,-3
week-18,female,10-14,2020,0,Week 18,3,1,2
week-18,female,15-19,2020,0,Week 18,3,5,-2
week-18,female,20-24,2020,0,Week 18,7,8,-1
week-18,female,25-29,2020,1,Week 18,17,9,8
week-18,female,30-34,2020,1,Week 18,24,15,9
week-18,female,35-39,2020,8,Week 18,38,23,15
week-18,female,40-44,2020,7,Week 18,43,40,3
week-18,female,45-49,2020,23,Week 18,87,56,31
week-18,female,50-54,2020,32,Week 18,152,97,55
week-18,female,55-59,2020,52,Week 18,203,128,75
week-18,female,60-64,2020,61,Week 18,272,189,83
week-18,female,65-69,2020,101,Week 18,392,282,110
week-18,female,70-74,2020,168,Week 18,638,387,251
week-18,female,75-79,2020,332,Week 18,950,532,418
week-18,female,80-84,2020,517,Week 18,1432,763,669
week-18,female,85-89,2020,668,Week 18,1926,981,945
week-18,female,90+,2020,910,Week 18,2888,1344,1544
week-18,female,all-ages,2020,0,Week 18,0,0,0
week-18,male,00-04,2020,0,Week 18,35,33,2
week-18,male,05-09,2020,0,Week 18,0,2,-2
week-18,male,10-14,2020,0,Week 18,0,4,-4
week-18,male,15-19,2020,1,Week 18,11,10,1
week-18,male,20-24,2020,2,Week 18,11,17,-6
week-18,male,25-29,2020,1,Week 18,23,22,1
week-18,male,30-34,2020,5,Week 18,35,33,2
week-18,male,35-39,2020,10,Week 18,60,45,15
week-18,male,40-44,2020,16,Week 18,73,64,9
week-18,male,45-49,2020,33,Week 18,148,90,58
week-18,male,50-54,2020,62,Week 18,235,142,93
week-18,male,55-59,2020,112,Week 18,347,200,147
week-18,male,60-64,2020,137,Week 18,453,271,182
week-18,male,65-69,2020,209,Week 18,631,414,217
week-18,male,70-74,2020,327,Week 18,940,533,407
week-18,male,75-79,2020,438,Week 18,1205,674,531
week-18,male,80-84,2020,579,Week 18,1555,821,734
week-18,male,85-89,2020,638,Week 18,1588,812,776
week-18,male,90+,2020,584,Week 18,1507,671,836
week-18,male,all-ages,2020,0,Week 18,0,0,0
week-19,female,00-04,2020,0,Week 19,15,25,-10
week-19,female,05-09,2020,0,Week 19,1,2,-1
week-19,female,10-14,2020,0,Week 19,3,3,0
week-19,female,15-19,2020,0,Week 19,4,4,0
week-19,female,20-24,2020,2,Week 19,7,8,-1
week-19,female,25-29,2020,0,Week 19,7,8,-1
week-19,female,30-34,2020,5,Week 19,15,14,1
week-19,female,35-39,2020,5,Week 19,26,24,2
week-19,female,40-44,2020,8,Week 19,27,40,-13
week-19,female,45-49,2020,7,Week 19,67,62,5
week-19,female,50-54,2020,25,Week 19,107,101,6
week-19,female,55-59,2020,28,Week 19,152,135,17
week-19,female,60-64,2020,44,Week 19,197,190,7
week-19,female,65-69,2020,68,Week 19,316,271,45
week-19,female,70-74,2020,118,Week 19,490,392,98
week-19,female,75-79,2020,188,Week 19,661,525,136
week-19,female,80-84,2020,339,Week 19,987,752,235
week-19,female,85-89,2020,455,Week 19,1352,984,368
week-19,female,90+,2020,646,Week 19,2014,1358,656
week-19,female,all-ages,2020,0,Week 19,0,0,0
week-19,male,00-04,2020,1,Week 19,19,31,-12
week-19,male,05-09,2020,0,Week 19,3,2,1
week-19,male,10-14,2020,0,Week 19,7,3,4
week-19,male,15-19,2020,0,Week 19,5,9,-4
week-19,male,20-24,2020,1,Week 19,11,17,-6
week-19,male,25-29,2020,4,Week 19,18,25,-7
week-19,male,30-34,2020,3,Week 19,18,36,-18
week-19,male,35-39,2020,2,Week 19,33,36,-3
week-19,male,40-44,2020,10,Week 19,62,58,4
week-19,male,45-49,2020,19,Week 19,98,99,-1
week-19,male,50-54,2020,34,Week 19,160,133,27
week-19,male,55-59,2020,69,Week 19,255,198,57
week-19,male,60-64,2020,91,Week 19,334,258,76
week-19,male,65-69,2020,111,Week 19,447,418,29
week-19,male,70-74,2020,189,Week 19,682,552,130
week-19,male,75-79,2020,276,Week 19,867,664,203
week-19,male,80-84,2020,433,Week 19,1112,809,303
week-19,male,85-89,2020,380,Week 19,1089,798,291
week-19,male,90+,2020,369,Week 19,989,686,303
week-19,male,all-ages,2020,0,Week 19,0,0,0
week-2,female,00-04,2020,0,Week 2,26,31,-5
week-2,female,00-04,2021,0,Week 2,21,31,-10
week-2,female,05-09,2020,0,Week 2,4,5,-1
week-2,female,05-09,2021,0,Week 2,0,5,-5
week-2,female,10-14,2020,0,Week 2,2,3,-1
week-2,female,10-14,2021,0,Week 2,1,3,-2
week-2,female,15-19,2020,0,Week 2,8,4,4
week-2,female,15-19,2021,0,Week 2,6,4,2
week-2,female,20-24,2020,0,Week 2,9,9,0
week-2,female,20-24,2021,2,Week 2,6,9,-3
week-2,female,25-29,2020,0,Week 2,9,8,1
week-2,female,25-29,2021,1,Week 2,15,8,7
week-2,female,30-34,2020,0,Week 2,18,18,0
week-2,female,30-34,2021,4,Week 2,20,18,2
week-2,female,35-39,2020,0,Week 2,22,27,-5
week-2,female,35-39,2021,13,Week 2,42,27,15
week-2,female,40-44,2020,0,Week 2,33,40,-7
week-2,female,40-44,2021,19,Week 2,69,40,29
week-2,female,45-49,2020,0,Week 2,77,67,10
week-2,female,45-49,2021,31,Week 2,104,67,37
week-2,female,50-54,2020,0,Week 2,123,103,20
week-2,female,50-54,2021,51,Week 2,155,103,52
week-2,female,55-59,2020,0,Week 2,167,156,11
week-2,female,55-59,2021,76,Week 2,224,156,68
week-2,female,60-64,2020,0,Week 2,249,218,31
week-2,female,60-64,2021,121,Week 2,329,218,111
week-2,female,65-69,2020,0,Week 2,348,349,-1
week-2,female,65-69,2021,170,Week 2,451,349,102
week-2,female,70-74,2020,0,Week 2,580,505,75
week-2,female,70-74,2021,266,Week 2,718,505,213
week-2,female,75-79,2020,0,Week 2,800,698,102
week-2,female,75-79,2021,408,Week 2,995,698,297
week-2,female,80-84,2020,0,Week 2,1118,1034,84
week-2,female,80-84,2021,605,Week 2,1452,1034,418
week-2,female,85-89,2020,0,Week 2,1466,1406,60
week-2,female,85-89,2021,690,Week 2,1698,1406,292
week-2,female,90+,2020,0,Week 2,2170,2043,127
week-2,female,90+,2021,972,Week 2,2529,2043,486
week-2,female,all-ages,2020,0,Week 2,0,0,0
week-2,female,all-ages,2021,0,Week 2,0,0,0
week-2,male,00-04,2020,0,Week 2,33,33,0
week-2,male,00-04,2021,0,Week 2,34,33,1
week-2,male,05-09,2020,0,Week 2,4,2,2
week-2,male,05-09,2021,0,Week 2,1,2,-1
week-2,male,10-14,2020,0,Week 2,7,4,3
week-2,male,10-14,2021,0,Week 2,4,4,0
week-2,male,15-19,2020,0,Week 2,8,11,-3
week-2,male,15-19,2021,0,Week 2,8,11,-3
week-2,male,20-24,2020,0,Week 2,14,20,-6
week-2,male,20-24,2021,2,Week 2,20,20,0
week-2,male,25-29,2020,0,Week 2,28,26,2
week-2,male,25-29,2021,3,Week 2,22,26,-4
week-2,male,30-34,2020,0,Week 2,28,34,-6
week-2,male,30-34,2021,8,Week 2,36,34,2
week-2,male,35-39,2020,0,Week 2,46,42,4
week-2,male,35-39,2021,14,Week 2,60,42,18
week-2,male,40-44,2020,0,Week 2,52,66,-14
week-2,male,40-44,2021,20,Week 2,83,66,17
week-2,male,45-49,2020,0,Week 2,114,120,-6
week-2,male,45-49,2021,49,Week 2,137,120,17
week-2,male,50-54,2020,0,Week 2,156,155,1
week-2,male,50-54,2021,78,Week 2,264,155,109
week-2,male,55-59,2020,0,Week 2,259,230,29
week-2,male,55-59,2021,142,Week 2,348,230,118
week-2,male,60-64,2020,0,Week 2,355,316,39
week-2,male,60-64,2021,217,Week 2,540,316,224
week-2,male,65-69,2020,0,Week 2,509,508,1
week-2,male,65-69,2021,255,Week 2,694,508,186
week-2,male,70-74,2020,0,Week 2,761,663,98
week-2,male,70-74,2021,448,Week 2,1081,663,418
week-2,male,75-79,2020,0,Week 2,924,853,71
week-2,male,75-79,2021,540,Week 2,1285,853,432
week-2,male,80-84,2020,0,Week 2,1172,1024,148
week-2,male,80-84,2021,714,Week 2,1552,1024,528
week-2,male,85-89,2020,0,Week 2,1231,1070,161
week-2,male,85-89,2021,703,Week 2,1580,1070,510
week-2,male,90+,2020,0,Week 2,1127,1002,125
week-2,male,90+,2021,623,Week 2,1458,1002,456
week-2,male,all-ages,2020,0,Week 2,0,0,0
week-2,male,all-ages,2021,0,Week 2,0,0,0
week-20,female,00-04,2020,0,Week 20,27,24,3
week-20,female,05-09,2020,0,Week 20,1,2,-1
week-20,female,10-14,2020,0,Week 20,2,3,-1
week-20,female,15-19,2020,1,Week 20,5,5,0
week-20,female,20-24,2020,0,Week 20,3,6,-3
week-20,female,25-29,2020,1,Week 20,10,14,-4
week-20,female,30-34,2020,2,Week 20,9,17,-8
week-20,female,35-39,2020,2,Week 20,30,26,4
week-20,female,40-44,2020,7,Week 20,50,38,12
week-20,female,45-49,2020,12,Week 20,81,62,19
week-20,female,50-54,2020,15,Week 20,111,91,20
week-20,female,55-59,2020,25,Week 20,198,129,69
week-20,female,60-64,2020,43,Week 20,266,181,85
week-20,female,65-69,2020,70,Week 20,339,280,59
week-20,female,70-74,2020,110,Week 20,559,393,166
week-20,female,75-79,2020,168,Week 20,733,505,228
week-20,female,80-84,2020,311,Week 20,1141,772,369
week-20,female,85-89,2020,472,Week 20,1514,934,580
week-20,female,90+,2020,628,Week 20,2251,1314,937
week-20,female,all-ages,2020,0,Week 20,0,0,0
week-20,male,00-04,2020,1,Week 20,39,32,7
week-20,male,05-09,2020,0,Week 20,4,2,2
week-20,male,10-14,2020,0,Week 20,2,2,0
week-20,male,15-19,2020,0,Week 20,8,8,0
week-20,male,20-24,2020,1,Week 20,16,15,1
week-20,male,25-29,2020,5,Week 20,23,22,1
week-20,male,30-34,2020,2,Week 20,31,29,2
week-20,male,35-39,2020,5,Week 20,48,41,7
week-20,male,40-44,2020,7,Week 20,54,62,-8
week-20,male,45-49,2020,13,Week 20,114,93,21
week-20,male,50-54,2020,24,Week 20,192,141,51
week-20,male,55-59,2020,55,Week 20,279,198,81
week-20,male,60-64,2020,79,Week 20,402,263,139
week-20,male,65-69,2020,111,Week 20,515,404,111
week-20,male,70-74,2020,194,Week 20,775,556,219
week-20,male,75-79,2020,301,Week 20,1013,629,384
week-20,male,80-84,2020,375,Week 20,1280,795,485
week-20,male,85-89,2020,396,Week 20,1291,783,508
week-20,male,90+,2020,374,Week 20,1157,657,500
week-20,male,all-ages,2020,0,Week 20,0,0,0
week-21,female,00-04,2020,0,Week 21,26,23,3
week-21,female,05-09,2020,0,Week 21,1,2,-1
week-21,female,10-14,2020,0,Week 21,2,2,0
week-21,female,15-19,2020,0,Week 21,4,4,0
week-21,female,20-24,2020,0,Week 21,4,8,-4
week-21,female,25-29,2020,0,Week 21,10,12,-2
week-21,female,30-34,2020,1,Week 21,21,15,6
week-21,female,35-39,2020,0,Week 21,28,26,2
week-21,female,40-44,2020,8,Week 21,50,39,11
week-21,female,45-49,2020,7,Week 21,74,60,14
week-21,female,50-54,2020,7,Week 21,102,93,9
week-21,female,55-59,2020,21,Week 21,162,129,33
week-21,female,60-64,2020,33,Week 21,237,178,59
week-21,female,65-69,2020,37,Week 21,300,276,24
week-21,female,70-74,2020,61,Week 21,459,387,72
week-21,female,75-79,2020,142,Week 21,681,512,169
week-21,female,80-84,2020,211,Week 21,952,758,194
week-21,female,85-89,2020,308,Week 21,1242,925,317
week-21,female,90+,2020,462,Week 21,1836,1322,514
week-21,female,all-ages,2020,0,Week 21,0,0,0
week-21,male,00-04,2020,0,Week 21,29,34,-5
week-21,male,05-09,2020,0,Week 21,4,1,3
week-21,male,10-14,2020,0,Week 21,5,3,2
week-21,male,15-19,2020,0,Week 21,9,9,0
week-21,male,20-24,2020,1,Week 21,14,17,-3
week-21,male,25-29,2020,2,Week 21,24,24,0
week-21,male,30-34,2020,3,Week 21,29,31,-2
week-21,male,35-39,2020,4,Week 21,49,41,8
week-21,male,40-44,2020,11,Week 21,97,59,38
week-21,male,45-49,2020,12,Week 21,101,94,7
week-21,male,50-54,2020,24,Week 21,190,142,48
week-21,male,55-59,2020,41,Week 21,265,198,67
week-21,male,60-64,2020,53,Week 21,350,260,90
week-21,male,65-69,2020,66,Week 21,435,411,24
week-21,male,70-74,2020,138,Week 21,689,522,167
week-21,male,75-79,2020,174,Week 21,811,640,171
week-21,male,80-84,2020,246,Week 21,1011,803,208
week-21,male,85-89,2020,285,Week 21,1041,778,263
week-21,male,90+,2020,231,Week 21,944,648,296
week-21,male,all-ages,2020,0,Week 21,0,0,0
week-22,female,00-04,2020,0,Week 22,20,26,-6
week-22,female,05-09,2020,0,Week 22,2,2,0
week-22,female,10-14,2020,0,Week 22,2,3,-1
week-22,female,15-19,2020,0,Week 22,2,3,-1
week-22,female,20-24,2020,0,Week 22,5,7,-2
week-22,female,25-29,2020,0,Week 22,4,11,-7
week-22,female,30-34,2020,0,Week 22,10,16,-6
week-22,female,35-39,2020,1,Week 22,22,24,-2
week-22,female,40-44,2020,1,Week 22,33,35,-2
week-22,female,45-49,2020,5,Week 22,51,58,-7
week-22,female,50-54,2020,6,Week 22,98,91,7
week-22,female,55-59,2020,16,Week 22,130,128,2
week-22,female,60-64,2020,21,Week 22,182,176,6
week-22,female,65-69,2020,33,Week 22,247,266,-19
week-22,female,70-74,2020,67,Week 22,426,382,44
week-22,female,75-79,2020,88,Week 22,530,508,22
week-22,female,80-84,2020,184,Week 22,809,723,86
week-22,female,85-89,2020,209,Week 22,990,901,89
week-22,female,90+,2020,296,Week 22,1427,1268,159
week-22,female,all-ages,2020,0,Week 22,0,0,0
week-22,male,00-04,2020,0,Week 22,26,28,-2
week-22,male,05-09,2020,0,Week 22,1,4,-3
week-22,male,10-14,2020,1,Week 22,3,3,0
week-22,male,15-19,2020,0,Week 22,5,12,-7
week-22,male,20-24,2020,1,Week 22,15,21,-6
week-22,male,25-29,2020,1,Week 22,21,26,-5
week-22,male,30-34,2020,0,Week 22,30,26,4
week-22,male,35-39,2020,1,Week 22,41,41,0
week-22,male,40-44,2020,1,Week 22,44,55,-11
week-22,male,45-49,2020,6,Week 22,85,87,-2
week-22,male,50-54,2020,12,Week 22,119,143,-24
week-22,male,55-59,2020,25,Week 22,202,187,15
week-22,male,60-64,2020,32,Week 22,256,259,-3
week-22,male,65-69,2020,33,Week 22,361,394,-33
week-22,male,70-74,2020,90,Week 22,533,515,18
week-22,male,75-79,2020,122,Week 22,713,631,82
week-22,male,80-84,2020,197,Week 22,828,765,63
week-22,male,85-89,2020,201,Week 22,810,749,61
week-22,male,90+,2020,172,Week 22,741,626,115
week-22,male,all-ages,2020,0,Week 22,0,0,0
week-23,female,00-04,2020,0,Week 23,26,23,3
week-23,female,05-09,2020,0,Week 23,1,1,0
week-23,female,10-14,2020,0,Week 23,2,2,0
week-23,female,15-19,2020,0,Week 23,4,5,-1
week-23,female,20-24,2020,0,Week 23,9,4,5
week-23,female,25-29,2020,1,Week 23,8,9,-1
week-23,female,30-34,2020,2,Week 23,18,15,3
week-23,female,35-39,2020,2,Week 23,30,25,5
week-23,female,40-44,2020,2,Week 23,27,33,-6
week-23,female,45-49,2020,7,Week 23,51,60,-9
week-23,female,50-54,2020,11,Week 23,96,96,0
week-23,female,55-59,2020,20,Week 23,152,124,28
week-23,female,60-64,2020,17,Week 23,219,176,43
week-23,female,65-69,2020,34,Week 23,295,289,6
week-23,female,70-74,2020,54,Week 23,464,387,77
week-23,female,75-79,2020,80,Week 23,625,507,118
week-23,female,80-84,2020,130,Week 23,854,710,144
week-23,female,85-89,2020,187,Week 23,1041,884,157
week-23,female,90+,2020,257,Week 23,1444,1257,187
week-23,female,all-ages,2020,0,Week 23,0,0,0
week-23,male,00-04,2020,0,Week 23,22,32,-10
week-23,male,05-09,2020,0,Week 23,3,4,-1
week-23,male,10-14,2020,1,Week 23,6,2,4
week-23,male,15-19,2020,0,Week 23,6,8,-2
week-23,male,20-24,2020,0,Week 23,16,22,-6
week-23,male,25-29,2020,0,Week 23,13,20,-7
week-23,male,30-34,2020,1,Week 23,35,29,6
week-23,male,35-39,2020,3,Week 23,43,39,4
week-23,male,40-44,2020,4,Week 23,58,56,2
week-23,male,45-49,2020,3,Week 23,101,90,11
week-23,male,50-54,2020,14,Week 23,159,139,20
week-23,male,55-59,2020,21,Week 23,229,188,41
week-23,male,60-64,2020,30,Week 23,301,258,43
week-23,male,65-69,2020,50,Week 23,415,391,24
week-23,male,70-74,2020,75,Week 23,617,528,89
week-23,male,75-79,2020,118,Week 23,738,657,81
week-23,male,80-84,2020,167,Week 23,925,769,156
week-23,male,85-89,2020,150,Week 23,885,742,143
week-23,male,90+,2020,147,Week 23,771,623,148
week-23,male,all-ages,2020,0,Week 23,0,0,0
week-24,female,00-04,2020,0,Week 24,19,28,-9
week-24,female,05-09,2020,0,Week 24,0,2,-2
week-24,female,10-14,2020,0,Week 24,2,2,0
week-24,female,15-19,2020,0,Week 24,3,7,-4
week-24,female,20-24,2020,0,Week 24,5,5,0
week-24,female,25-29,2020,0,Week 24,9,10,-1
week-24,female,30-34,2020,0,Week 24,20,16,4
week-24,female,35-39,2020,1,Week 24,32,21,11
week-24,female,40-44,2020,4,Week 24,44,31,13
