week_nb,gender,age,year,covid19_deaths,week,value_20,value_pre,excess_deaths
week-35,female,80-84,2020,6,Week 35,739,679,60
week-35,female,85-89,2020,8,Week 35,808,876,-68
week-35,female,90+,2020,8,Week 35,1166,1204,-38
week-35,female,all-ages,2020,0,Week 35,0,0,0
week-35,male,00-04,2020,0,Week 35,26,37,-11
week-35,male,05-09,2020,0,Week 35,2,2,0
week-35,male,10-14,2020,0,Week 35,3,3,0
week-35,male,15-19,2020,0,Week 35,9,9,0
week-35,male,20-24,2020,0,Week 35,14,19,-5
week-35,male,25-29,2020,0,Week 35,24,25,-1
week-35,male,30-34,2020,0,Week 35,38,27,11
week-35,male,35-39,2020,1,Week 35,40,38,2
week-35,male,40-44,2020,1,Week 35,59,52,7
week-35,male,45-49,2020,2,Week 35,103,82,21
week-35,male,50-54,2020,3,Week 35,162,145,17
week-35,male,55-59,2020,4,Week 35,219,188,31
week-35,male,60-64,2020,3,Week 35,291,255,36
week-35,male,65-69,2020,5,Week 35,365,397,-32
week-35,male,70-74,2020,4,Week 35,554,517,37
week-35,male,75-79,2020,8,Week 35,614,593,21
week-35,male,80-84,2020,15,Week 35,728,728,0
week-35,male,85-89,2020,9,Week 35,713,743,-30
week-35,male,90+,2020,11,Week 35,612,606,6
week-35,male,all-ages,2020,0,Week 35,0,0,0
week-36,female,00-04,2020,0,Week 36,11,22,-11
week-36,female,05-09,2020,0,Week 36,2,3,-1
week-36,female,10-14,2020,0,Week 36,0,2,-2
week-36,female,15-19,2020,0,Week 36,6,4,2
week-36,female,20-24,2020,0,Week 36,3,4,-1
week-36,female,25-29,2020,0,Week 36,6,11,-5
week-36,female,30-34,2020,0,Week 36,11,15,-4
week-36,female,35-39,2020,0,Week 36,28,20,8
week-36,female,40-44,2020,0,Week 36,41,36,5
week-36,female,45-49,2020,0,Week 36,49,57,-8
week-36,female,50-54,2020,2,Week 36,87,89,-2
week-36,female,55-59,2020,1,Week 36,150,125,25
week-36,female,60-64,2020,2,Week 36,147,176,-29
week-36,female,65-69,2020,3,Week 36,223,247,-24
week-36,female,70-74,2020,2,Week 36,350,368,-18
week-36,female,75-79,2020,1,Week 36,425,507,-82
week-36,female,80-84,2020,9,Week 36,614,690,-76
week-36,female,85-89,2020,3,Week 36,691,877,-186
week-36,female,90+,2020,9,Week 36,970,1225,-255
week-36,female,all-ages,2020,0,Week 36,0,0,0
week-36,male,00-04,2020,0,Week 36,21,25,-4
week-36,male,05-09,2020,0,Week 36,0,2,-2
week-36,male,10-14,2020,0,Week 36,5,3,2
week-36,male,15-19,2020,0,Week 36,1,11,-10
week-36,male,20-24,2020,0,Week 36,18,16,2
week-36,male,25-29,2020,0,Week 36,20,22,-2
week-36,male,30-34,2020,0,Week 36,24,25,-1
week-36,male,35-39,2020,0,Week 36,38,34,4
week-36,male,40-44,2020,0,Week 36,46,55,-9
week-36,male,45-49,2020,0,Week 36,88,90,-2
week-36,male,50-54,2020,2,Week 36,134,131,3
week-36,male,55-59,2020,2,Week 36,170,180,-10
week-36,male,60-64,2020,3,Week 36,196,247,-51
week-36,male,65-69,2020,3,Week 36,308,365,-57
week-36,male,70-74,2020,3,Week 36,496,542,-46
week-36,male,75-79,2020,12,Week 36,540,614,-74
week-36,male,80-84,2020,6,Week 36,654,743,-89
week-36,male,85-89,2020,8,Week 36,598,714,-116
week-36,male,90+,2020,7,Week 36,568,613,-45
week-36,male,all-ages,2020,0,Week 36,0,0,0
week-37,female,00-04,2020,0,Week 37,24,25,-1
week-37,female,05-09,2020,0,Week 37,0,2,-2
week-37,female,10-14,2020,0,Week 37,1,2,-1
week-37,female,15-19,2020,0,Week 37,7,5,2
week-37,female,20-24,2020,0,Week 37,9,6,3
week-37,female,25-29,2020,0,Week 37,9,11,-2
week-37,female,30-34,2020,0,Week 37,20,13,7
week-37,female,35-39,2020,1,Week 37,30,24,6
week-37,female,40-44,2020,0,Week 37,28,35,-7
week-37,female,45-49,2020,1,Week 37,49,56,-7
week-37,female,50-54,2020,0,Week 37,88,100,-12
week-37,female,55-59,2020,1,Week 37,137,127,10
week-37,female,60-64,2020,2,Week 37,167,177,-10
week-37,female,65-69,2020,4,Week 37,263,269,-6
week-37,female,70-74,2020,3,Week 37,470,385,85
week-37,female,75-79,2020,6,Week 37,565,498,67
week-37,female,80-84,2020,4,Week 37,756,681,75
week-37,female,85-89,2020,15,Week 37,851,910,-59
week-37,female,90+,2020,5,Week 37,1319,1203,116
week-37,female,all-ages,2020,0,Week 37,0,0,0
week-37,male,00-04,2020,0,Week 37,21,29,-8
week-37,male,05-09,2020,0,Week 37,5,2,3
week-37,male,10-14,2020,0,Week 37,2,2,0
week-37,male,15-19,2020,0,Week 37,8,7,1
week-37,male,20-24,2020,0,Week 37,18,16,2
week-37,male,25-29,2020,0,Week 37,26,21,5
week-37,male,30-34,2020,1,Week 37,33,29,4
week-37,male,35-39,2020,1,Week 37,48,36,12
week-37,male,40-44,2020,1,Week 37,67,49,18
week-37,male,45-49,2020,1,Week 37,87,89,-2
week-37,male,50-54,2020,1,Week 37,155,131,24
week-37,male,55-59,2020,0,Week 37,240,184,56
week-37,male,60-64,2020,3,Week 37,286,259,27
week-37,male,65-69,2020,6,Week 37,408,385,23
week-37,male,70-74,2020,7,Week 37,584,537,47
week-37,male,75-79,2020,9,Week 37,647,636,11
week-37,male,80-84,2020,9,Week 37,821,752,69
week-37,male,85-89,2020,8,Week 37,806,768,38
week-37,male,90+,2020,10,Week 37,756,652,104
week-37,male,all-ages,2020,0,Week 37,0,0,0
week-38,female,00-04,2020,0,Week 38,24,23,1
week-38,female,05-09,2020,0,Week 38,1,3,-2
week-38,female,10-14,2020,0,Week 38,4,1,3
week-38,female,15-19,2020,0,Week 38,6,4,2
week-38,female,20-24,2020,0,Week 38,8,5,3
week-38,female,25-29,2020,0,Week 38,5,11,-6
week-38,female,30-34,2020,0,Week 38,19,16,3
week-38,female,35-39,2020,0,Week 38,30,19,11
week-38,female,40-44,2020,1,Week 38,38,31,7
week-38,female,45-49,2020,1,Week 38,79,60,19
week-38,female,50-54,2020,1,Week 38,91,99,-8
week-38,female,55-59,2020,0,Week 38,139,130,9
week-38,female,60-64,2020,3,Week 38,197,171,26
week-38,female,65-69,2020,1,Week 38,230,272,-42
week-38,female,70-74,2020,8,Week 38,431,387,44
week-38,female,75-79,2020,4,Week 38,539,505,34
week-38,female,80-84,2020,9,Week 38,698,723,-25
week-38,female,85-89,2020,16,Week 38,850,900,-50
week-38,female,90+,2020,19,Week 38,1296,1256,40
week-38,female,all-ages,2020,0,Week 38,0,0,0
week-38,male,00-04,2020,0,Week 38,16,26,-10
week-38,male,05-09,2020,0,Week 38,3,3,0
week-38,male,10-14,2020,0,Week 38,3,2,1
week-38,male,15-19,2020,0,Week 38,9,6,3
week-38,male,20-24,2020,0,Week 38,27,16,11
week-38,male,25-29,2020,0,Week 38,16,21,-5
week-38,male,30-34,2020,2,Week 38,36,27,9
week-38,male,35-39,2020,1,Week 38,55,42,13
week-38,male,40-44,2020,0,Week 38,68,55,13
week-38,male,45-49,2020,0,Week 38,107,88,19
week-38,male,50-54,2020,1,Week 38,152,142,10
week-38,male,55-59,2020,3,Week 38,208,194,14
week-38,male,60-64,2020,4,Week 38,258,248,10
week-38,male,65-69,2020,5,Week 38,373,383,-10
week-38,male,70-74,2020,8,Week 38,576,529,47
week-38,male,75-79,2020,17,Week 38,677,607,70
week-38,male,80-84,2020,12,Week 38,830,774,56
week-38,male,85-89,2020,16,Week 38,758,763,-5
week-38,male,90+,2020,7,Week 38,665,646,19
week-38,male,all-ages,2020,0,Week 38,0,0,0
week-39,female,00-04,2020,0,Week 39,27,28,-1
week-39,female,05-09,2020,0,Week 39,1,2,-1
week-39,female,10-14,2020,0,Week 39,6,2,4
week-39,female,15-19,2020,0,Week 39,5,4,1
week-39,female,20-24,2020,0,Week 39,7,7,0
week-39,female,25-29,2020,0,Week 39,12,9,3
week-39,female,30-34,2020,0,Week 39,22,15,7
week-39,female,35-39,2020,1,Week 39,22,25,-3
week-39,female,40-44,2020,0,Week 39,40,36,4
week-39,female,45-49,2020,1,Week 39,63,58,5
week-39,female,50-54,2020,2,Week 39,86,100,-14
week-39,female,55-59,2020,3,Week 39,131,132,-1
week-39,female,60-64,2020,3,Week 39,209,179,30
week-39,female,65-69,2020,5,Week 39,255,262,-7
week-39,female,70-74,2020,4,Week 39,387,408,-21
week-39,female,75-79,2020,15,Week 39,545,513,32
week-39,female,80-84,2020,11,Week 39,730,747,-17
week-39,female,85-89,2020,15,Week 39,905,927,-22
week-39,female,90+,2020,24,Week 39,1264,1307,-43
week-39,female,all-ages,2020,0,Week 39,0,0,0
week-39,male,00-04,2020,0,Week 39,25,34,-9
week-39,male,05-09,2020,0,Week 39,2,2,0
week-39,male,10-14,2020,0,Week 39,1,3,-2
week-39,male,15-19,2020,0,Week 39,8,7,1
week-39,male,20-24,2020,0,Week 39,18,14,4
week-39,male,25-29,2020,0,Week 39,24,19,5
week-39,male,30-34,2020,0,Week 39,32,26,6
week-39,male,35-39,2020,0,Week 39,40,42,-2
week-39,male,40-44,2020,2,Week 39,84,52,32
week-39,male,45-49,2020,0,Week 39,88,88,0
week-39,male,50-54,2020,5,Week 39,147,134,13
week-39,male,55-59,2020,4,Week 39,223,188,35
week-39,male,60-64,2020,8,Week 39,306,252,54
week-39,male,65-69,2020,8,Week 39,364,389,-25
week-39,male,70-74,2020,16,Week 39,616,539,77
week-39,male,75-79,2020,12,Week 39,680,642,38
week-39,male,80-84,2020,29,Week 39,820,790,30
week-39,male,85-89,2020,23,Week 39,786,775,11
week-39,male,90+,2020,24,Week 39,653,668,-15
week-39,male,all-ages,2020,0,Week 39,0,0,0
week-4,female,00-04,2020,0,Week 4,28,29,-1
week-4,female,00-04,2021,0,Week 4,26,29,-3
week-4,female,05-09,2020,0,Week 4,0,2,-2
week-4,female,05-09,2021,0,Week 4,3,2,1
week-4,female,10-14,2020,0,Week 4,4,2,2
week-4,female,10-14,2021,0,Week 4,2,2,0
week-4,female,15-19,2020,0,Week 4,1,3,-2
week-4,female,15-19,2021,0,Week 4,8,3,5
week-4,female,20-24,2020,0,Week 4,7,7,0
week-4,female,20-24,2021,0,Week 4,8,7,1
week-4,female,25-29,2020,0,Week 4,5,11,-6
week-4,female,25-29,2021,3,Week 4,21,11,10
week-4,female,30-34,2020,0,Week 4,16,16,0
week-4,female,30-34,2021,7,Week 4,22,16,6
week-4,female,35-39,2020,0,Week 4,34,23,11
week-4,female,35-39,2021,10,Week 4,39,23,16
week-4,female,40-44,2020,0,Week 4,37,35,2
week-4,female,40-44,2021,15,Week 4,52,35,17
week-4,female,45-49,2020,0,Week 4,70,70,0
week-4,female,45-49,2021,26,Week 4,86,70,16
week-4,female,50-54,2020,0,Week 4,99,100,-1
week-4,female,50-54,2021,69,Week 4,167,100,67
week-4,female,55-59,2020,0,Week 4,166,146,20
week-4,female,55-59,2021,94,Week 4,231,146,85
week-4,female,60-64,2020,0,Week 4,201,210,-9
week-4,female,60-64,2021,135,Week 4,328,210,118
week-4,female,65-69,2020,0,Week 4,309,326,-17
week-4,female,65-69,2021,193,Week 4,414,326,88
week-4,female,70-74,2020,0,Week 4,504,467,37
week-4,female,70-74,2021,327,Week 4,732,467,265
week-4,female,75-79,2020,0,Week 4,655,629,26
week-4,female,75-79,2021,419,Week 4,982,629,353
week-4,female,80-84,2020,0,Week 4,912,984,-72
week-4,female,80-84,2021,688,Week 4,1502,984,518
week-4,female,85-89,2020,0,Week 4,1174,1310,-136
week-4,female,85-89,2021,847,Week 4,1795,1310,485
week-4,female,90+,2020,0,Week 4,1716,1937,-221
week-4,female,90+,2021,1245,Week 4,2703,1937,766
week-4,female,all-ages,2020,0,Week 4,0,0,0
week-4,female,all-ages,2021,0,Week 4,0,0,0
week-4,male,00-04,2020,0,Week 4,34,33,1
week-4,male,00-04,2021,0,Week 4,42,33,9
week-4,male,05-09,2020,0,Week 4,4,3,1
week-4,male,05-09,2021,0,Week 4,5,3,2
week-4,male,10-14,2020,0,Week 4,4,3,1
week-4,male,10-14,2021,0,Week 4,0,3,-3
week-4,male,15-19,2020,0,Week 4,14,10,4
week-4,male,15-19,2021,0,Week 4,10,10,0
week-4,male,20-24,2020,0,Week 4,23,20,3
week-4,male,20-24,2021,1,Week 4,17,20,-3
week-4,male,25-29,2020,0,Week 4,31,21,10
week-4,male,25-29,2021,1,Week 4,30,21,9
week-4,male,30-34,2020,0,Week 4,22,30,-8
week-4,male,30-34,2021,12,Week 4,36,30,6
week-4,male,35-39,2020,0,Week 4,45,48,-3
week-4,male,35-39,2021,21,Week 4,67,48,19
week-4,male,40-44,2020,0,Week 4,79,65,14
week-4,male,40-44,2021,27,Week 4,90,65,25
week-4,male,45-49,2020,0,Week 4,90,107,-17
week-4,male,45-49,2021,56,Week 4,155,107,48
week-4,male,50-54,2020,0,Week 4,181,161,20
week-4,male,50-54,2021,102,Week 4,278,161,117
week-4,male,55-59,2020,0,Week 4,215,216,-1
week-4,male,55-59,2021,167,Week 4,363,216,147
week-4,male,60-64,2020,0,Week 4,334,296,38
week-4,male,60-64,2021,243,Week 4,535,296,239
week-4,male,65-69,2020,0,Week 4,482,448,34
week-4,male,65-69,2021,296,Week 4,677,448,229
week-4,male,70-74,2020,0,Week 4,663,644,19
week-4,male,70-74,2021,493,Week 4,1111,644,467
week-4,male,75-79,2020,0,Week 4,819,800,19
week-4,male,75-79,2021,612,Week 4,1231,800,431
week-4,male,80-84,2020,0,Week 4,951,1004,-53
week-4,male,80-84,2021,780,Week 4,1555,1004,551
week-4,male,85-89,2020,0,Week 4,1014,1036,-22
week-4,male,85-89,2021,784,Week 4,1562,1036,526
week-4,male,90+,2020,0,Week 4,910,935,-25
week-4,male,90+,2021,760,Week 4,1563,935,628
week-4,male,all-ages,2020,0,Week 4,0,0,0
week-4,male,all-ages,2021,0,Week 4,0,0,0
week-40,female,00-04,2020,0,Week 40,20,27,-7
week-40,female,05-09,2020,0,Week 40,0,3,-3
week-40,female,10-14,2020,0,Week 40,4,2,2
week-40,female,15-19,2020,0,Week 40,3,6,-3
week-40,female,20-24,2020,0,Week 40,7,6,1
week-40,female,25-29,2020,0,Week 40,12,8,4
week-40,female,30-34,2020,0,Week 40,18,16,2
week-40,female,35-39,2020,0,Week 40,29,20,9
week-40,female,40-44,2020,0,Week 40,35,40,-5
week-40,female,45-49,2020,2,Week 40,76,59,17
week-40,female,50-54,2020,1,Week 40,100,86,14
week-40,female,55-59,2020,5,Week 40,140,132,8
week-40,female,60-64,2020,7,Week 40,203,172,31
week-40,female,65-69,2020,10,Week 40,249,279,-30
week-40,female,70-74,2020,14,Week 40,432,400,32
week-40,female,75-79,2020,15,Week 40,552,506,46
week-40,female,80-84,2020,30,Week 40,775,741,34
week-40,female,85-89,2020,22,Week 40,897,933,-36
week-40,female,90+,2020,30,Week 40,1312,1316,-4
week-40,female,all-ages,2020,0,Week 40,0,0,0
week-40,male,00-04,2020,0,Week 40,30,31,-1
week-40,male,05-09,2020,0,Week 40,3,3,0
week-40,male,10-14,2020,0,Week 40,6,2,4
week-40,male,15-19,2020,0,Week 40,9,12,-3
week-40,male,20-24,2020,0,Week 40,14,18,-4
week-40,male,25-29,2020,0,Week 40,19,24,-5
week-40,male,30-34,2020,0,Week 40,30,31,-1
week-40,male,35-39,2020,1,Week 40,42,35,7
week-40,male,40-44,2020,2,Week 40,61,58,3
week-40,male,45-49,2020,2,Week 40,111,88,23
week-40,male,50-54,2020,1,Week 40,138,142,-4
week-40,male,55-59,2020,5,Week 40,209,187,22
week-40,male,60-64,2020,4,Week 40,280,245,35
week-40,male,65-69,2020,12,Week 40,409,399,10
week-40,male,70-74,2020,25,Week 40,615,557,58
week-40,male,75-79,2020,33,Week 40,739,672,67
week-40,male,80-84,2020,32,Week 40,856,789,67
week-40,male,85-89,2020,35,Week 40,790,779,11
week-40,male,90+,2020,33,Week 40,720,681,39
week-40,male,all-ages,2020,0,Week 40,0,0,0
week-41,female,00-04,2020,0,Week 41,19,29,-10
week-41,female,05-09,2020,0,Week 41,0,1,-1
week-41,female,10-14,2020,0,Week 41,3,3,0
week-41,female,15-19,2020,0,Week 41,5,5,0
week-41,female,20-24,2020,0,Week 41,7,6,1
week-41,female,25-29,2020,0,Week 41,7,10,-3
week-41,female,30-34,2020,0,Week 41,21,13,8
week-41,female,35-39,2020,0,Week 41,23,21,2
week-41,female,40-44,2020,1,Week 41,35,37,-2
week-41,female,45-49,2020,2,Week 41,61,58,3
week-41,female,50-54,2020,3,Week 41,99,92,7
week-41,female,55-59,2020,3,Week 41,141,135,6
week-41,female,60-64,2020,3,Week 41,199,174,25
week-41,female,65-69,2020,11,Week 41,245,276,-31
week-41,female,70-74,2020,15,Week 41,468,398,70
week-41,female,75-79,2020,23,Week 41,524,532,-8
week-41,female,80-84,2020,38,Week 41,710,787,-77
week-41,female,85-89,2020,37,Week 41,935,982,-47
week-41,female,90+,2020,45,Week 41,1347,1385,-38
week-41,female,all-ages,2020,0,Week 41,0,0,0
week-41,male,00-04,2020,0,Week 41,32,31,1
week-41,male,05-09,2020,0,Week 41,5,2,3
week-41,male,10-14,2020,0,Week 41,3,4,-1
week-41,male,15-19,2020,0,Week 41,7,10,-3
week-41,male,20-24,2020,0,Week 41,24,19,5
week-41,male,25-29,2020,1,Week 41,24,19,5
week-41,male,30-34,2020,2,Week 41,32,25,7
week-41,male,35-39,2020,0,Week 41,46,41,5
week-41,male,40-44,2020,1,Week 41,61,55,6
week-41,male,45-49,2020,3,Week 41,94,92,2
week-41,male,50-54,2020,4,Week 41,162,142,20
week-41,male,55-59,2020,8,Week 41,210,197,13
week-41,male,60-64,2020,15,Week 41,265,261,4
week-41,male,65-69,2020,23,Week 41,378,390,-12
week-41,male,70-74,2020,33,Week 41,573,565,8
week-41,male,75-79,2020,47,Week 41,720,665,55
week-41,male,80-84,2020,55,Week 41,880,816,64
week-41,male,85-89,2020,43,Week 41,847,814,33
week-41,male,90+,2020,22,Week 41,742,699,43
week-41,male,all-ages,2020,0,Week 41,0,0,0
week-42,female,00-04,2020,0,Week 42,22,23,-1
week-42,female,05-09,2020,0,Week 42,1,3,-2
week-42,female,10-14,2020,0,Week 42,0,2,-2
week-42,female,15-19,2020,0,Week 42,7,4,3
week-42,female,20-24,2020,0,Week 42,3,8,-5
week-42,female,25-29,2020,0,Week 42,10,9,1
week-42,female,30-34,2020,1,Week 42,23,15,8
week-42,female,35-39,2020,1,Week 42,26,23,3
week-42,female,40-44,2020,3,Week 42,36,39,-3
week-42,female,45-49,2020,0,Week 42,56,54,2
week-42,female,50-54,2020,3,Week 42,124,94,30
week-42,female,55-59,2020,3,Week 42,137,127,10
week-42,female,60-64,2020,10,Week 42,225,186,39
week-42,female,65-69,2020,14,Week 42,261,267,-6
week-42,female,70-74,2020,24,Week 42,487,409,78
week-42,female,75-79,2020,41,Week 42,625,529,96
week-42,female,80-84,2020,57,Week 42,788,763,25
week-42,female,85-89,2020,52,Week 42,983,989,-6
week-42,female,90+,2020,73,Week 42,1452,1411,41
week-42,female,all-ages,2020,0,Week 42,0,0,0
week-42,male,00-04,2020,0,Week 42,25,32,-7
week-42,male,05-09,2020,0,Week 42,3,2,1
week-42,male,10-14,2020,0,Week 42,3,4,-1
week-42,male,15-19,2020,0,Week 42,8,10,-2
week-42,male,20-24,2020,1,Week 42,14,17,-3
week-42,male,25-29,2020,0,Week 42,18,22,-4
week-42,male,30-34,2020,1,Week 42,44,23,21
week-42,male,35-39,2020,0,Week 42,47,39,8
week-42,male,40-44,2020,2,Week 42,60,57,3
week-42,male,45-49,2020,3,Week 42,109,93,16
week-42,male,50-54,2020,6,Week 42,143,137,6
week-42,male,55-59,2020,9,Week 42,227,180,47
week-42,male,60-64,2020,14,Week 42,310,265,45
week-42,male,65-69,2020,25,Week 42,364,397,-33
week-42,male,70-74,2020,50,Week 42,610,543,67
week-42,male,75-79,2020,67,Week 42,783,666,117
week-42,male,80-84,2020,82,Week 42,826,844,-18
week-42,male,85-89,2020,69,Week 42,913,814,99
week-42,male,90+,2020,59,Week 42,761,716,45
week-42,male,all-ages,2020,0,Week 42,0,0,0
week-43,female,00-04,2020,0,Week 43,12,27,-15
week-43,female,05-09,2020,0,Week 43,2,3,-1
week-43,female,10-14,2020,0,Week 43,4,2,2
week-43,female,15-19,2020,0,Week 43,8,3,5
week-43,female,20-24,2020,0,Week 43,7,6,1
week-43,female,25-29,2020,0,Week 43,12,9,3
week-43,female,30-34,2020,1,Week 43,15,14,1
week-43,female,35-39,2020,1,Week 43,30,23,7
week-43,female,40-44,2020,1,Week 43,51,32,19
week-43,female,45-49,2020,3,Week 43,64,62,2
week-43,female,50-54,2020,4,Week 43,108,99,9
week-43,female,55-59,2020,9,Week 43,150,131,19
week-43,female,60-64,2020,13,Week 43,196,183,13
week-43,female,65-69,2020,21,Week 43,310,280,30
week-43,female,70-74,2020,38,Week 43,480,403,77
week-43,female,75-79,2020,58,Week 43,624,533,91
week-43,female,80-84,2020,77,Week 43,842,793,49
week-43,female,85-89,2020,78,Week 43,993,998,-5
week-43,female,90+,2020,107,Week 43,1421,1339,82
week-43,female,all-ages,2020,0,Week 43,0,0,0
week-43,male,00-04,2020,0,Week 43,24,34,-10
week-43,male,05-09,2020,0,Week 43,5,3,2
week-43,male,10-14,2020,0,Week 43,1,3,-2
week-43,male,15-19,2020,0,Week 43,6,9,-3
week-43,male,20-24,2020,0,Week 43,15,15,0
week-43,male,25-29,2020,0,Week 43,21,21,0
week-43,male,30-34,2020,2,Week 43,36,25,11
week-43,male,35-39,2020,2,Week 43,56,37,19
week-43,male,40-44,2020,2,Week 43,70,55,15
week-43,male,45-49,2020,7,Week 43,110,88,22
week-43,male,50-54,2020,6,Week 43,152,141,11
week-43,male,55-59,2020,17,Week 43,251,194,57
week-43,male,60-64,2020,28,Week 43,299,266,33
week-43,male,65-69,2020,41,Week 43,370,398,-28
week-43,male,70-74,2020,72,Week 43,676,553,123
week-43,male,75-79,2020,99,Week 43,752,655,97
week-43,male,80-84,2020,110,Week 43,904,808,96
week-43,male,85-89,2020,110,Week 43,885,822,63
week-43,male,90+,2020,71,Week 43,777,715,62
week-43,male,all-ages,2020,0,Week 43,0,0,0
week-44,female,00-04,2020,0,Week 44,17,27,-10
week-44,female,05-09,2020,0,Week 44,0,2,-2
week-44,female,10-14,2020,0,Week 44,2,2,0
week-44,female,15-19,2020,0,Week 44,5,3,2
week-44,female,20-24,2020,0,Week 44,3,7,-4
week-44,female,25-29,2020,0,Week 44,9,6,3
week-44,female,30-34,2020,1,Week 44,19,17,2
week-44,female,35-39,2020,3,Week 44,36,27,9
week-44,female,40-44,2020,3,Week 44,35,33,2
week-44,female,45-49,2020,2,Week 44,62,61,1
week-44,female,50-54,2020,7,Week 44,93,97,-4
week-44,female,55-59,2020,11,Week 44,161,146,15
week-44,female,60-64,2020,12,Week 44,212,182,30
week-44,female,65-69,2020,34,Week 44,295,281,14
week-44,female,70-74,2020,41,Week 44,455,402,53
week-44,female,75-79,2020,80,Week 44,637,537,100
week-44,female,80-84,2020,118,Week 44,865,780,85
week-44,female,85-89,2020,129,Week 44,1009,1035,-26
week-44,female,90+,2020,149,Week 44,1409,1444,-35
week-44,female,all-ages,2020,0,Week 44,0,0,0
week-44,male,00-04,2020,0,Week 44,20,32,-12
week-44,male,05-09,2020,0,Week 44,2,3,-1
week-44,male,10-14,2020,0,Week 44,3,4,-1
week-44,male,15-19,2020,0,Week 44,10,10,0
week-44,male,20-24,2020,0,Week 44,20,13,7
week-44,male,25-29,2020,1,Week 44,30,21,9
week-44,male,30-34,2020,0,Week 44,29,27,2
week-44,male,35-39,2020,1,Week 44,60,37,23
week-44,male,40-44,2020,3,Week 44,67,57,10
week-44,male,45-49,2020,7,Week 44,98,90,8
week-44,male,50-54,2020,14,Week 44,178,142,36
week-44,male,55-59,2020,20,Week 44,250,188,62
week-44,male,60-64,2020,34,Week 44,301,270,31
week-44,male,65-69,2020,65,Week 44,414,412,2
week-44,male,70-74,2020,97,Week 44,681,578,103
week-44,male,75-79,2020,144,Week 44,767,681,86
week-44,male,80-84,2020,141,Week 44,893,844,49
week-44,male,85-89,2020,152,Week 44,927,827,100
week-44,male,90+,2020,110,Week 44,813,724,89
week-44,male,all-ages,2020,0,Week 44,0,0,0
week-45,female,00-04,2020,0,Week 45,18,27,-9
week-45,female,05-09,2020,0,Week 45,2,3,-1
week-45,female,10-14,2020,0,Week 45,2,3,-1
week-45,female,15-19,2020,0,Week 45,5,6,-1
week-45,female,20-24,2020,0,Week 45,5,5,0
week-45,female,25-29,2020,1,Week 45,13,8,5
week-45,female,30-34,2020,0,Week 45,18,15,3
week-45,female,35-39,2020,0,Week 45,29,24,5
week-45,female,40-44,2020,2,Week 45,50,33,17
week-45,female,45-49,2020,8,Week 45,67,63,4
week-45,female,50-54,2020,18,Week 45,105,102,3
week-45,female,55-59,2020,19,Week 45,162,141,21
week-45,female,60-64,2020,24,Week 45,207,190,17
week-45,female,65-69,2020,34,Week 45,302,272,30
week-45,female,70-74,2020,77,Week 45,513,413,100
week-45,female,75-79,2020,115,Week 45,674,550,124
week-45,female,80-84,2020,166,Week 45,913,810,103
week-45,female,85-89,2020,160,Week 45,1082,1018,64
week-45,female,90+,2020,225,Week 45,1624,1460,164
week-45,female,all-ages,2020,0,Week 45,0,0,0
week-45,male,00-04,2020,0,Week 45,31,30,1
week-45,male,05-09,2020,0,Week 45,0,3,-3
week-45,male,10-14,2020,0,Week 45,2,2,0
week-45,male,15-19,2020,0,Week 45,7,10,-3
week-45,male,20-24,2020,1,Week 45,15,14,1
week-45,male,25-29,2020,2,Week 45,22,17,5
week-45,male,30-34,2020,0,Week 45,29,26,3
week-45,male,35-39,2020,1,Week 45,56,38,18
week-45,male,40-44,2020,3,Week 45,77,54,23
week-45,male,45-49,2020,10,Week 45,88,87,1
week-45,male,50-54,2020,13,Week 45,162,135,27
week-45,male,55-59,2020,28,Week 45,240,194,46
week-45,male,60-64,2020,57,Week 45,353,277,76
week-45,male,65-69,2020,73,Week 45,439,420,19
week-45,male,70-74,2020,117,Week 45,717,582,135
week-45,male,75-79,2020,170,Week 45,845,680,165
week-45,male,80-84,2020,255,Week 45,1070,853,217
week-45,male,85-89,2020,198,Week 45,979,847,132
week-45,male,90+,2020,160,Week 45,889,750,139
week-45,male,all-ages,2020,0,Week 45,0,0,0
week-46,female,00-04,2020,0,Week 46,30,26,4
week-46,female,05-09,2020,0,Week 46,1,4,-3
week-46,female,10-14,2020,0,Week 46,1,3,-2
week-46,female,15-19,2020,0,Week 46,3,6,-3
week-46,female,20-24,2020,2,Week 46,8,6,2
week-46,female,25-29,2020,1,Week 46,10,8,2
week-46,female,30-34,2020,2,Week 46,19,14,5
week-46,female,35-39,2020,2,Week 46,33,24,9
week-46,female,40-44,2020,6,Week 46,47,30,17
week-46,female,45-49,2020,8,Week 46,63,65,-2
week-46,female,50-54,2020,12,Week 46,129,102,27
week-46,female,55-59,2020,22,Week 46,155,141,14
week-46,female,60-64,2020,40,Week 46,243,191,52
week-46,female,65-69,2020,54,Week 46,301,276,25
week-46,female,70-74,2020,91,Week 46,480,403,77
week-46,female,75-79,2020,125,Week 46,653,551,102
week-46,female,80-84,2020,194,Week 46,948,788,160
week-46,female,85-89,2020,271,Week 46,1183,1038,145
week-46,female,90+,2020,283,Week 46,1608,1461,147
week-46,female,all-ages,2020,0,Week 46,0,0,0
week-46,male,00-04,2020,0,Week 46,23,32,-9
week-46,male,05-09,2020,0,Week 46,6,3,3
week-46,male,10-14,2020,0,Week 46,2,4,-2
week-46,male,15-19,2020,0,Week 46,4,7,-3
