X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04003636891938711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04003636891938711,0.040032087014236745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04003636891938711,0.040032087014236745,0.04002061352478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04003636891938711,0.040032087014236745,0.04002061352478673,0.040047992409746144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04003636891938711,0.040032087014236745,0.04002061352478673,0.040047992409746144,0.040115977607660266,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08824837515247964,0.040032087014236745,0.04002061352478673,0.040047992409746144,0.040115977607660266,0.0406973059321501,0,0,0,0,0,0,0,0,0,0,0,0
