0years,1years,2years,3years,4years,5years,6years,7years,8years,9years,10years,11years,12years,13years,14years,15years,16years,17years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0.0155776123518059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0.0155776123518059,0.015967217747633176,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0.0155776123518059,0.015967217747633176,0.0012843152994060042,0,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0.0155776123518059,0.015967217747633176,0.0012843152994060042,0.0013160059220266491,0,0,0,0,0,0,0,0,0,0,0
0.014796386015451093,0.014901753923249373,0.015184090298306906,0.0155776123518059,0.015967217747633176,0.0012843152994060042,0.0013160059220266491,0.0013458950201884253,0,0,0,0,0,0,0,0,0,0
