"","age","gender","deaths"
"1","0-9","Female",0
"2","10-19","Female",0
"3","20-29","Female",91
"4","30-39","Female",958
"5","40-49","Female",1109
"6","50-59","Female",4855
"7","60-69","Female",6482
"8","70-79","Female",4675
"9","80+","Female",3354
"10","0-9","Male",0
"11","10-19","Male",0
"12","20-29","Male",195
"13","30-39","Male",2293
"14","40-49","Male",2794
"15","50-59","Male",11470
"16","60-69","Male",14876
"17","70-79","Male",10706
"18","80+","Male",7781
