country,year,age,gender,value,pop,fertility_rate
Spain,2002,15-19,Male,3864,1191,3.2443324937027707
Spain,2002,20-24,Male,24362,1433,17.000697836706212
Spain,2002,25-29,Male,78924,1864,42.3412017167382
Spain,2002,30-34,Male,174568,2073,84.21032320308731
Spain,2002,35-39,Male,136466,1976,69.06174089068826
Spain,2002,40-44,Male,47775,1850,25.824324324324323
Spain,2002,45-49,Male,12855,1677,7.665474060822898
Spain,2002,50-54,Male,3290,1404,2.343304843304843
Spain,2002,55-59,Male,1041,1242,0.8381642512077294
Spain,2002,60-64,Male,269,1113,0.2416891284815813
Spain,2002,65+,Male,115,3222,0.03569211669770329
Spain,2003,15-19,Male,3864,1191,3.2443324937027707
Spain,2003,20-24,Male,24362,1433,17.000697836706212
Spain,2003,25-29,Male,78924,1864,42.3412017167382
Spain,2003,30-34,Male,174568,2073,84.21032320308731
Spain,2003,35-39,Male,136466,1976,69.06174089068826
Spain,2003,40-44,Male,47775,1850,25.824324324324323
Spain,2003,45-49,Male,12855,1677,7.665474060822898
Spain,2003,50-54,Male,3290,1404,2.343304843304843
Spain,2003,55-59,Male,1041,1242,0.8381642512077294
Spain,2003,60-64,Male,269,1113,0.2416891284815813
Spain,2003,65+,Male,115,3222,0.03569211669770329
Spain,2004,15-19,Male,3864,1191,3.2443324937027707
Spain,2004,20-24,Male,24362,1433,17.000697836706212
Spain,2004,25-29,Male,78924,1864,42.3412017167382
Spain,2004,30-34,Male,174568,2073,84.21032320308731
Spain,2004,35-39,Male,136466,1976,69.06174089068826
Spain,2004,40-44,Male,47775,1850,25.824324324324323
Spain,2004,45-49,Male,12855,1677,7.665474060822898
Spain,2004,50-54,Male,3290,1404,2.343304843304843
Spain,2004,55-59,Male,1041,1242,0.8381642512077294
Spain,2004,60-64,Male,269,1113,0.2416891284815813
Spain,2004,65+,Male,115,3222,0.03569211669770329
Spain,2005,15-19,Male,3864,1191,3.2443324937027707
Spain,2005,20-24,Male,24362,1433,17.000697836706212
Spain,2005,25-29,Male,78924,1864,42.3412017167382
Spain,2005,30-34,Male,174568,2073,84.21032320308731
Spain,2005,35-39,Male,136466,1976,69.06174089068826
Spain,2005,40-44,Male,47775,1850,25.824324324324323
Spain,2005,45-49,Male,12855,1677,7.665474060822898
Spain,2005,50-54,Male,3290,1404,2.343304843304843
Spain,2005,55-59,Male,1041,1242,0.8381642512077294
Spain,2005,60-64,Male,269,1113,0.2416891284815813
Spain,2005,65+,Male,115,3222,0.03569211669770329
Spain,2006,15-19,Male,3864,1191,3.2443324937027707
Spain,2006,20-24,Male,24362,1433,17.000697836706212
Spain,2006,25-29,Male,78924,1864,42.3412017167382
Spain,2006,30-34,Male,174568,2073,84.21032320308731
Spain,2006,35-39,Male,136466,1976,69.06174089068826
Spain,2006,40-44,Male,47775,1850,25.824324324324323
Spain,2006,45-49,Male,12855,1677,7.665474060822898
Spain,2006,50-54,Male,3290,1404,2.343304843304843
Spain,2006,55-59,Male,1041,1242,0.8381642512077294
Spain,2006,60-64,Male,269,1113,0.2416891284815813
Spain,2006,65+,Male,115,3222,0.03569211669770329
Spain,2007,15-19,Male,3864,1191,3.2443324937027707
Spain,2007,20-24,Male,24362,1433,17.000697836706212
Spain,2007,25-29,Male,78924,1864,42.3412017167382
Spain,2007,30-34,Male,174568,2073,84.21032320308731
Spain,2007,35-39,Male,136466,1976,69.06174089068826
Spain,2007,40-44,Male,47775,1850,25.824324324324323
Spain,2007,45-49,Male,12855,1677,7.665474060822898
Spain,2007,50-54,Male,3290,1404,2.343304843304843
Spain,2007,55-59,Male,1041,1242,0.8381642512077294
Spain,2007,60-64,Male,269,1113,0.2416891284815813
Spain,2007,65+,Male,115,3222,0.03569211669770329
Spain,2008,15-19,Male,3410,1189,2.8679562657695543
Spain,2008,20-24,Male,22376,1374,16.28529839883552
Spain,2008,25-29,Male,71181,1775,40.10197183098592
Spain,2008,30-34,Male,170530,2138,79.76145930776427
Spain,2008,35-39,Male,145937,2077,70.26336061627347
Spain,2008,40-44,Male,52883,1901,27.818516570226198
Spain,2008,45-49,Male,14215,1759,8.081296191017623
Spain,2008,50-54,Male,3856,1500,2.570666666666667
Spain,2008,55-59,Male,1197,1257,0.9522673031026253
Spain,2008,60-64,Male,353,1168,0.3022260273972603
Spain,2008,65+,Male,83,3354,0.024746571258199165
Spain,2009,15-19,Male,3410,1189,2.8679562657695543
