Period,age,fertility_rate,country,gender,date
2010-2015,30-34,91.67069818581638,Spain,Female,2013
2010-2015,30-34,91.23451071221771,Spain,Female,2014
2015-2020,30-34,90.28998778998779,Spain,Female,2015
2015-2020,30-34,90.08322663252241,Spain,Female,2016
2015-2020,30-34,90.57459677419355,Spain,Female,2017
2015-2020,30-34,90.51551480959097,Spain,Female,2018
2015-2020,30-34,90.18952802359883,Spain,Female,2019
2000-2005,35-39,47.951575262543756,Spain,Female,2003
2000-2005,35-39,47.99371428571428,Spain,Female,2004
2005-2010,35-39,60.77802565532627,Spain,Female,2005
2005-2010,35-39,60.879934210526315,Spain,Female,2006
2005-2010,35-39,60.83100107642626,Spain,Female,2007
2005-2010,35-39,61.28021108179419,Spain,Female,2008
2005-2010,35-39,60.836269430051814,Spain,Female,2009
2010-2015,35-39,62.478105906313644,Spain,Female,2010
2010-2015,35-39,62.53548062405637,Spain,Female,2011
2010-2015,35-39,62.73678963110668,Spain,Female,2012
2010-2015,35-39,62.320754716981135,Spain,Female,2013
2010-2015,35-39,62.5499001996008,Spain,Female,2014
2015-2020,35-39,68.40872210953347,Spain,Female,2015
2015-2020,35-39,68.72995344024832,Spain,Female,2016
2015-2020,35-39,68.95197438633939,Spain,Female,2017
2015-2020,35-39,68.92670738478623,Spain,Female,2018
2015-2020,35-39,68.66860127684272,Spain,Female,2019
2000-2005,40-44,7.9378806333739345,Spain,Female,2003
2000-2005,40-44,7.881656804733728,Spain,Female,2004
2005-2010,40-44,11.17741935483871,Spain,Female,2005
2005-2010,40-44,11.247451868629671,Spain,Female,2006
2005-2010,40-44,11.375977653631285,Spain,Female,2007
2005-2010,40-44,11.33849557522124,Spain,Female,2008
2005-2010,40-44,11.280701754385966,Spain,Female,2009
2010-2015,40-44,14.17925040738729,Spain,Female,2010
2010-2015,40-44,14.05752688172043,Spain,Female,2011
2010-2015,40-44,14.080894092602447,Spain,Female,2012
2010-2015,40-44,13.9847127042699,Spain,Female,2013
2010-2015,40-44,13.923197492163009,Spain,Female,2014
2015-2020,40-44,17.472783825816485,Spain,Female,2015
2015-2020,40-44,17.454918032786885,Spain,Female,2016
2015-2020,40-44,17.40101265822785,Spain,Female,2017
2015-2020,40-44,17.52435961828227,Spain,Female,2018
2015-2020,40-44,17.397390868038134,Spain,Female,2019
2000-2005,45-49,0.4186851211072664,Spain,Female,2003
2000-2005,45-49,0.4056915949702184,Spain,Female,2004
2005-2010,45-49,0.795425667090216,Spain,Female,2005
2005-2010,45-49,0.7974058060531192,Spain,Female,2006
2005-2010,45-49,0.7584134615384616,Spain,Female,2007
2005-2010,45-49,0.7667057444314185,Spain,Female,2008
2005-2010,45-49,0.7607573149741824,Spain,Female,2009
2010-2015,45-49,0.8933408577878104,Spain,Female,2010
2010-2015,45-49,0.9414715719063546,Spain,Female,2011
2010-2015,45-49,0.9235033259423503,Spain,Female,2012
2010-2015,45-49,0.9091412742382271,Spain,Female,2013
2010-2015,45-49,0.9529607083563918,Spain,Female,2014
2015-2020,45-49,1.2585446527012127,Spain,Female,2015
2015-2020,45-49,1.2359366466411796,Spain,Female,2016
2015-2020,45-49,1.2510799136069115,Spain,Female,2017
2015-2020,45-49,1.2681236673773988,Spain,Female,2018
2015-2020,45-49,1.2440820620725934,Spain,Female,2019
