Period,age,fertility_rate,country,gender,date
2000-2005,40-44,9.273,Italy,Female,2004
2005-2010,40-44,12.599,Italy,Female,2005
2005-2010,40-44,12.599,Italy,Female,2006
2005-2010,40-44,12.599,Italy,Female,2007
2005-2010,40-44,12.599,Italy,Female,2008
2005-2010,40-44,12.599,Italy,Female,2009
2010-2015,40-44,15.588,Italy,Female,2010
2010-2015,40-44,15.588,Italy,Female,2011
2010-2015,40-44,15.588,Italy,Female,2012
2010-2015,40-44,15.588,Italy,Female,2013
2010-2015,40-44,15.588,Italy,Female,2014
2015-2020,40-44,16.163,Italy,Female,2015
2015-2020,40-44,16.163,Italy,Female,2016
2015-2020,40-44,16.163,Italy,Female,2017
2015-2020,40-44,16.163,Italy,Female,2018
2015-2020,40-44,16.163,Italy,Female,2019
2000-2005,45-49,0.404,Italy,Female,2003
2000-2005,45-49,0.404,Italy,Female,2004
2005-2010,45-49,0.652,Italy,Female,2005
2005-2010,45-49,0.652,Italy,Female,2006
2005-2010,45-49,0.652,Italy,Female,2007
2005-2010,45-49,0.652,Italy,Female,2008
2005-2010,45-49,0.652,Italy,Female,2009
2010-2015,45-49,1.14,Italy,Female,2010
2010-2015,45-49,1.14,Italy,Female,2011
2010-2015,45-49,1.14,Italy,Female,2012
2010-2015,45-49,1.14,Italy,Female,2013
2010-2015,45-49,1.14,Italy,Female,2014
2015-2020,45-49,1.396,Italy,Female,2015
2015-2020,45-49,1.396,Italy,Female,2016
2015-2020,45-49,1.396,Italy,Female,2017
2015-2020,45-49,1.396,Italy,Female,2018
2015-2020,45-49,1.396,Italy,Female,2019
