0 years,1 years,2 years,3 years,4 years,5 years,6 years,7 years,8 years,9 years,10 years,11 years,12 years,13 years,14 years,15 years,16 years,17 years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005224216867469879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005224216867469879,0.005224601175482787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005224216867469879,0.005224601175482787,0.0052249795249795245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005224216867469879,0.005224601175482787,0.0052249795249795245,0.0052253631284916195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005224216867469879,0.005224601175482787,0.0052249795249795245,0.0052253631284916195,0.005225738724727838,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02630752108433735,0.005224601175482787,0.0052249795249795245,0.0052253631284916195,0.005225738724727838,0.005238155579021471,0,0,0,0,0,0,0,0,0,0,0,0
0.02630752108433735,0.026309456339210748,0.0052249795249795245,0.0052253631284916195,0.005225738724727838,0.005238155579021471,0.005891929750614682,0,0,0,0,0,0,0,0,0,0,0
0.02630752108433735,0.026309456339210748,0.02631136158886159,0.0052253631284916195,0.005225738724727838,0.005238155579021471,0.005891929750614682,0.00589192318534179,0,0,0,0,0,0,0,0,0,0
