country,year,age,gender,value,pop,fertility_rate
Italy,2002,15-19,Male,1798,1485,1.2107744107744107
Italy,2002,20-24,Male,17040,1578,10.759188846641319
Italy,2002,25-29,Male,70228,1795,39.456267409470755
Italy,2002,30-34,Male,171115,2176,78.72748161764706
Italy,2002,35-39,Male,167052,2395,69.62463465553236
Italy,2002,40-44,Male,76209,2384,31.8498322147651
Italy,2002,45-49,Male,20197,2134,9.504217432052483
Italy,2002,50-54,Male,4780,1857,2.5810446957458266
Italy,2002,55-59,Male,1255,1854,0.6968716289104638
Italy,2002,60-64,Male,33,1624,0.027093596059113302
Italy,2002,65+,Male,0,4924,0
Italy,2003,15-19,Male,1798,1485,1.2107744107744107
Italy,2003,20-24,Male,17040,1578,10.759188846641319
Italy,2003,25-29,Male,70228,1795,39.456267409470755
Italy,2003,30-34,Male,171115,2176,78.72748161764706
Italy,2003,35-39,Male,167052,2395,69.62463465553236
Italy,2003,40-44,Male,76209,2384,31.8498322147651
Italy,2003,45-49,Male,20197,2134,9.504217432052483
Italy,2003,50-54,Male,4780,1857,2.5810446957458266
Italy,2003,55-59,Male,1255,1854,0.6968716289104638
Italy,2003,60-64,Male,33,1624,0.027093596059113302
Italy,2003,65+,Male,0,4924,0
Italy,2004,15-19,Male,1798,1485,1.2107744107744107
Italy,2004,20-24,Male,17040,1578,10.759188846641319
Italy,2004,25-29,Male,70228,1795,39.456267409470755
Italy,2004,30-34,Male,171115,2176,78.72748161764706
Italy,2004,35-39,Male,167052,2395,69.62463465553236
Italy,2004,40-44,Male,76209,2384,31.8498322147651
Italy,2004,45-49,Male,20197,2134,9.504217432052483
Italy,2004,50-54,Male,4780,1857,2.5810446957458266
Italy,2004,55-59,Male,1255,1854,0.6968716289104638
Italy,2004,60-64,Male,33,1624,0.027093596059113302
Italy,2004,65+,Male,0,4924,0
Italy,2005,15-19,Male,1798,1485,1.2107744107744107
Italy,2005,20-24,Male,17040,1578,10.759188846641319
Italy,2005,25-29,Male,70228,1795,39.456267409470755
Italy,2005,30-34,Male,171115,2176,78.72748161764706
Italy,2005,35-39,Male,167052,2395,69.62463465553236
Italy,2005,40-44,Male,76209,2384,31.8498322147651
Italy,2005,45-49,Male,20197,2134,9.504217432052483
Italy,2005,50-54,Male,4780,1857,2.5810446957458266
Italy,2005,55-59,Male,1255,1854,0.6968716289104638
Italy,2005,60-64,Male,33,1624,0.027093596059113302
Italy,2005,65+,Male,0,4924,0
Italy,2006,15-19,Male,1798,1485,1.2107744107744107
Italy,2006,20-24,Male,17040,1578,10.759188846641319
Italy,2006,25-29,Male,70228,1795,39.456267409470755
Italy,2006,30-34,Male,171115,2176,78.72748161764706
Italy,2006,35-39,Male,167052,2395,69.62463465553236
Italy,2006,40-44,Male,76209,2384,31.8498322147651
Italy,2006,45-49,Male,20197,2134,9.504217432052483
Italy,2006,50-54,Male,4780,1857,2.5810446957458266
Italy,2006,55-59,Male,1255,1854,0.6968716289104638
Italy,2006,60-64,Male,33,1624,0.027093596059113302
Italy,2006,65+,Male,0,4924,0
Italy,2007,15-19,Male,1798,1485,1.2107744107744107
Italy,2007,20-24,Male,17040,1578,10.759188846641319
Italy,2007,25-29,Male,70228,1795,39.456267409470755
