X0.years,X1.years,X2.years,X3.years,X4.years,X5.years,X6.years,X7.years,X8.years,X9.years,X10.years,X11.years,X12.years,X13.years,X14.years,X15.years,X16.years,X17.years
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021817713498873695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021817713498873695,0.021820327728763342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021817713498873695,0.021820327728763342,0.021823370472457727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021817713498873695,0.021820327728763342,0.021823370472457727,0.02182608540898708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021817713498873695,0.021820327728763342,0.021823370472457727,0.02182608540898708,0.021827244653842396,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08096898460489942,0.021820327728763342,0.021823370472457727,0.02182608540898708,0.021827244653842396,0.02328376925833035,0,0,0,0,0,0,0,0,0,0,0,0
0.08096898460489942,0.08097868642538117,0.021823370472457727,0.02182608540898708,0.021827244653842396,0.02328376925833035,0.025217530214251018,0,0,0,0,0,0,0,0,0,0,0
0.08096898460489942,0.08097868642538117,0.08098997852834879,0.02182608540898708,0.021827244653842396,0.02328376925833035,0.025217530214251018,0.026340344821365172,0,0,0,0,0,0,0,0,0,0
