"week","year","spain","france","italy","poland","uk","age","gender"
42,2020,83,147.8,49.4,189.4,64.2,"70-74","M"
43,2020,121,216.6,180.6,337.6,152.6,"70-74","M"
44,2020,111.6,298.6,308.6,654.6,143.4,"70-74","M"
45,2020,153,324.2,367.6,697.6,152.6,"70-74","M"
46,2020,155.6,280.4,447,668,225.4,"70-74","M"
47,2020,144,317.2,497.4,642.4,186.4,"70-74","M"
48,2020,129.2,222.2,513.4,452.4,219.4,"70-74","M"
49,2020,86.6,270.4,427,409,161,"70-74","M"
50,2020,86.2,307,338.4,345.4,174,"70-74","M"
51,2020,61.8,158.6,265.8,288.8,104,"70-74","M"
52,2020,53.2,202.6,214.8,300.8,NA,"70-74","M"
53,2020,34,250,253,326,NA,"70-74","M"
1,2020,-2,9.39999999999998,-32.8,-69.8,-48.2,"70-74","F"
1,2021,20,99.4,40.2,66.2,NA,"70-74","F"
2,2020,-27,92.8,-16.4,-31.4,58.6,"70-74","F"
2,2021,48,101.8,39.6,128.6,NA,"70-74","F"
3,2020,9.60000000000002,61.4,-29.2,-25.2,5.20000000000005,"70-74","F"
3,2021,75.6,93.4,31.8,135.8,NA,"70-74","F"
4,2020,24.6,43.8,-13,-66,24.8,"70-74","F"
4,2021,79.6,98.8,53,106,NA,"70-74","F"
5,2020,-13.8,49.2,-10.8,1.19999999999999,49.8,"70-74","F"
5,2021,71.2,76.2,NA,82.2,NA,"70-74","F"
6,2020,-13,65,-9,-13,24.6,"70-74","F"
6,2021,56,77,NA,62,NA,"70-74","F"
7,2020,11,31.6,-4.60000000000002,-4.60000000000002,20.4,"70-74","F"
7,2021,37,90.6,NA,117.4,NA,"70-74","F"
8,2020,-19.4,19.2,10.6,24.6,-4.20000000000005,"70-74","F"
8,2021,22.6,62.2,NA,100.6,NA,"70-74","F"
9,2020,-37.6,25.6,32.4,1.39999999999998,21.2,"70-74","F"
9,2021,5.40000000000001,85.6,NA,159.4,NA,"70-74","F"
10,2020,-2.19999999999999,45.6,56,-16,-15.6,"70-74","F"
10,2021,9.80000000000001,87.6,NA,186,NA,"70-74","F"
11,2020,38.8,93.4,183.8,20.8,-1.60000000000002,"70-74","F"
11,2021,6.80000000000001,147.4,NA,232.8,NA,"70-74","F"
12,2020,111.6,112.4,244.6,7.60000000000002,47.8,"70-74","F"
12,2021,15.6,67.4,NA,299.6,NA,"70-74","F"
13,2020,336,178,275.6,57.6,4.39999999999998,"70-74","F"
13,2021,NA,59,NA,401.6,NA,"70-74","F"
14,2020,312.6,241.8,209.6,15.6,257,"70-74","F"
14,2021,NA,NA,NA,360.6,NA,"70-74","F"
15,2020,190.4,156.4,137.8,61.8,278.4,"70-74","F"
16,2020,100.8,110,96.8,-11.2,443,"70-74","F"
17,2020,79.2,111.4,68.8,13.8,389.6,"70-74","F"
18,2020,56.8,65.2,75.2,32.2,286,"70-74","F"
19,2020,15,94.2,89.6,-6.39999999999998,105.2,"70-74","F"
20,2020,20.8,44.2,55.4,19.4,153.6,"70-74","F"
21,2020,19.2,40.8,24.6,33.6,47.4,"70-74","F"
22,2020,2.59999999999999,75,28.2,14.2,83,"70-74","F"
23,2020,5.80000000000001,52.4,18.6,50.6,63,"70-74","F"
24,2020,28.8,46.8,3.19999999999999,50.2,81.8,"70-74","F"
25,2020,-3.80000000000001,64.2,21,30,41.4,"70-74","F"
26,2020,10.4,77.2,24.8,7.80000000000001,37.6,"70-74","F"
27,2020,24.6,38.6,66.8,51.8,36.4,"70-74","F"
28,2020,5.80000000000001,26,31.8,29.8,44.2,"70-74","F"
29,2020,58.4,41.2,-19.2,54.8,47.4,"70-74","F"
30,2020,-6.40000000000001,30.6,5,9,-2.60000000000002,"70-74","F"
31,2020,25.4,66.2,16,16,51.6,"70-74","F"
32,2020,36.6,112.6,18.2,26.2,-1,"70-74","F"
33,2020,46.8,124.6,60,78,13,"70-74","F"
34,2020,17.6,69.4,30.2,73.2,56.4,"70-74","F"
35,2020,46,69.6,9.39999999999998,66.4,56,"70-74","F"
36,2020,40,119.4,50,66,-25.8,"70-74","F"
37,2020,24.2,62.4,42.4,36.4,90.6,"70-74","F"
38,2020,38.4,99.6,35.6,73.6,48.8,"70-74","F"
39,2020,30.6,89.4,44.2,68.2,-2.60000000000002,"70-74","F"
40,2020,29.4,102,85,92,40.4,"70-74","F"
41,2020,70,70.6,28.4,102.4,89,"70-74","F"
42,2020,54.8,95.2,44.4,134.4,70.6,"70-74","F"
43,2020,66.2,118.8,72.4,248.4,81.8,"70-74","F"
44,2020,92,125.2,128.2,378.2,63.8,"70-74","F"
45,2020,72.6,155.4,204,433,116,"70-74","F"
46,2020,92.8,159.2,192.4,422.4,87.2,"70-74","F"
47,2020,41.6,99.8,231.2,400.2,105.2,"70-74","F"
48,2020,51.4,137,200.6,320.6,63.4,"70-74","F"
49,2020,62,134.8,185.6,288.6,108.6,"70-74","F"
50,2020,68,104.8,119.4,211.4,70,"70-74","F"
51,2020,40.6,136.8,144.4,211.4,9.79999999999995,"70-74","F"
52,2020,11,69.8,100.8,175.8,NA,"70-74","F"
53,2020,52,101,142,190,NA,"70-74","F"
1,2020,-70.6,-136.6,-326.6,-1021.6,39.5999999999999,"75-79","T"
1,2021,207.4,188.4,-114.6,-578.6,NA,"75-79","T"
2,2020,-51.4,21,-338,-1123,109.4,"75-79","T"
2,2021,266.6,111,-49,-692,NA,"75-79","T"
3,2020,34.6,-29.8,-295.8,-1061.8,17.8,"75-79","T"
3,2021,386.6,315.2,-103.8,-640.8,NA,"75-79","T"
4,2020,-3,-19.8,-277.4,-1022.4,-62.8,"75-79","T"
4,2021,395,269.2,-177.4,-628.4,NA,"75-79","T"
5,2020,40.6,-93.4000000000001,-253.2,-920.2,4.40000000000009,"75-79","T"
5,2021,386.6,292.6,NA,-688.2,NA,"75-79","T"
6,2020,-50,-41.5999999999999,-267.8,-957.8,-49.4000000000001,"75-79","T"
6,2021,192,242.4,NA,-628.8,NA,"75-79","T"
7,2020,-31.4,-27.5999999999999,-201.4,-885.4,-131.8,"75-79","T"
7,2021,166.6,240.4,NA,-647.4,NA,"75-79","T"
8,2020,-53,-39.4000000000001,-133.2,-852.2,-47.8,"75-79","T"
8,2021,152,257.6,NA,-548.2,NA,"75-79","T"
9,2020,-105.2,-88,-137,-809,-82.8,"75-79","T"
9,2021,80.8,127,NA,-542,NA,"75-79","T"
10,2020,33.2,45,54,-815,-65.8,"75-79","T"
10,2021,128.2,130,NA,-380,NA,"75-79","T"
11,2020,151.2,31.2,651.6,-753.4,25.4000000000001,"75-79","T"
11,2021,69.2,190.2,NA,-303.4,NA,"75-79","T"
12,2020,645.2,269.4,1341.6,-754.4,89.5999999999999,"75-79","T"
12,2021,23.2,222.4,NA,-97.4000000000001,NA,"75-79","T"
13,2020,1682.2,506.2,1451.4,-758.6,153.8,"75-79","T"
13,2021,NA,244.2,NA,61.4000000000001,NA,"75-79","T"
14,2020,1496.4,641.8,863.8,-716.2,1017.8,"75-79","T"
14,2021,NA,NA,NA,35.8,NA,"75-79","T"
15,2020,907.8,492,665.6,-665.4,1324.6,"75-79","T"
16,2020,463.8,357.4,348.6,-670.4,1674,"75-79","T"
17,2020,232.4,161.8,180.6,-650.4,1615,"75-79","T"
18,2020,123.4,-38.8,-16.2,-679.2,1003.6,"75-79","T"
19,2020,81.4,25,-6,-686,458.8,"75-79","T"
20,2020,69.6,39.2,-59.5999999999999,-639.6,549,"75-79","T"
21,2020,51.4,47.2,-124,-688,316.2,"75-79","T"
22,2020,45.6,-2,-171.4,-664.4,245.6,"75-79","T"
23,2020,-51,37.4,-130.2,-627.2,152.6,"75-79","T"
24,2020,-8,-16.8,-200.6,-571.6,72.8,"75-79","T"
25,2020,-34.6,-19.6,-161.8,-695.8,-33,"75-79","T"
26,2020,33,-21.8,-32.2,-669.2,40.5999999999999,"75-79","T"
27,2020,19.6,-66.2,-87.2,-684.2,70.8,"75-79","T"
28,2020,67.8,23.8,-166.6,-701.6,-81.4000000000001,"75-79","T"
29,2020,67.8,-23,-163.6,-679.6,28.5999999999999,"75-79","T"
30,2020,82.8,4.39999999999998,-204.8,-659.8,19.4000000000001,"75-79","T"
31,2020,139.8,31.4,-60.2,-607.2,-8.79999999999995,"75-79","T"
32,2020,164.8,12,-135.6,-673.6,32.2,"75-79","T"
33,2020,145.8,209.2,-84.8,-582.8,46.2,"75-79","T"
34,2020,105.2,17.8,-68.4000000000001,-569.4,166,"75-79","T"
35,2020,193.6,58,-116.2,-574.2,144.6,"75-79","T"
36,2020,119.6,23.4,-68.4000000000001,-511.4,-152.2,"75-79","T"
37,2020,206,25.2,-26.8,-564.8,77.4000000000001,"75-79","T"
38,2020,170.2,107.8,-24.5999999999999,-548.6,95.4000000000001,"75-79","T"
39,2020,204,33.2,-108.6,-525.6,51.4000000000001,"75-79","T"
40,2020,175,48,-14.8,-610.8,176.6,"75-79","T"
41,2020,216,77.2,-100.2,-498.2,25.5999999999999,"75-79","T"
42,2020,218.4,122.6,-30.2,-273.2,224.8,"75-79","T"
43,2020,274.2,206,121.8,-94.2,212.4,"75-79","T"
44,2020,360.2,288.8,323.8,242.8,264.6,"75-79","T"
45,2020,353.6,400.6,533.6,361.6,304.8,"75-79","T"
46,2020,273,357.4,656.8,345.8,349,"75-79","T"
47,2020,301.8,296.4,673.6,131.6,445.2,"75-79","T"
48,2020,238,215.2,732.6,40.5999999999999,345,"75-79","T"
49,2020,211.2,308.6,500.2,-43.8,224.2,"75-79","T"
50,2020,157.4,247.8,452.8,-295.2,307.4,"75-79","T"
51,2020,111,171.2,339.2,-336.8,269,"75-79","T"
52,2020,94,106.6,45.5999999999999,-308.4,NA,"75-79","T"
53,2020,153,219,128,-422,NA,"75-79","T"
1,2020,1.60000000000002,-101.8,-174.6,-600.6,36.6,"75-79","M"
1,2021,144.6,131.2,16.4000000000001,-374.6,NA,"75-79","M"
2,2020,-62.2,-0.200000000000045,-169.2,-645.2,40.6,"75-79","M"
2,2021,173.8,81.8,22.8,-404.2,NA,"75-79","M"
3,2020,16,-26.6,-158,-633,25,"75-79","M"
3,2021,247,183.4,-44,-426,NA,"75-79","M"
4,2020,37.2,-0.399999999999977,-144.2,-606.2,-13,"75-79","M"
4,2021,274.2,148.6,-79.2,-387.2,NA,"75-79","M"
5,2020,27.2,-37.8,-110.2,-538.2,37.8,"75-79","M"
5,2021,234.2,186.2,NA,-421.2,NA,"75-79","M"
6,2020,-18.8,-21.4,-149.2,-583.2,-61.4,"75-79","M"
6,2021,144.2,174.6,NA,-367.2,NA,"75-79","M"
7,2020,4,1.79999999999995,-109.4,-532.4,-58.2,"75-79","M"
7,2021,107,170.8,NA,-390.4,NA,"75-79","M"
8,2020,-34,-1.60000000000002,-90.6,-528.6,19.2,"75-79","M"
8,2021,128,198.4,NA,-352.6,NA,"75-79","M"
9,2020,-44.2,-52.6,-82,-495,-23,"75-79","M"
9,2021,64.8,61.4,NA,-317,NA,"75-79","M"
10,2020,23.2,56,75.8,-515.2,-37.6,"75-79","M"
10,2021,110.2,96,NA,-233.2,NA,"75-79","M"
11,2020,108.2,7.39999999999998,479.4,-504.6,25.6,"75-79","M"
11,2021,38.2,143.4,NA,-196.6,NA,"75-79","M"
12,2020,485.6,146.8,970.2,-447.8,56.6,"75-79","M"
12,2021,11.6,149.8,NA,-86.8,NA,"75-79","M"
13,2020,1125.4,336.6,931.8,-450.2,98.4,"75-79","M"
13,2021,NA,153.6,NA,-8.20000000000005,NA,"75-79","M"
14,2020,967,402.6,562.6,-432.4,658.6,"75-79","M"
14,2021,NA,NA,NA,-1.39999999999998,NA,"75-79","M"
15,2020,552,309.4,401.6,-419.4,851.2,"75-79","M"
16,2020,281.6,239.4,225.2,-422.8,1022.8,"75-79","M"
17,2020,131.8,113,131.8,-396.2,984.8,"75-79","M"
18,2020,75,-12.2,-34.4,-404.4,572.4,"75-79","M"
19,2020,23.4,41.4,17.4,-433.6,280.2,"75-79","M"
20,2020,57.4,2.79999999999995,-38.2,-371.2,341.8,"75-79","M"
21,2020,24.8,52.8,-67,-396,147.8,"75-79","M"
22,2020,23.8,4.60000000000002,-89.6,-438.6,158,"75-79","M"
23,2020,-19,25,-49.4,-440.4,65.2,"75-79","M"
24,2020,6.39999999999998,-21.2,-103.4,-395.4,26.8,"75-79","M"
25,2020,-19.6,-19.4,-99,-433,40.6,"75-79","M"
26,2020,9.19999999999999,-30.2,-37.6,-414.6,-6.39999999999998,"75-79","M"
27,2020,23.4,-37.8,-65.4,-414.4,49.2,"75-79","M"
28,2020,37.4,-1,-127.6,-429.6,-32,"75-79","M"
29,2020,30.8,-44.2,-47.4,-400.4,-7,"75-79","M"
30,2020,69.8,-12.8,-95.8,-396.8,-35.6,"75-79","M"
31,2020,84.8,38.4,-53.6,-398.6,-37.2,"75-79","M"
32,2020,84.2,4.20000000000005,-71.6,-419.6,20.8,"75-79","M"
33,2020,82.4,97.4,-49.4,-417.4,58.2,"75-79","M"
34,2020,86.8,3.20000000000005,-38.6,-354.6,89.2,"75-79","M"
35,2020,115.2,43.6,-83.4,-397.4,79.8,"75-79","M"
36,2020,95.8,19.4,-40.8,-350.8,-49.8,"75-79","M"
37,2020,130.2,29.4,-58.4,-389.4,29.6,"75-79","M"
38,2020,114.4,90.6,-7.60000000000002,-355.6,62.4,"75-79","M"
39,2020,140.6,53.6,-62.4,-345.4,22.2,"75-79","M"
40,2020,108.2,37,-42.4,-372.4,135.8,"75-79","M"
41,2020,129.6,51.4,-39.6,-320.6,19,"75-79","M"
42,2020,164.4,109.2,-9.20000000000005,-187.2,125.2,"75-79","M"
43,2020,184.4,146,83.6,-120.4,102.8,"75-79","M"
44,2020,241,206.2,199,80,149.6,"75-79","M"
45,2020,237,248.2,349,130,174.2,"75-79","M"
46,2020,160.4,236.2,480,150,256.6,"75-79","M"
47,2020,171,232.6,478.6,29.6,273.6,"75-79","M"
48,2020,145.6,179,479.6,-6.39999999999998,223.6,"75-79","M"
49,2020,142.4,212,336.4,-49.6,149.8,"75-79","M"
50,2020,87.6,164.4,305.8,-213.2,189.2,"75-79","M"
51,2020,38.4,94.8,233.8,-241.2,161.8,"75-79","M"
52,2020,57,79.8,41.4,-256.6,NA,"75-79","M"
53,2020,78,142,158,-220,NA,"75-79","M"
1,2020,-72.2,-34.8,-152,-421,0,"75-79","F"
1,2021,62.8,57.2,-131,-204,NA,"75-79","F"
2,2020,10.8,21.2,-168.8,-477.8,68.8,"75-79","F"
2,2021,92.8,29.2,-71.8,-287.8,NA,"75-79","F"
3,2020,18.6,-3.19999999999999,-137.8,-428.8,-7.20000000000005,"75-79","F"
3,2021,139.6,131.8,-59.8,-214.8,NA,"75-79","F"
4,2020,-40.2,-19.4,-133.2,-416.2,-49.8,"75-79","F"
4,2021,120.8,120.6,-98.2,-241.2,NA,"75-79","F"
5,2020,13.4,-55.6,-143,-382,-33.4,"75-79","F"
5,2021,152.4,106.4,NA,-267,NA,"75-79","F"
6,2020,-31.2,-20.2,-118.6,-374.6,12,"75-79","F"
6,2021,47.8,67.8,NA,-261.6,NA,"75-79","F"
7,2020,-35.4,-29.4,-92,-353,-73.6,"75-79","F"
7,2021,58.6,69.6,NA,-257,NA,"75-79","F"
8,2020,-19,-37.8,-42.6,-323.6,-67,"75-79","F"
8,2021,24,59.2,NA,-195.6,NA,"75-79","F"
9,2020,-61,-35.4,-55,-314,-59.8,"75-79","F"
9,2021,16,65.6,NA,-225,NA,"75-79","F"
10,2020,10,-11,-21.8,-299.8,-28.2,"75-79","F"
10,2021,18,34,NA,-146.8,NA,"75-79","F"
11,2020,43,23.8,172.2,-248.8,-0.200000000000045,"75-79","F"
11,2021,31,46.8,NA,-106.8,NA,"75-79","F"
12,2020,159.6,122.6,371.4,-306.6,33,"75-79","F"
12,2021,12.6,72.6,NA,-10.6,NA,"75-79","F"
13,2020,556.8,169.6,519.6,-308.4,55.4,"75-79","F"
13,2021,NA,90.6,NA,69.6,NA,"75-79","F"
14,2020,529.4,239.2,301.2,-283.8,359.2,"75-79","F"
14,2021,NA,NA,NA,37.2,NA,"75-79","F"
15,2020,355.8,182.6,264,-246,473.4,"75-79","F"
16,2020,182.2,118,123.4,-247.6,651.2,"75-79","F"
17,2020,100.6,48.8,48.8,-254.2,630.2,"75-79","F"
18,2020,48.4,-26.6,18.2,-274.8,431.2,"75-79","F"
19,2020,58,-16.4,-23.4,-252.4,178.6,"75-79","F"
20,2020,12.2,36.4,-21.4,-268.4,207.2,"75-79","F"
21,2020,26.6,-5.60000000000002,-57,-292,168.4,"75-79","F"
22,2020,21.8,-6.60000000000002,-81.8,-225.8,87.6,"75-79","F"
23,2020,-32,12.4,-80.8,-186.8,87.4,"75-79","F"
24,2020,-14.4,4.39999999999998,-97.2,-176.2,46,"75-79","F"
25,2020,-15,-0.199999999999989,-62.8,-262.8,-73.6,"75-79","F"
26,2020,23.8,8.39999999999998,5.39999999999998,-254.6,47,"75-79","F"
27,2020,-3.80000000000001,-28.4,-21.8,-269.8,21.6,"75-79","F"
28,2020,29.4,24.8,-39,-272,-49.4,"75-79","F"
29,2020,37,21.2,-116.2,-279.2,35.6,"75-79","F"
30,2020,13,17.2,-109,-263,55,"75-79","F"
31,2020,55,-7,-6.60000000000002,-208.6,28.4,"75-79","F"
32,2020,80.6,7.80000000000001,-64,-254,11.4,"75-79","F"
33,2020,63.4,111.8,-35.4,-165.4,-12,"75-79","F"
34,2020,18.4,14.6,-29.8,-214.8,76.8,"75-79","F"
35,2020,77.4,14.4,-32.8,-176.8,64.8,"75-79","F"
36,2020,23.8,4,-27.6,-160.6,-102.4,"75-79","F"
37,2020,75.8,-4.19999999999999,31.6,-175.4,47.8,"75-79","F"
38,2020,55.8,17.2,-17,-193,33,"75-79","F"
39,2020,64.4,-20.4,-46.2,-180.2,29.2,"75-79","F"
40,2020,66.8,11,27.6,-238.4,40.8,"75-79","F"
41,2020,86.4,25.8,-60.6,-177.6,6.60000000000002,"75-79","F"
42,2020,54,13.4,-21,-86,99.6,"75-79","F"
43,2020,89.8,60,38.2,26.2,109.6,"75-79","F"
44,2020,118.2,82.6,124.8,162.8,115,"75-79","F"
45,2020,116.6,152.4,184.6,231.6,130.6,"75-79","F"
46,2020,112.6,121.2,176.8,195.8,92.4,"75-79","F"
47,2020,129.8,63.8,195,102,171.6,"75-79","F"
48,2020,92.4,36.2,253,47,121.4,"75-79","F"
49,2020,67.8,96.6,163.8,5.79999999999995,74.4,"75-79","F"
50,2020,69.8,83.4,147,-82,118.2,"75-79","F"
51,2020,72.6,76.4,105.4,-95.6,107.2,"75-79","F"
52,2020,37,26.8,4.20000000000005,-51.8,NA,"75-79","F"
53,2020,75,77,-30,-202,NA,"75-79","F"
1,2020,-505.2,-163.4,-325.4,-1622.4,53.1999999999998,"80-84","T"
1,2021,-167.2,-27.4000000000001,221.6,-1055.4,NA,"80-84","T"
2,2020,-350.4,-299.2,-390.4,-1665.4,-0.599999999999909,"80-84","T"
2,2021,53.5999999999999,-15.2,57.5999999999999,-1246.4,NA,"80-84","T"
3,2020,-347,-282,-184.4,-1605.4,-19.5999999999999,"80-84","T"
3,2021,382,92,159.6,-1184.4,NA,"80-84","T"
4,2020,-290.8,-244.4,-234.8,-1517.8,-220.6,"80-84","T"
4,2021,330.2,93.5999999999999,123.2,-1115.8,NA,"80-84","T"
5,2020,-323.4,-314,-280.2,-1396.2,-204.2,"80-84","T"
5,2021,84.5999999999999,25,NA,-1275.2,NA,"80-84","T"
6,2020,-298,-235,-170.8,-1359.8,-217.4,"80-84","T"
6,2021,2,-7,NA,-1202.8,NA,"80-84","T"
7,2020,-362,-195.4,-174.6,-1335.6,-224.8,"80-84","T"
7,2021,-290,-40.4000000000001,NA,-1115.6,NA,"80-84","T"
8,2020,-364.4,-336,-195.4,-1261.4,-189.2,"80-84","T"
8,2021,-233.4,-134,NA,-1001.4,NA,"80-84","T"
9,2020,-356.6,-273.8,-97.5999999999999,-1292.6,-87.5999999999999,"80-84","T"
9,2021,-337.6,-72.8,NA,-1131.6,NA,"80-84","T"
10,2020,-276.8,-197.6,283.8,-1194.2,-70.8000000000002,"80-84","T"
10,2021,-272.8,-57.5999999999999,NA,-948.2,NA,"80-84","T"
11,2020,-76,-100.8,1122.6,-1200.4,-80.4000000000001,"80-84","T"
11,2021,-315,45.2,NA,-725.4,NA,"80-84","T"
12,2020,689.4,215.6,1885.6,-1120.4,14.8,"80-84","T"
12,2021,-206.6,-36.4000000000001,NA,-626.4,NA,"80-84","T"
13,2020,1875.6,567.4,2141.8,-1067.2,174.2,"80-84","T"
13,2021,NA,-50.5999999999999,NA,-520.2,NA,"80-84","T"
14,2020,1992.8,933.8,1591.4,-1080.6,1338.6,"80-84","T"
14,2021,NA,NA,NA,-583.6,NA,"80-84","T"
15,2020,1325.8,774.2,1319.8,-990.2,1694.8,"80-84","T"
16,2020,630.4,481.8,880.4,-989.6,2341.8,"80-84","T"
17,2020,228.2,111.8,451.8,-1028.2,2236.2,"80-84","T"
18,2020,27.4000000000001,-14.8,207.8,-965.2,1488.6,"80-84","T"
19,2020,-124.2,-88,170,-981,640.4,"80-84","T"
20,2020,-176,-117,137.8,-911.2,863.4,"80-84","T"
21,2020,-158,-126.4,-12.8,-1007.8,366.4,"80-84","T"
22,2020,-135,-67.8,-88,-962,334,"80-84","T"
23,2020,-180.6,-126,-67.4000000000001,-968.4,153,"80-84","T"
24,2020,-192.2,-59.8,-48.4000000000001,-913.4,132.8,"80-84","T"
25,2020,-208.8,14.4000000000001,-60.8,-941.8,103,"80-84","T"
26,2020,-165.8,-17.8,101,-946,-48.5999999999999,"80-84","T"
27,2020,-109.2,-259.8,157,-1002,-50.5999999999999,"80-84","T"
28,2020,-127.4,-125.8,-59.4000000000001,-1054.4,-45.4000000000001,"80-84","T"
29,2020,-111.4,-163.8,-113.8,-1060.8,-31,"80-84","T"
30,2020,-105.2,-131.6,-68.5999999999999,-1059.6,-57.5999999999999,"80-84","T"
31,2020,58.4000000000001,69.4000000000001,112.2,-1006.8,-21.4000000000001,"80-84","T"
32,2020,51.4000000000001,-38.2,-0.599999999999909,-1103.6,-39.2,"80-84","T"
33,2020,77.5999999999999,72.8,271.2,-844.8,38,"80-84","T"
34,2020,-8,-107.4,132,-889,94.8,"80-84","T"
35,2020,-5.40000000000009,-79.5999999999999,184.8,-891.2,170.2,"80-84","T"
36,2020,27.4000000000001,-29.5999999999999,60.5999999999999,-828.4,-229,"80-84","T"
37,2020,109,30.2,109.4,-825.6,124.8,"80-84","T"
38,2020,76.2,58.8,183,-768,25.5999999999999,"80-84","T"
39,2020,37.4000000000001,-148.8,19.8,-803.2,2.59999999999991,"80-84","T"
40,2020,61.8,-4.59999999999991,105.4,-770.6,117.4,"80-84","T"
41,2020,67,90.8,162.2,-735.8,14,"80-84","T"
42,2020,164.6,44.4000000000001,208.8,-470.2,50.5999999999999,"80-84","T"
43,2020,210.4,253.6,528.6,-127.4,192,"80-84","T"
44,2020,249.6,370,820.4,325.4,190.2,"80-84","T"
45,2020,395.4,579.6,1123.2,486.2,355,"80-84","T"
46,2020,291.2,574.2,1323.2,372.2,463.2,"80-84","T"
47,2020,155,381.6,1378.6,230.6,421.4,"80-84","T"
48,2020,140.2,344.8,1408.2,-53.8000000000002,373,"80-84","T"
49,2020,149.2,179.4,1039.8,-314.2,272.6,"80-84","T"
50,2020,19.5999999999999,183.8,901.4,-445.6,266.6,"80-84","T"
51,2020,-37.2,175,757.6,-552.4,263.8,"80-84","T"
52,2020,-173.2,63.2,461,-683,NA,"80-84","T"
53,2020,-160,124,571,-606,NA,"80-84","T"
1,2020,-248.2,-92,-133.6,-896.6,43.2,"80-84","M"
1,2021,-67.2,-10,124.4,-600.6,NA,"80-84","M"
2,2020,-169.6,-196,-146.6,-894.6,39.8,"80-84","M"
2,2021,76.4,65,112.4,-682.6,NA,"80-84","M"
3,2020,-175.8,-170.8,-72.8,-870.8,17.2,"80-84","M"
3,2021,271.2,85.2,115.2,-665.8,NA,"80-84","M"
4,2020,-148.8,-123.8,-100,-821,-77.8,"80-84","M"
4,2021,236.2,57.2,118,-624,NA,"80-84","M"
5,2020,-158.4,-149.4,-139.4,-752.4,-95.5999999999999,"80-84","M"
5,2021,88.6,58.6,NA,-704.4,NA,"80-84","M"
6,2020,-187,-95.4,-26.4000000000001,-752.4,-95.2,"80-84","M"
6,2021,12,20.6,NA,-657.4,NA,"80-84","M"
7,2020,-183.4,-92.2,-55.8,-719.8,-116.8,"80-84","M"
7,2021,-97.4,15.8,NA,-626.8,NA,"80-84","M"
8,2020,-177.8,-162.6,-69.5999999999999,-693.6,-44.4000000000001,"80-84","M"
8,2021,-68.8,-81.6,NA,-612.6,NA,"80-84","M"
9,2020,-189.6,-142.2,-31.2,-687.2,-38,"80-84","M"
9,2021,-128.6,19.8,NA,-624.2,NA,"80-84","M"
10,2020,-109.4,-81.4,229.2,-639.8,-29.8,"80-84","M"
10,2021,-88.4,22.6,NA,-534.8,NA,"80-84","M"
11,2020,-55.4,-29,780.6,-668.4,-3,"80-84","M"
11,2021,-156.4,53,NA,-455.4,NA,"80-84","M"
12,2020,464.4,123,1195.2,-657.8,26.2,"80-84","M"
12,2021,-126.6,16,NA,-413.8,NA,"80-84","M"
13,2020,1154,398.4,1307.2,-589.8,125.8,"80-84","M"
13,2021,NA,-8.60000000000002,NA,-330.8,NA,"80-84","M"
14,2020,1076.8,587.2,952.4,-627.6,822,"80-84","M"
14,2021,NA,NA,NA,-358.6,NA,"80-84","M"
15,2020,652.2,408.6,735.4,-606.6,1046.6,"80-84","M"
16,2020,312,256,420.8,-586.2,1315.8,"80-84","M"
17,2020,104,59.2,300.8,-583.2,1206.6,"80-84","M"
18,2020,-19.4,12.6,116.6,-518.4,768.4,"80-84","M"
19,2020,-81.2,-53.2,64,-554,343.6,"80-84","M"
20,2020,-115.2,-84.4,51.4,-542.6,502,"80-84","M"
21,2020,-102,-39.4,10.4000000000001,-581.6,177,"80-84","M"
22,2020,-12.2,-28.4,-73.4,-580.4,159.2,"80-84","M"
23,2020,-114.6,-63.4,-30,-560,82.2,"80-84","M"
24,2020,-101,-55.4,-39.4,-535.4,59,"80-84","M"
25,2020,-181.8,33.4,21,-544,59.8,"80-84","M"
26,2020,-117.6,10.4,127.2,-535.8,-46.2,"80-84","M"
27,2020,-79.4,-113.6,66,-563,52.4,"80-84","M"
28,2020,-67.8,-48.4,4.40000000000009,-547.6,-19.8,"80-84","M"
29,2020,-63.4,-90.2,-57,-585,-10.4,"80-84","M"
30,2020,-113.8,-73.6,-10.2,-559.2,-3,"80-84","M"
31,2020,19.6,26.2,66.4000000000001,-562.6,-23.8,"80-84","M"
32,2020,-24,33.4,-2.20000000000005,-594.2,-47.4,"80-84","M"
33,2020,61.4,40.4,153.8,-509.2,48.8,"80-84","M"
34,2020,-23,-45.2,81.2,-536.8,56,"80-84","M"
35,2020,-26.4,-56,113.4,-523.6,69.2,"80-84","M"
36,2020,19.6,-7.39999999999998,51.8,-465.2,-132.8,"80-84","M"
37,2020,88,11,70.6,-506.4,63,"80-84","M"
38,2020,77.2,60.2,107.8,-467.2,46.8,"80-84","M"
39,2020,30.2,-52.4,45.6,-518.4,22.8,"80-84","M"
40,2020,81,8,53.8,-505.2,67.4,"80-84","M"
41,2020,91.4,102.2,72.4000000000001,-458.6,78.4,"80-84","M"
42,2020,101.4,16,139,-315,20,"80-84","M"
43,2020,118.4,194.8,328.4,-111.6,83.4,"80-84","M"
44,2020,154.2,209.6,548.8,112.8,94.4,"80-84","M"
45,2020,230.2,348,654,170,245.4,"80-84","M"
46,2020,153.2,368.6,835.4,83.4000000000001,295.2,"80-84","M"
47,2020,54.4,289.8,818,-3,281,"80-84","M"
