age,year,fertility_rate,date,gender
under 15-NA,2012,0,2012,M
15-19,2012,0.011618891048610042,2012,M
20-24,2012,0.08665165743602386,2012,M
25-29,2012,0.13303148370892956,2012,M
30-34,2012,0.13839604293305438,2012,M
35-39,2012,0.10973015869826436,2012,M
40-44,2012,0.07203674934071191,2012,M
45-49,2012,0.03473128844414559,2012,M
50-54,2012,0.017129557281955317,2012,M
55-59,2012,0.007326091023867957,2012,M
60-64,2012,0.0022651249277305914,2012,M
65-69,2012,0.0010866133857586873,2012,M
70-74,2012,0.0015878902314555622,2012,M
75-79,2012,3.5686498369485764e-4,2012,M
80+,2012,0,2012,M
under 15-NA,2011,0,2011,M
15-19,2011,0.00939391294061489,2011,M
20-24,2011,0.08191847018697342,2011,M
25-29,2011,0.13057048838388055,2011,M
30-34,2011,0.13723696713210917,2011,M
35-39,2011,0.10908596468918494,2011,M
40-44,2011,0.0656626368674065,2011,M
45-49,2011,0.04058369400705909,2011,M
50-54,2011,0.01633754252313422,2011,M
55-59,2011,0.007493181058681505,2011,M
60-64,2011,0.004148898326303514,2011,M
65-69,2011,0.0013589249471071816,2011,M
70-74,2011,9.511840291703209e-4,2011,M
75-79,2011,3.3856193602886393e-4,2011,M
80+,2011,0,2011,M
under 15-NA,2010,0,2010,M
15-19,2010,0.00954752850240647,2010,M
20-24,2010,0.08253251897003086,2010,M
25-29,2010,0.12765334735901776,2010,M
30-34,2010,0.13642683517431975,2010,M
35-39,2010,0.10620983908769197,2010,M
40-44,2010,0.07087860375404277,2010,M
45-49,2010,0.032908837881957205,2010,M
50-54,2010,0.0145346957143068,2010,M
55-59,2010,0.007580734053344789,2010,M
60-64,2010,0.0018050932146055302,2010,M
65-69,2010,0.0016822970244175313,2010,M
70-74,2010,0.0011012870419887708,2010,M
75-79,2010,0,2010,M
80+,2010,0,2010,M
under 15-NA,2009,0,2009,M
15-19,2009,0.007827989311680538,2009,M
20-24,2009,0.09046251040182685,2009,M
25-29,2009,0.13641709031189475,2009,M
30-34,2009,0.13916493989583614,2009,M
35-39,2009,0.11504682899754576,2009,M
40-44,2009,0.07710133570836922,2009,M
45-49,2009,0.03711112375697859,2009,M
50-54,2009,0.014669617567701392,2009,M
55-59,2009,0.00811577657938442,2009,M
60-64,2009,0.0028547458010560896,2009,M
65-69,2009,9.246500944399024e-4,2009,M
70-74,2009,0.0011754239600269673,2009,M
75-79,2009,0,2009,M
80+,2009,0,2009,M
under 15-NA,2008,0,2008,M
15-19,2008,0.007827989311680538,2008,M
20-24,2008,0.09046251040182685,2008,M
25-29,2008,0.13641709031189475,2008,M
30-34,2008,0.13916493989583614,2008,M
35-39,2008,0.11504682899754576,2008,M
40-44,2008,0.07710133570836922,2008,M
45-49,2008,0.03711112375697859,2008,M
50-54,2008,0.014669617567701392,2008,M
55-59,2008,0.00811577657938442,2008,M
60-64,2008,0.0028547458010560896,2008,M
65-69,2008,9.246500944399024e-4,2008,M
70-74,2008,0.0011754239600269673,2008,M
75-79,2008,0,2008,M
80+,2008,0,2008,M
under 15-NA,2007,0,2007,M
15-19,2007,0.007787042272398877,2007,M
20-24,2007,0.07771369026376573,2007,M
25-29,2007,0.1322308432139061,2007,M
30-34,2007,0.13409137676094046,2007,M
35-39,2007,0.11015927441387673,2007,M
40-44,2007,0.07375106041404778,2007,M
45-49,2007,0.03788447575864915,2007,M
50-54,2007,0.01663329779365905,2007,M
55-59,2007,0.008183543165069158,2007,M
60-64,2007,0.0037495966953299178,2007,M
65-69,2007,0.0018773019073613586,2007,M
70-74,2007,0.0013091017589434138,2007,M
75-79,2007,5.824618827940447e-4,2007,M
80+,2007,0,2007,M
under 15-NA,2006,0,2006,M
15-19,2006,0.007787042272398877,2006,M
20-24,2006,0.07771369026376573,2006,M
25-29,2006,0.1322308432139061,2006,M
30-34,2006,0.13409137676094046,2006,M
35-39,2006,0.11015927441387673,2006,M
40-44,2006,0.07375106041404778,2006,M
45-49,2006,0.03788447575864915,2006,M
50-54,2006,0.01663329779365905,2006,M
55-59,2006,0.008183543165069158,2006,M
60-64,2006,0.0037495966953299178,2006,M
65-69,2006,0.0018773019073613586,2006,M
70-74,2006,0.0013091017589434138,2006,M
75-79,2006,5.824618827940447e-4,2006,M
80+,2006,0,2006,M
under 15-NA,2005,0,2005,M
15-19,2005,0.007787042272398877,2005,M
20-24,2005,0.07771369026376573,2005,M
25-29,2005,0.1322308432139061,2005,M
30-34,2005,0.13409137676094046,2005,M
35-39,2005,0.11015927441387673,2005,M
40-44,2005,0.07375106041404778,2005,M
45-49,2005,0.03788447575864915,2005,M
50-54,2005,0.01663329779365905,2005,M
55-59,2005,0.008183543165069158,2005,M
60-64,2005,0.0037495966953299178,2005,M
65-69,2005,0.0018773019073613586,2005,M
70-74,2005,0.0013091017589434138,2005,M
75-79,2005,5.824618827940447e-4,2005,M
80+,2005,0,2005,M
under 15-NA,2004,0,2004,M
15-19,2004,0.007806137992739631,2004,M
20-24,2004,0.07765469136684083,2004,M
25-29,2004,0.13220240201771652,2004,M
30-34,2004,0.13431635275785586,2004,M
35-39,2004,0.1093839686369291,2004,M
40-44,2004,0.07363723197705391,2004,M
45-49,2004,0.038020706037756036,2004,M
50-54,2004,0.017338822210337328,2004,M
55-59,2004,0.008641663355726846,2004,M
60-64,2004,0.0038310795740339057,2004,M
65-69,2004,0.0019808309910444846,2004,M
70-74,2004,0.0010469305167417793,2004,M
75-79,2004,3.8845059280508685e-4,2004,M
80+,2004,0,2004,M
under 15-NA,2003,0,2003,M
15-19,2003,0.007806137992739631,2003,M
20-24,2003,0.07765469136684083,2003,M
25-29,2003,0.13220240201771652,2003,M
30-34,2003,0.13431635275785586,2003,M
35-39,2003,0.1093839686369291,2003,M
40-44,2003,0.07363723197705391,2003,M
45-49,2003,0.038020706037756036,2003,M
50-54,2003,0.017338822210337328,2003,M
55-59,2003,0.008641663355726846,2003,M
60-64,2003,0.0038310795740339057,2003,M
65-69,2003,0.0019808309910444846,2003,M
70-74,2003,0.0010469305167417793,2003,M
75-79,2003,3.8845059280508685e-4,2003,M
80+,2003,0,2003,M
under 15-NA,2002,0,2002,M
15-19,2002,0.007806137992739631,2002,M
20-24,2002,0.07765469136684083,2002,M
25-29,2002,0.13220240201771652,2002,M
30-34,2002,0.13431635275785586,2002,M
35-39,2002,0.1093839686369291,2002,M
40-44,2002,0.07363723197705391,2002,M
45-49,2002,0.038020706037756036,2002,M
50-54,2002,0.017338822210337328,2002,M
55-59,2002,0.008641663355726846,2002,M
60-64,2002,0.0038310795740339057,2002,M
65-69,2002,0.0019808309910444846,2002,M
70-74,2002,0.0010469305167417793,2002,M
75-79,2002,3.8845059280508685e-4,2002,M
80+,2002,0,2002,M
under 15-NA,2013,0,2013,M
15-19,2013,0.011618891048610042,2013,M
20-24,2013,0.08665165743602386,2013,M
25-29,2013,0.13303148370892956,2013,M
30-34,2013,0.13839604293305438,2013,M
35-39,2013,0.10973015869826436,2013,M
40-44,2013,0.07203674934071191,2013,M
45-49,2013,0.03473128844414559,2013,M
50-54,2013,0.017129557281955317,2013,M
55-59,2013,0.007326091023867957,2013,M
60-64,2013,0.0022651249277305914,2013,M
65-69,2013,0.0010866133857586873,2013,M
70-74,2013,0.0015878902314555622,2013,M
75-79,2013,3.5686498369485764e-4,2013,M
80+,2013,0,2013,M
under 15-NA,2014,0,2014,M
15-19,2014,0.011618891048610042,2014,M
20-24,2014,0.08665165743602386,2014,M
25-29,2014,0.13303148370892956,2014,M
30-34,2014,0.13839604293305438,2014,M
35-39,2014,0.10973015869826436,2014,M
40-44,2014,0.07203674934071191,2014,M
45-49,2014,0.03473128844414559,2014,M
50-54,2014,0.017129557281955317,2014,M
55-59,2014,0.007326091023867957,2014,M
60-64,2014,0.0022651249277305914,2014,M
65-69,2014,0.0010866133857586873,2014,M
70-74,2014,0.0015878902314555622,2014,M
75-79,2014,3.5686498369485764e-4,2014,M
80+,2014,0,2014,M
under 15-NA,2015,0,2015,M
15-19,2015,0.011618891048610042,2015,M
20-24,2015,0.08665165743602386,2015,M
25-29,2015,0.13303148370892956,2015,M
30-34,2015,0.13839604293305438,2015,M
35-39,2015,0.10973015869826436,2015,M
40-44,2015,0.07203674934071191,2015,M
45-49,2015,0.03473128844414559,2015,M
50-54,2015,0.017129557281955317,2015,M
55-59,2015,0.007326091023867957,2015,M
60-64,2015,0.0022651249277305914,2015,M
65-69,2015,0.0010866133857586873,2015,M
70-74,2015,0.0015878902314555622,2015,M
75-79,2015,3.5686498369485764e-4,2015,M
80+,2015,0,2015,M
under 15-NA,2016,0,2016,M
15-19,2016,0.011618891048610042,2016,M
20-24,2016,0.08665165743602386,2016,M
25-29,2016,0.13303148370892956,2016,M
30-34,2016,0.13839604293305438,2016,M
35-39,2016,0.10973015869826436,2016,M
40-44,2016,0.07203674934071191,2016,M
45-49,2016,0.03473128844414559,2016,M
50-54,2016,0.017129557281955317,2016,M
55-59,2016,0.007326091023867957,2016,M
60-64,2016,0.0022651249277305914,2016,M
65-69,2016,0.0010866133857586873,2016,M
70-74,2016,0.0015878902314555622,2016,M
75-79,2016,3.5686498369485764e-4,2016,M
