week,year,gender,age,excess_deaths
1,2020,Male,0-14,-48.60000000000002
1,2021,Male,0-14,-114.60000000000002
1,2020,Female,0-14,16.600000000000023
1,2021,Female,0-14,-54.39999999999998
1,2020,Male,15-19,14
1,2021,Male,15-19,0
1,2020,Female,15-19,-9.200000000000003
1,2021,Female,15-19,3.799999999999997
1,2020,Male,20-24,5.600000000000023
1,2021,Male,20-24,0.6000000000000227
1,2020,Female,20-24,5.400000000000006
1,2021,Female,20-24,12.400000000000006
1,2020,Male,25-29,59.19999999999999
1,2021,Male,25-29,122.19999999999999
1,2020,Female,25-29,1
1,2021,Female,25-29,25
1,2020,Male,30-34,73.19999999999999
1,2021,Male,30-34,156.2
1,2020,Female,30-34,26.599999999999994
1,2021,Female,30-34,68.6
1,2020,Male,35-39,67.19999999999999
1,2021,Male,35-39,217.2
1,2020,Female,35-39,12.800000000000011
1,2021,Female,35-39,116.80000000000001
1,2020,Male,40-44,57
1,2021,Male,40-44,283
1,2020,Female,40-44,41.19999999999999
1,2021,Female,40-44,147.2
1,2020,Male,45-49,-42.39999999999998
1,2021,Male,45-49,281.6
1,2020,Female,45-49,-32
1,2021,Female,45-49,117
1,2020,Male,50-54,-115.40000000000009
1,2021,Male,50-54,404.5999999999999
1,2020,Female,50-54,-115.39999999999998
1,2021,Female,50-54,78.60000000000002
1,2020,Male,55-59,-101
1,2021,Male,55-59,671
1,2020,Female,55-59,-46
1,2021,Female,55-59,295
1,2020,Male,60-64,158.19999999999982
1,2021,Male,60-64,1256.1999999999998
1,2020,Female,60-64,95.40000000000009
1,2021,Female,60-64,597.4000000000001
1,2020,Male,65-69,148
1,2021,Male,65-69,1653
1,2020,Female,65-69,10.599999999999909
1,2021,Female,65-69,846.5999999999999
1,2020,Male,70-74,221.19999999999982
1,2021,Male,70-74,2148.2
1,2020,Female,70-74,293
1,2021,Female,70-74,1430
1,2020,Male,75-79,237.80000000000018
1,2021,Male,75-79,2312.8
1,2020,Female,75-79,256.4000000000001
1,2021,Female,75-79,1530.4
1,2020,Male,80-84,-52.40000000000009
1,2021,Male,80-84,1807.6
1,2020,Female,80-84,-215.80000000000018
1,2021,Female,80-84,1355.1999999999998
1,2020,Male,85+,-258.39999999999964
1,2021,Male,85+,2766.6000000000004
1,2020,Female,85+,-1095.3999999999996
1,2021,Female,85+,2733.6000000000004
2,2020,Male,0-14,-21
2,2021,Male,0-14,-79
2,2020,Female,0-14,2.1999999999999886
2,2021,Female,0-14,-65.80000000000001
2,2020,Male,15-19,25.400000000000006
2,2021,Male,15-19,35.400000000000006
2,2020,Female,15-19,-10
2,2021,Female,15-19,-21
2,2020,Male,20-24,-8.399999999999977
2,2021,Male,20-24,59.60000000000002
2,2020,Female,20-24,-3.4000000000000057
