week,year,gender,age,excess_deaths
2,2021,Female,20-24,4.599999999999994
2,2020,Male,25-29,4.199999999999989
2,2021,Male,25-29,105.19999999999999
2,2020,Female,25-29,-16.599999999999994
2,2021,Female,25-29,38.400000000000006
2,2020,Male,30-34,88.19999999999999
2,2021,Male,30-34,220.2
2,2020,Female,30-34,41.599999999999994
2,2021,Female,30-34,40.599999999999994
2,2020,Male,35-39,90.19999999999999
2,2021,Male,35-39,209.2
2,2020,Female,35-39,30.400000000000006
2,2021,Female,35-39,154.4
2,2020,Male,40-44,71.39999999999998
2,2021,Male,40-44,286.4
2,2020,Female,40-44,10
2,2021,Female,40-44,115
2,2020,Male,45-49,24.200000000000045
2,2021,Male,45-49,243.20000000000005
2,2020,Female,45-49,-46.60000000000002
2,2021,Female,45-49,111.39999999999998
2,2020,Male,50-54,-114
2,2021,Male,50-54,364
2,2020,Female,50-54,-86.39999999999998
2,2021,Female,50-54,171.60000000000002
2,2020,Male,55-59,-101.59999999999991
2,2021,Male,55-59,608.4000000000001
2,2020,Female,55-59,-57.799999999999955
2,2021,Female,55-59,157.20000000000005
2,2020,Male,60-64,120.59999999999991
2,2021,Male,60-64,1257.6
2,2020,Female,60-64,57
2,2021,Female,60-64,704
2,2020,Male,65-69,87.59999999999991
2,2021,Male,65-69,1631.6
2,2020,Female,65-69,109.19999999999982
2,2021,Female,65-69,928.1999999999998
2,2020,Male,70-74,350.1999999999998
2,2021,Male,70-74,2137.2
2,2020,Female,70-74,312.1999999999998
2,2021,Female,70-74,1425.1999999999998
2,2020,Male,75-79,221.80000000000018
2,2021,Male,75-79,2157.8
2,2020,Female,75-79,219
2,2021,Female,75-79,1293
2,2020,Male,80-84,-34.19999999999982
2,2021,Male,80-84,1854.8000000000002
2,2020,Female,80-84,-114
2,2021,Female,80-84,1429
2,2020,Male,85+,-289.8000000000002
2,2021,Male,85+,2530.2
2,2020,Female,85+,-1084.2000000000007
2,2021,Female,85+,2504.7999999999993
3,2020,Male,0-14,-19.600000000000023
3,2021,Male,0-14,-83.60000000000002
3,2020,Female,0-14,8.399999999999977
3,2021,Female,0-14,-58.60000000000002
3,2020,Male,15-19,14.199999999999989
3,2021,Male,15-19,5.199999999999989
3,2020,Female,15-19,8.799999999999997
3,2021,Female,15-19,4.799999999999997
3,2020,Male,20-24,-2.6000000000000227
3,2021,Male,20-24,49.39999999999998
3,2020,Female,20-24,0.4000000000000057
3,2021,Female,20-24,16.400000000000006
3,2020,Male,25-29,28
3,2021,Male,25-29,56
3,2020,Female,25-29,1
3,2021,Female,25-29,49
3,2020,Male,30-34,58.60000000000002
3,2021,Male,30-34,156.60000000000002
3,2020,Female,30-34,34.19999999999999
3,2021,Female,30-34,85.19999999999999
3,2020,Male,35-39,77.60000000000002
3,2021,Male,35-39,231.60000000000002
3,2020,Female,35-39,48.80000000000001
3,2021,Female,35-39,91.80000000000001
3,2020,Male,40-44,39.60000000000002
3,2021,Male,40-44,220.60000000000002
3,2020,Female,40-44,6.399999999999977
3,2021,Female,40-44,100.39999999999998
3,2020,Male,45-49,40.799999999999955
3,2021,Male,45-49,257.79999999999995
3,2020,Female,45-49,1.1999999999999886
3,2021,Female,45-49,111.19999999999999
3,2020,Male,50-54,-110.40000000000009
3,2021,Male,50-54,327.5999999999999
3,2020,Female,50-54,-72.39999999999998
3,2021,Female,50-54,109.60000000000002
3,2020,Male,55-59,-120
3,2021,Male,55-59,544
3,2020,Female,55-59,40.799999999999955
3,2021,Female,55-59,239.79999999999995
3,2020,Male,60-64,149.4000000000001
3,2021,Male,60-64,1179.4
3,2020,Female,60-64,93.79999999999995
3,2021,Female,60-64,646.8
3,2020,Male,65-69,165.80000000000018
3,2021,Male,65-69,1543.8000000000002
3,2020,Female,65-69,92
3,2021,Female,65-69,833
3,2020,Male,70-74,292.8000000000002
3,2021,Male,70-74,2037.8000000000002
3,2020,Female,70-74,286.4000000000001
3,2021,Female,70-74,1363.4
3,2020,Male,75-79,236.80000000000018
3,2021,Male,75-79,2054.8
3,2020,Female,75-79,16.59999999999991
3,2021,Female,75-79,1362.6
3,2020,Male,80-84,-66.40000000000009
3,2021,Male,80-84,1483.6
3,2020,Female,80-84,-119.19999999999982
3,2021,Female,80-84,1146.8000000000002
3,2020,Male,85+,-393.60000000000036
3,2021,Male,85+,2197.3999999999996
3,2020,Female,85+,-815.2000000000007
3,2021,Female,85+,2015.7999999999993
4,2020,Male,0-14,-8.399999999999977
4,2021,Male,0-14,-74.39999999999998
4,2020,Female,0-14,-7.800000000000011
4,2021,Female,0-14,-42.80000000000001
4,2020,Male,15-19,-4.199999999999989
4,2021,Male,15-19,39.80000000000001
4,2020,Female,15-19,-0.7999999999999972
4,2021,Female,15-19,5.200000000000003
4,2020,Male,20-24,3.6000000000000227
4,2021,Male,20-24,21.600000000000023
4,2020,Female,20-24,-3.799999999999997
4,2021,Female,20-24,17.200000000000003
4,2020,Male,25-29,4.800000000000011
4,2021,Male,25-29,46.80000000000001
4,2020,Female,25-29,5.199999999999989
4,2021,Female,25-29,59.19999999999999
4,2020,Male,30-34,84.60000000000002
4,2021,Male,30-34,149.60000000000002
4,2020,Female,30-34,54.599999999999994
4,2021,Female,30-34,27.599999999999994
4,2020,Male,35-39,79
4,2021,Male,35-39,194
4,2020,Female,35-39,19.19999999999999
4,2021,Female,35-39,46.19999999999999
4,2020,Male,40-44,55.39999999999998
4,2021,Male,40-44,263.4
4,2020,Female,40-44,16
4,2021,Female,40-44,81
4,2020,Male,45-49,-0.6000000000000227
4,2021,Male,45-49,267.4
4,2020,Female,45-49,-13.800000000000011
4,2021,Female,45-49,82.19999999999999
4,2020,Male,50-54,-90.79999999999995
4,2021,Male,50-54,291.20000000000005
4,2020,Female,50-54,-59.799999999999955
4,2021,Female,50-54,126.20000000000005
4,2020,Male,55-59,-17.59999999999991
4,2021,Male,55-59,508.4000000000001
4,2020,Female,55-59,-64.20000000000005
4,2021,Female,55-59,215.79999999999995
4,2020,Male,60-64,206.5999999999999
4,2021,Male,60-64,1095.6
4,2020,Female,60-64,104.20000000000005
4,2021,Female,60-64,501.20000000000005
4,2020,Male,65-69,155.5999999999999
4,2021,Male,65-69,1272.6
4,2020,Female,65-69,134.19999999999982
4,2021,Female,65-69,719.1999999999998
4,2020,Male,70-74,487.8000000000002
4,2021,Male,70-74,1935.8000000000002
4,2020,Female,70-74,258.8000000000002
4,2021,Female,70-74,1097.8000000000002
4,2020,Male,75-79,289.5999999999999
4,2021,Male,75-79,1678.6
4,2020,Female,75-79,175.19999999999982
4,2021,Female,75-79,1103.1999999999998
4,2020,Male,80-84,47.19999999999982
4,2021,Male,80-84,1255.1999999999998
4,2020,Female,80-84,-127
4,2021,Female,80-84,929
4,2020,Male,85+,-202
4,2021,Male,85+,1838
4,2020,Female,85+,-886.2000000000007
4,2021,Female,85+,1385.7999999999993
5,2020,Male,0-14,-45
5,2021,Male,0-14,-125
5,2020,Female,0-14,4.800000000000011
5,2021,Female,0-14,-45.19999999999999
5,2020,Male,15-19,21.799999999999997
5,2021,Male,15-19,39.8
5,2020,Female,15-19,7.399999999999999
5,2021,Female,15-19,-3.6000000000000014
5,2020,Male,20-24,8.199999999999989
5,2021,Male,20-24,17.19999999999999
5,2020,Female,20-24,-10.599999999999994
5,2021,Female,20-24,42.400000000000006
5,2020,Male,25-29,28
5,2021,Male,25-29,70
5,2020,Female,25-29,6
5,2021,Female,25-29,36
5,2020,Male,30-34,53.60000000000002
5,2021,Male,30-34,154.60000000000002
5,2020,Female,30-34,-1
5,2021,Female,30-34,46
5,2020,Male,35-39,64.19999999999999
5,2021,Male,35-39,238.2
5,2020,Female,35-39,13.400000000000006
5,2021,Female,35-39,73.4
5,2020,Male,40-44,51.60000000000002
5,2021,Male,40-44,235.60000000000002
5,2020,Female,40-44,13.800000000000011
5,2021,Female,40-44,65.80000000000001
5,2020,Male,45-49,-9.200000000000045
5,2021,Male,45-49,109.79999999999995
5,2020,Female,45-49,-3.6000000000000227
5,2021,Female,45-49,80.39999999999998
5,2020,Male,50-54,-8.400000000000091
5,2021,Male,50-54,234.5999999999999
5,2020,Female,50-54,-61.200000000000045
5,2021,Female,50-54,29.799999999999955
5,2020,Male,55-59,-139.4000000000001
5,2021,Male,55-59,352.5999999999999
5,2020,Female,55-59,-1.400000000000091
5,2021,Female,55-59,164.5999999999999
5,2020,Male,60-64,93.19999999999982
5,2021,Male,60-64,986.1999999999998
5,2020,Female,60-64,46.200000000000045
5,2021,Female,60-64,526.2
5,2020,Male,65-69,152.5999999999999
5,2021,Male,65-69,1324.6
5,2020,Female,65-69,139.4000000000001
5,2021,Female,65-69,685.4000000000001
5,2020,Male,70-74,395.8000000000002
5,2021,Male,70-74,1704.8000000000002
5,2020,Female,70-74,246
5,2021,Female,70-74,1010
5,2020,Male,75-79,355.1999999999998
5,2021,Male,75-79,1505.1999999999998
5,2020,Female,75-79,152.4000000000001
5,2021,Female,75-79,956.4000000000001
5,2020,Male,80-84,-68.40000000000009
5,2021,Male,80-84,1259.6
5,2020,Female,80-84,-136.4000000000001
5,2021,Female,80-84,600.5999999999999
5,2020,Male,85+,-167.39999999999964
5,2021,Male,85+,1524.6000000000004
5,2020,Female,85+,-444
5,2021,Female,85+,929
6,2020,Male,0-14,6.199999999999989
6,2021,Male,0-14,-84.80000000000001
6,2020,Female,0-14,-12.199999999999989
6,2021,Female,0-14,-99.19999999999999
6,2020,Male,15-19,20.599999999999994
6,2021,Male,15-19,0.5999999999999943
6,2020,Female,15-19,-5.600000000000001
6,2021,Female,15-19,0.3999999999999986
6,2020,Male,20-24,11.399999999999977
6,2021,Male,20-24,-9.600000000000023
6,2020,Female,20-24,15.599999999999994
6,2021,Female,20-24,0.5999999999999943
6,2020,Male,25-29,23.399999999999977
6,2021,Male,25-29,84.39999999999998
6,2020,Female,25-29,3
6,2021,Female,25-29,0
6,2020,Male,30-34,44.19999999999999
6,2021,Male,30-34,103.19999999999999
6,2020,Female,30-34,16.400000000000006
6,2021,Female,30-34,37.400000000000006
6,2020,Male,35-39,66.80000000000001
6,2021,Male,35-39,124.80000000000001
6,2020,Female,35-39,15.199999999999989
6,2021,Female,35-39,96.19999999999999
6,2020,Male,40-44,59
6,2021,Male,40-44,172
6,2020,Female,40-44,11
6,2021,Female,40-44,97
6,2020,Male,45-49,12.600000000000023
6,2021,Male,45-49,146.60000000000002
6,2020,Female,45-49,21.80000000000001
6,2021,Female,45-49,89.80000000000001
6,2020,Male,50-54,-121.20000000000005
6,2021,Male,50-54,203.79999999999995
6,2020,Female,50-54,-96.39999999999998
6,2021,Female,50-54,-2.3999999999999773
6,2020,Male,55-59,-31
6,2021,Male,55-59,368
6,2020,Female,55-59,-19.200000000000045
6,2021,Female,55-59,80.79999999999995
6,2020,Male,60-64,210
6,2021,Male,60-64,686
6,2020,Female,60-64,165.20000000000005
6,2021,Female,60-64,369.20000000000005
6,2020,Male,65-69,83.80000000000018
6,2021,Male,65-69,823.8000000000002
6,2020,Female,65-69,79.80000000000018
6,2021,Female,65-69,388.8000000000002
6,2020,Male,70-74,339.4000000000001
6,2021,Male,70-74,1330.4
6,2020,Female,70-74,185.4000000000001
6,2021,Female,70-74,657.4000000000001
6,2020,Male,75-79,221
6,2021,Male,75-79,1067
6,2020,Female,75-79,331
6,2021,Female,75-79,784
6,2020,Male,80-84,11.199999999999818
6,2021,Male,80-84,795.1999999999998
6,2020,Female,80-84,-12.800000000000182
6,2021,Female,80-84,438.1999999999998
6,2020,Male,85+,149
6,2021,Male,85+,831
6,2020,Female,85+,-507.39999999999964
6,2021,Female,85+,-42.399999999999636
7,2020,Male,0-14,-51.39999999999998
7,2021,Male,0-14,-128.39999999999998
7,2020,Female,0-14,13.600000000000023
7,2021,Female,0-14,-65.39999999999998
7,2020,Male,15-19,5.599999999999994
7,2021,Male,15-19,-9.400000000000006
7,2020,Female,15-19,-6.200000000000003
7,2021,Female,15-19,9.799999999999997
7,2020,Male,20-24,0.8000000000000114
7,2021,Male,20-24,-9.199999999999989
7,2020,Female,20-24,7.799999999999997
7,2021,Female,20-24,5.799999999999997
7,2020,Male,25-29,23.399999999999977
7,2021,Male,25-29,8.399999999999977
7,2020,Female,25-29,-7.800000000000011
7,2021,Female,25-29,-19.80000000000001
7,2020,Male,30-34,52
7,2021,Male,30-34,136
7,2020,Female,30-34,53.19999999999999
7,2021,Female,30-34,21.19999999999999
7,2020,Male,35-39,80.19999999999999
7,2021,Male,35-39,85.19999999999999
7,2020,Female,35-39,10.199999999999989
7,2021,Female,35-39,71.19999999999999
7,2020,Male,40-44,86.19999999999999
7,2021,Male,40-44,143.2
7,2020,Female,40-44,10.800000000000011
7,2021,Female,40-44,38.80000000000001
7,2020,Male,45-49,-33.200000000000045
7,2021,Male,45-49,75.79999999999995
7,2020,Female,45-49,-88.60000000000002
7,2021,Female,45-49,0.39999999999997726
7,2020,Male,50-54,-160.5999999999999
7,2021,Male,50-54,118.40000000000009
7,2020,Female,50-54,-58.799999999999955
7,2021,Female,50-54,-37.799999999999955
7,2020,Male,55-59,-12.400000000000091
7,2021,Male,55-59,222.5999999999999
7,2020,Female,55-59,-49
7,2021,Female,55-59,-18
7,2020,Male,60-64,177.4000000000001
7,2021,Male,60-64,641.4000000000001
7,2020,Female,60-64,172.79999999999995
7,2021,Female,60-64,416.79999999999995
7,2020,Male,65-69,174.19999999999982
7,2021,Male,65-69,861.1999999999998
7,2020,Female,65-69,99.80000000000018
7,2021,Female,65-69,370.8000000000002
7,2020,Male,70-74,331.5999999999999
7,2021,Male,70-74,1128.6
7,2020,Female,70-74,266
7,2021,Female,70-74,678
7,2020,Male,75-79,432.5999999999999
7,2021,Male,75-79,1027.6
7,2020,Female,75-79,239
7,2021,Female,75-79,590
7,2020,Male,80-84,19.199999999999818
7,2021,Male,80-84,561.1999999999998
7,2020,Female,80-84,-131.80000000000018
7,2021,Female,80-84,305.1999999999998
7,2020,Male,85+,-128
7,2021,Male,85+,533
7,2020,Female,85+,-527.6000000000004
7,2021,Female,85+,-274.60000000000036
8,2020,Male,0-14,-35.39999999999998
8,2021,Male,0-14,-106.39999999999998
8,2020,Female,0-14,-51.80000000000001
8,2021,Female,0-14,-74.80000000000001
8,2020,Male,15-19,17.400000000000006
8,2021,Male,15-19,14.400000000000006
8,2020,Female,15-19,11.200000000000003
8,2021,Female,15-19,7.200000000000003
8,2020,Male,20-24,-26.600000000000023
8,2021,Male,20-24,8.399999999999977
8,2020,Female,20-24,6.799999999999997
8,2021,Female,20-24,19.799999999999997
8,2020,Male,25-29,58.80000000000001
8,2021,Male,25-29,53.80000000000001
8,2020,Female,25-29,3.8000000000000114
8,2021,Female,25-29,5.800000000000011
8,2020,Male,30-34,62.80000000000001
8,2021,Male,30-34,71.80000000000001
8,2020,Female,30-34,39.400000000000006
8,2021,Female,30-34,9.400000000000006
8,2020,Male,35-39,75.60000000000002
8,2021,Male,35-39,109.60000000000002
8,2020,Female,35-39,25.80000000000001
8,2021,Female,35-39,35.80000000000001
8,2020,Male,40-44,80.80000000000001
8,2021,Male,40-44,128.8
8,2020,Female,40-44,45.80000000000001
8,2021,Female,40-44,38.80000000000001
8,2020,Male,45-49,22.200000000000045
8,2021,Male,45-49,40.200000000000045
8,2020,Female,45-49,6.800000000000011
8,2021,Female,45-49,2.8000000000000114
8,2020,Male,50-54,-46.799999999999955
8,2021,Male,50-54,49.200000000000045
8,2020,Female,50-54,-16.399999999999977
8,2021,Female,50-54,-3.3999999999999773
8,2020,Male,55-59,-68.40000000000009
8,2021,Male,55-59,6.599999999999909
8,2020,Female,55-59,-95.20000000000005
8,2021,Female,55-59,-37.200000000000045
8,2020,Male,60-64,196.19999999999982
8,2021,Male,60-64,365.1999999999998
8,2020,Female,60-64,157.20000000000005
8,2021,Female,60-64,242.20000000000005
8,2020,Male,65-69,148.19999999999982
8,2021,Male,65-69,592.1999999999998
8,2020,Female,65-69,116.40000000000009
8,2021,Female,65-69,245.4000000000001
8,2020,Male,70-74,405.4000000000001
8,2021,Male,70-74,910.4000000000001
8,2020,Female,70-74,230.5999999999999
8,2021,Female,70-74,610.5999999999999
8,2020,Male,75-79,338.1999999999998
8,2021,Male,75-79,716.1999999999998
8,2020,Female,75-79,261
8,2021,Female,75-79,456
8,2020,Male,80-84,48.80000000000018
8,2021,Male,80-84,322.8000000000002
8,2020,Female,80-84,92
8,2021,Female,80-84,92
8,2020,Male,85+,155.19999999999982
8,2021,Male,85+,125.19999999999982
8,2020,Female,85+,-418.39999999999964
8,2021,Female,85+,-642.3999999999996
9,2020,Male,0-14,-3
9,2021,Male,0-14,-160
9,2020,Female,0-14,3.3999999999999773
9,2021,Female,0-14,-116.60000000000002
9,2020,Male,15-19,12.199999999999989
9,2021,Male,15-19,-9.800000000000011
9,2020,Female,15-19,1.2000000000000028
9,2021,Female,15-19,-6.799999999999997
9,2020,Male,20-24,-8.399999999999977
9,2021,Male,20-24,-20.399999999999977
9,2020,Female,20-24,-0.20000000000000284
9,2021,Female,20-24,-4.200000000000003
9,2020,Male,25-29,39
9,2021,Male,25-29,-4
9,2020,Female,25-29,4.400000000000006
9,2021,Female,25-29,-8.599999999999994
9,2020,Male,30-34,104.60000000000002
9,2021,Male,30-34,21.600000000000023
9,2020,Female,30-34,29.80000000000001
9,2021,Female,30-34,21.80000000000001
9,2020,Male,35-39,66
9,2021,Male,35-39,26
9,2020,Female,35-39,13.600000000000023
9,2021,Female,35-39,-8.399999999999977
9,2020,Male,40-44,22.200000000000045
9,2021,Male,40-44,63.200000000000045
9,2020,Female,40-44,8.600000000000023
9,2021,Female,40-44,25.600000000000023
9,2020,Male,45-49,-23.799999999999955
9,2021,Male,45-49,-44.799999999999955
9,2020,Female,45-49,-18.399999999999977
9,2021,Female,45-49,-53.39999999999998
9,2020,Male,50-54,-6
9,2021,Male,50-54,-130
9,2020,Female,50-54,-78.79999999999995
9,2021,Female,50-54,-131.79999999999995
9,2020,Male,55-59,33.799999999999955
9,2021,Male,55-59,-111.20000000000005
9,2020,Female,55-59,-47.200000000000045
9,2021,Female,55-59,-161.20000000000005
9,2020,Male,60-64,166.4000000000001
9,2021,Male,60-64,172.4000000000001
9,2020,Female,60-64,102.79999999999995
9,2021,Female,60-64,17.799999999999955
9,2020,Male,65-69,229.80000000000018
9,2021,Male,65-69,84.80000000000018
9,2020,Female,65-69,80.19999999999982
9,2021,Female,65-69,29.199999999999818
9,2020,Male,70-74,358.1999999999998
9,2021,Male,70-74,475.1999999999998
9,2020,Female,70-74,366.8000000000002
9,2021,Female,70-74,298.8000000000002
9,2020,Male,75-79,452.5999999999999
9,2021,Male,75-79,244.5999999999999
9,2020,Female,75-79,366.4000000000001
9,2021,Female,75-79,272.4000000000001
9,2020,Male,80-84,126.19999999999982
9,2021,Male,80-84,73.19999999999982
9,2020,Female,80-84,60
9,2021,Female,80-84,-189
9,2020,Male,85+,153.80000000000018
9,2021,Male,85+,-374.1999999999998
9,2020,Female,85+,-119.39999999999964
9,2021,Female,85+,-1461.3999999999996
10,2020,Male,0-14,-25.399999999999977
10,2021,Male,0-14,-185.39999999999998
10,2020,Female,0-14,-40.19999999999999
10,2021,Female,0-14,-154.2
10,2020,Male,15-19,4.199999999999989
10,2021,Male,15-19,1.1999999999999886
10,2020,Female,15-19,-16.6
10,2021,Female,15-19,-10.600000000000001
10,2020,Male,20-24,23.399999999999977
10,2021,Male,20-24,-76.60000000000002
10,2020,Female,20-24,-7.599999999999994
10,2021,Female,20-24,-26.599999999999994
10,2020,Male,25-29,30
10,2021,Male,25-29,-61
10,2020,Female,25-29,30.19999999999999
10,2021,Female,25-29,-32.80000000000001
10,2020,Male,30-34,36.19999999999999
10,2021,Male,30-34,-27.80000000000001
10,2020,Female,30-34,35.599999999999994
10,2021,Female,30-34,-15.400000000000006
10,2020,Male,35-39,84.39999999999998
10,2021,Male,35-39,-17.600000000000023
10,2020,Female,35-39,16.80000000000001
10,2021,Female,35-39,-45.19999999999999
10,2020,Male,40-44,94.39999999999998
10,2021,Male,40-44,-35.60000000000002
10,2020,Female,40-44,53
10,2021,Female,40-44,-39
10,2020,Male,45-49,33.60000000000002
10,2021,Male,45-49,-116.39999999999998
10,2020,Female,45-49,12.800000000000011
10,2021,Female,45-49,-100.19999999999999
10,2020,Male,50-54,-144.20000000000005
10,2021,Male,50-54,-221.20000000000005
10,2020,Female,50-54,-55.200000000000045
10,2021,Female,50-54,-217.20000000000005
10,2020,Male,55-59,6.2000000000000455
10,2021,Male,55-59,-444.79999999999995
10,2020,Female,55-59,-45.200000000000045
10,2021,Female,55-59,-268.20000000000005
10,2020,Male,60-64,307.8000000000002
10,2021,Male,60-64,-240.19999999999982
10,2020,Female,60-64,46.799999999999955
10,2021,Female,60-64,-267.20000000000005
10,2020,Male,65-69,238.19999999999982
10,2021,Male,65-69,-274.8000000000002
10,2020,Female,65-69,160.19999999999982
10,2021,Female,65-69,-220.80000000000018
10,2020,Male,70-74,465.4000000000001
10,2021,Male,70-74,-110.59999999999991
10,2020,Female,70-74,243.5999999999999
10,2021,Female,70-74,-83.40000000000009
10,2020,Male,75-79,504.1999999999998
10,2021,Male,75-79,-173.80000000000018
10,2020,Female,75-79,239.80000000000018
10,2021,Female,75-79,-270.1999999999998
10,2020,Male,80-84,197
10,2021,Male,80-84,-381
10,2020,Female,80-84,140
10,2021,Female,80-84,-556
10,2020,Male,85+,254
10,2021,Male,85+,-1171
10,2020,Female,85+,-252.20000000000073
10,2021,Female,85+,-2470.2000000000007
11,2020,Male,0-14,-11.399999999999977
11,2021,Male,0-14,-199.39999999999998
11,2020,Female,0-14,-65.80000000000001
11,2021,Female,0-14,-172.8
11,2020,Male,15-19,23.599999999999994
11,2021,Male,15-19,-25.400000000000006
11,2020,Female,15-19,2.200000000000003
11,2021,Female,15-19,-34.8
11,2020,Male,20-24,16.399999999999977
11,2021,Male,20-24,-70.60000000000002
11,2020,Female,20-24,1
11,2021,Female,20-24,-28
11,2020,Male,25-29,37.60000000000002
11,2021,Male,25-29,-48.39999999999998
11,2020,Female,25-29,10.599999999999994
11,2021,Female,25-29,-8.400000000000006
11,2020,Male,30-34,49.19999999999999
11,2021,Male,30-34,-11.800000000000011
11,2020,Female,30-34,18.80000000000001
11,2021,Female,30-34,-9.199999999999989
11,2020,Male,35-39,111.39999999999998
11,2021,Male,35-39,5.399999999999977
11,2020,Female,35-39,29.400000000000006
11,2021,Female,35-39,-38.599999999999994
11,2020,Male,40-44,70.19999999999999
11,2021,Male,40-44,-40.80000000000001
11,2020,Female,40-44,9.399999999999977
11,2021,Female,40-44,-56.60000000000002
11,2020,Male,45-49,-19.200000000000045
11,2021,Male,45-49,-175.20000000000005
11,2020,Female,45-49,-27.399999999999977
11,2021,Female,45-49,-135.39999999999998
11,2020,Male,50-54,-49.40000000000009
11,2021,Male,50-54,-377.4000000000001
11,2020,Female,50-54,-59.39999999999998
11,2021,Female,50-54,-258.4
11,2020,Male,55-59,-59.799999999999955
11,2021,Male,55-59,-564.8
11,2020,Female,55-59,-54.200000000000045
11,2021,Female,55-59,-387.20000000000005
11,2020,Male,60-64,166.80000000000018
11,2021,Male,60-64,-420.1999999999998
11,2020,Female,60-64,146.4000000000001
11,2021,Female,60-64,-409.5999999999999
11,2020,Male,65-69,286
11,2021,Male,65-69,-496
11,2020,Female,65-69,149.19999999999982
11,2021,Female,65-69,-449.8000000000002
11,2020,Male,70-74,485
11,2021,Male,70-74,-349
11,2020,Female,70-74,266
11,2021,Female,70-74,-280
11,2020,Male,75-79,347.4000000000001
11,2021,Male,75-79,-393.5999999999999
11,2020,Female,75-79,289.5999999999999
11,2021,Female,75-79,-461.4000000000001
11,2020,Male,80-84,236.80000000000018
11,2021,Male,80-84,-561.1999999999998
11,2020,Female,80-84,55
11,2021,Female,80-84,-787
11,2020,Male,85+,275.60000000000036
11,2021,Male,85+,-1424.3999999999996
11,2020,Female,85+,-109.20000000000073
11,2021,Female,85+,-2994.2000000000007
12,2020,Male,0-14,-22.600000000000023
12,2020,Female,0-14,-37.19999999999999
12,2020,Male,15-19,-0.5999999999999943
12,2020,Female,15-19,-0.3999999999999986
12,2020,Male,20-24,-10.199999999999989
12,2020,Female,20-24,6
12,2020,Male,25-29,26.80000000000001
12,2020,Female,25-29,37.599999999999994
12,2020,Male,30-34,82.60000000000002
12,2020,Female,30-34,32
12,2020,Male,35-39,79.19999999999999
12,2020,Female,35-39,50.599999999999994
12,2020,Male,40-44,111.20000000000005
12,2020,Female,40-44,55.19999999999999
12,2020,Male,45-49,-3
12,2020,Female,45-49,11.199999999999989
12,2020,Male,50-54,-15
12,2020,Female,50-54,-68.20000000000005
12,2020,Male,55-59,70.59999999999991
12,2020,Female,55-59,1.7999999999999545
12,2020,Male,60-64,216.4000000000001
12,2020,Female,60-64,157
12,2020,Male,65-69,302.5999999999999
12,2020,Female,65-69,235.4000000000001
12,2020,Male,70-74,522.1999999999998
12,2020,Female,70-74,361
12,2020,Male,75-79,555.8000000000002
