"","age","gender","deaths"
"1","0-9","Male",9
"2","10-19","Male",8
"3","20-29","Male",16
"4","30-39","Male",96
"5","40-49","Male",262
"6","50-59","Male",389
"7","60-69","Male",362
"8","70+","Male",408
"9","0-9","Female",11
"10","10-19","Female",14
"11","20-29","Female",43
"12","30-39","Female",73
"13","40-49","Female",96
"14","50-59","Female",134
"15","60-69","Female",191
"16","70+","Female",256
