"category","gender","orphans","orphans_percent","country"
"[0-5)","Female",956,3.15761659400185,"Argentina"
"[0-5)","Male",3391,11.2002906592681,"Argentina"
"[5-10)","Female",1456,4.80908970801955,"Argentina"
"[5-10)","Male",5115,16.8945699564011,"Argentina"
"[10-18)","Female",4519,14.926014004492,"Argentina"
"[10-18)","Male",14839,49.0124190778174,"Argentina"
"[0-5)","Female",972,3.20633349826818,"Argentina"
"[0-5)","Male",3249,10.7174666006927,"Argentina"
"[5-10)","Female",1410,4.65116279069767,"Argentina"
"[5-10)","Male",5110,16.8563417450107,"Argentina"
"[10-18)","Female",4507,14.8672274451592,"Argentina"
"[10-18)","Male",15067,49.7014679201715,"Argentina"
"[0-5)","Female",904,2.98271083542299,"Argentina"
"[0-5)","Male",3219,10.6209581628613,"Argentina"
"[5-10)","Female",1503,4.9590867097796,"Argentina"
"[5-10)","Male",5035,16.6127755048172,"Argentina"
"[10-18)","Female",4554,15.0257357793322,"Argentina"
"[10-18)","Male",15093,49.7987330077867,"Argentina"
"[0-5)","Female",919,3.06047688823764,"Argentina"
"[0-5)","Male",3412,11.3627281204209,"Argentina"
"[5-10)","Female",1462,4.8687891301452,"Argentina"
"[5-10)","Male",4984,16.5978420141202,"Argentina"
"[10-18)","Female",4643,15.4622352471027,"Argentina"
"[10-18)","Male",14608,48.6479285999734,"Argentina"
"[0-5)","Female",914,3.06731995435935,"Argentina"
"[0-5)","Male",3271,10.9772467950869,"Argentina"
"[5-10)","Female",1470,4.93321699442916,"Argentina"
"[5-10)","Male",4954,16.6252768642191,"Argentina"
"[10-18)","Female",4443,14.9103966709175,"Argentina"
"[10-18)","Male",14746,49.486542720988,"Argentina"
"[0-5)","Female",979,3.1770241765374,"Argentina"
"[0-5)","Male",3293,10.6863540483531,"Argentina"
"[5-10)","Female",1504,4.88073989939964,"Argentina"
"[5-10)","Male",5083,16.495213370112,"Argentina"
"[10-18)","Female",4658,15.1160149277949,"Argentina"
"[10-18)","Male",15298,49.644653577803,"Argentina"
"[0-5)","Female",902,2.98982399151447,"Argentina"
"[0-5)","Male",3357,11.1273161191952,"Argentina"
"[5-10)","Female",1462,4.84603400841924,"Argentina"
"[5-10)","Male",5156,17.0903907985018,"Argentina"
"[10-18)","Female",4556,15.1015943518181,"Argentina"
"[10-18)","Male",14736,48.8448407305512,"Argentina"
"[0-5)","Female",1023,3.4138690515918,"Argentina"
"[0-5)","Male",3358,11.2060335046386,"Argentina"
"[5-10)","Female",1435,4.78876059534139,"Argentina"
"[5-10)","Male",5074,16.9325235266636,"Argentina"
"[10-18)","Female",4530,15.1171327504505,"Argentina"
"[10-18)","Male",14546,48.5416805713142,"Argentina"
"[0-5)","Female",926,3.12226043563288,"Argentina"
"[0-5)","Male",3214,10.8368736934385,"Argentina"
"[5-10)","Female",1472,4.9632476903365,"Argentina"
"[5-10)","Male",4987,16.8150246139322,"Argentina"
"[10-18)","Female",4459,15.0347292467462,"Argentina"
