"category","gender","li_raw","ui_raw","li_percent","ui_percent","raw","percent","country"
"[0-5)","Female",84,122,2.22206638616176,3.1689513438221,103,2.67185473411154,"Nigeria"
"[0-5)","Male",576.975,658,15.4528283497064,16.5402223068215,619,16.0570687418936,"Nigeria"
"[5-10)","Female",116,161.025,3.0855018032991,4.15635285718659,140,3.63164721141375,"Nigeria"
"[5-10)","Male",779,886.05,21.0233944801041,22.1317395520951,833,21.6083009079118,"Nigeria"
"[10-18)","Female",276.975,356,7.25861499549822,9.23430324194825,311,8.0674448767834,"Nigeria"
"[10-18)","Male",1734.925,1956,46.7739450270888,49.0574574765952,1849,47.9636835278859,"Nigeria"
"[0-5)","Female",728,831,2.90188712973449,3.31942826122289,778,3.09012193668825,"Peru"
"[0-5)","Male",3019,3381.025,12.0921028078851,13.4087855432653,3214,12.765619414545,"Peru"
"[5-10)","Female",1142.975,1278,4.57241143442025,5.08825755631941,1208,4.79802994796838,"Peru"
"[5-10)","Male",4426.95,4914.025,17.8799959812711,19.4719149775429,4736,18.8108193986575,"Peru"
"[10-18)","Female",3202.975,3496,12.7883925142355,13.9484149126331,3339,13.2621043015451,"Peru"
"[10-18)","Male",11390,12301.05,46.1604701417255,48.368144856288,11902,47.2733050005958,"Peru"
"[0-5)","Female",327,376.025,5.09820878195958,5.7259854605642,350,5.37964955425761,"Philippines"
"[0-5)","Male",580,628,8.99404594644839,9.58329085929092,607,9.32984936981248,"Philippines"
"[5-10)","Female",536,602,8.3608576304517,9.14456262622686,568,8.73040270519521,"Philippines"
"[5-10)","Male",920,986,14.3093833201043,15.0340209822113,954,14.6633876421765,"Philippines"
"[10-18)","Female",1488.975,1634,23.1474148014447,24.8367102066516,1562,24.0086074392868,"Philippines"
"[10-18)","Male",2390.975,2538,37.0500512595871,38.8016036370731,2465,37.8881032892714,"Philippines"
"[0-5)","Female",133.975,160,4.2834018314226,4.99864196751418,146,4.62464364903389,"Poland"
"[0-5)","Male",303,332,9.70773649295301,10.4252789644206,320,10.1362052581565,"Poland"
"[5-10)","Female",208,240,6.73096405614892,7.555983871676,225,7.12701932214127,"Poland"
"[5-10)","Male",457,493,14.6884940401603,15.428038309428,477,15.1092809629395,"Poland"
"[10-18)","Female",539,597,17.2867028282286,18.7828357814976,568,17.9917643332277,"Poland"
"[10-18)","Male",1378,1465,44.0941038904917,45.972516890019,1421,45.0110864745011,"Poland"
"[0-5)","Female",4165.108439925,4577.7703388245,5.07291178443752,5.57021456443139,4374.051173545,5.32000267504849,"South Africa"
"[0-5)","Male",11128.8810805976,12052.7653652424,13.6238481091549,14.5681781553505,11571.578497455,14.0740988430415,"South Africa"
"[5-10)","Female",6378.2518684,6876.07167748212,7.76174594346175,8.37149998418912,6611.937820475,8.04186450879422,"South Africa"
"[5-10)","Male",14711.1492635826,15758.7496405024,18.0340167869649,19.0518172276717,15236.32407529,18.5313983815957,"South Africa"
"[10-18)","Female",15230.8255823,16253.6140096024,18.569936868074,19.7407526591505,15736.68693738,19.1399719119909,"South Africa"
"[10-18)","Male",27753.2997112131,29466.42393341,34.131568522237,35.5602288061977,28688.387175325,34.8926636795292,"South Africa"
"[0-5)","Female",61,78,2.63622162182185,3.35798079132085,70,3.02114803625378,"Spain"
"[0-5)","Male",167,188,7.29612796412025,8.03457677109012,178,7.68234786361675,"Spain"
"[5-10)","Female",109,132,4.76594331624846,5.6044073510443,120,5.17911091929219,"Spain"
"[5-10)","Male",303,333,13.3039046335672,14.1422077314714,319,13.7678031937851,"Spain"
"[10-18)","Female",403,455,17.6444600576751,19.4133920269399,429,18.5153215364696,"Spain"
"[10-18)","Male",1164,1237.025,50.7961839301376,52.9310204311478,1201,51.8342684505827,"Spain"
"[0-5)","Female",5530,5709.075,5.27951655323077,5.43184735187442,5614,5.3520697084676,"USA"
"[0-5)","Male",15848,16103.025,15.1438051447846,15.3122182575394,15974,15.2287070757145,"USA"
"[5-10)","Female",7437.975,7659.025,7.10594971584152,7.27919654582844,7542,7.19011573588575,"USA"
"[5-10)","Male",19190.95,19474,18.3383223713475,18.5096103175498,19330,18.4281274429424,"USA"
"[10-18)","Female",15885.95,16294,15.174744321969,15.502613871777,16081,15.3307148168627,"USA"
"[10-18)","Male",40099,40624.05,38.3030754659589,38.6331331109537,40353,38.470265220127,"USA"
"[0-5)","Female",167,220,6.42801551191804,8.2420608799793,193,7.25563909774436,"Zimbabwe"
"[0-5)","Male",436,530,17.0970802808352,19.3834982408109,486,18.2706766917293,"Zimbabwe"
"[5-10)","Female",191,242.025,7.30359673990078,9.12497857059415,215,8.08270676691729,"Zimbabwe"
"[5-10)","Male",503,606,19.5668280031717,21.9973743892676,556,20.9022556390977,"Zimbabwe"
"[10-18)","Female",296,375.025,11.3918753143267,14.0685889151093,335,12.593984962406,"Zimbabwe"
"[10-18)","Male",802.975,947,31.0893508942929,34.592809935271,875,32.8947368421053,"Zimbabwe"
