"category","gender","li_raw","ui_raw","li_percent","ui_percent","raw","percent","country"
"[0-5)","Female",568,645,3.31703855250408,3.73379436411856,605,3.50257627511145,"Argentina"
"[0-5)","Male",1826.975,2022,10.6703063218217,11.6680628156557,1927,11.1561396399004,"Argentina"
"[5-10)","Female",865,970,5.07238798301855,5.58460501924121,915,5.297284779714,"Argentina"
"[5-10)","Male",2740.975,2990.05,16.0892201295882,17.1864177669558,2876,16.6502634168934,"Argentina"
"[10-18)","Female",2675.95,2890,15.6449377652499,16.6582825494696,2784,16.1176402477856,"Argentina"
"[10-18)","Male",7889.975,8409.05,46.412195582283,48.0584385914144,8166,47.2760956405952,"Argentina"
"[0-5)","Female",1788.9,1923.768375,3.16387871204352,3.38262985153736,1856.985,3.27247917940997,"Brazil"
"[0-5)","Male",8510.524875,9219.543375,15.0734342350086,16.1906684274719,8873.745,15.6377923116736,"Brazil"
"[5-10)","Female",2739.386625,2924.985,4.8456985296881,5.14112690825582,2827.53,4.98282595398297,"Brazil"
"[5-10)","Male",10836.028125,11524.020375,19.2625520548946,20.1213736874742,11177.955,19.6983955206324,"Brazil"
"[10-18)","Female",7965.911625,8357.1,14.0905846617945,14.6998556049557,8155.515,14.3720886463088,"Brazil"
"[10-18)","Male",23367.739875,24333.078375,41.46608873901,42.5477522563884,23853.78,42.0364183879923,"Brazil"
"[0-5)","Female",707.247316,818.757152,2.82543991346494,3.2233581655366,759.183404,2.99776826105314,"Colombia"
"[0-5)","Male",2396.697708,2656.378148,9.51641225372691,10.4578440554717,2531.120524,9.99457144580493,"Colombia"
"[5-10)","Female",1322.8045237,1483.2717603,5.25967011985712,5.83135443663759,1406.856972,5.55522045961759,"Colombia"
"[5-10)","Male",3711.90276,4073.9660323,14.8742996374182,15.9428484683022,3910.48192,15.4412208215212,"Colombia"
"[10-18)","Female",4804.08814,5211.9773723,19.1383798001021,20.4544972493562,4998.084704,19.7358103625068,"Colombia"
"[10-18)","Male",11291.516544,12067.5791766,45.3790551073536,47.1275406457476,11719.225504,46.2754086494964,"Colombia"
"[0-5)","Female",73,96,3.84206293026207,4.94021513547828,85,4.44096133751306,"England & Wales"
"[0-5)","Male",216,248,11.4661958687561,12.5960769976363,227,11.8599791013584,"England & Wales"
"[5-10)","Female",106,135,5.60561516513672,6.90392441215837,122,6.37408568443051,"England & Wales"
"[5-10)","Male",346,390,18.4503622098561,19.7546106283579,366,19.1222570532915,"England & Wales"
"[10-18)","Female",242,287,12.6678487207525,14.8227665065152,263,13.7408568443051,"England & Wales"
"[10-18)","Male",818,899,43.2677547592093,45.766220852314,851,44.4618599791014,"England & Wales"
"[0-5)","Female",37,53,3.04824041713661,4.30235870712691,44,3.62438220757825,"France"
"[0-5)","Male",101,124,8.4982955071208,9.95905281998088,112,9.22570016474465,"France"
"[5-10)","Female",60,82,5.08033285050525,6.63517791935359,72,5.93080724876442,"France"
"[5-10)","Male",176,207,14.9239956753522,16.4715930205061,188,15.4859967051071,"France"
"[10-18)","Female",191,236,15.9683635088614,18.9831063274987,212,17.4629324546952,"France"
"[10-18)","Male",551.975,618.025,46.3093261910368,49.7826024897505,586,48.2701812191104,"France"
"[0-5)","Female",23,36,3.08044422839739,4.67305337598081,28,3.66492146596859,"Germany"
"[0-5)","Male",76,94,10.1960784313725,11.911065269179,85,11.1256544502618,"Germany"
"[5-10)","Female",37,50,4.84287774702371,6.48042443929154,43,5.6282722513089,"Germany"
"[5-10)","Male",120,141,16.1165586335302,17.8905927022833,130,17.0157068062827,"Germany"
"[10-18)","Female",103,130.025,13.5506527643219,16.8219714438562,116,15.1832460732984,"Germany"
"[10-18)","Male",340,383,45.4424353684293,49.0971011403994,362,47.3821989528796,"Germany"
"[0-5)","Female",26841.4668492209,28183.5526138011,2.60281827172491,2.72964929352595,27517.478579214,2.66837555771844,"India"
"[0-5)","Male",114024.868646059,117175.614974531,11.0874305479516,11.3372346435097,115644.961439622,11.2141156970637,"India"
"[5-10)","Female",42045.8923780157,43776.5420329706,4.08282615637578,4.24474298427222,42910.968763108,4.161085467038,"India"
"[5-10)","Male",173192.913323842,177417.676083318,16.8771774178246,17.1439004382051,175390.386220494,17.0076418267146,"India"
"[10-18)","Female",154382.09813221,158656.549368716,14.9871013670741,15.3737014565979,156508.764949094,15.1766871283885,"India"
"[10-18)","Male",508710.379390755,517743.992957194,49.5080261676395,50.0183831099663,513272.030024494,49.7720943230768,"India"
"[0-5)","Female",1065.170568,1191.976588,3.48746031913659,3.86856141734145,1134.337488,3.69064586302603,"Iran (Islamic Republic of)"
"[0-5)","Male",3919.4011609,4156.931892,12.8859268642509,13.4177669195522,4039.348128,13.1422999024829,"Iran (Islamic Republic of)"
"[5-10)","Female",1512.449984,1650.783824,4.95183056897164,5.3628198949961,1586.228032,5.16090315805266,"Iran (Islamic Republic of)"
"[5-10)","Male",5422.686528,5664.8283871,17.8248155608566,18.2576967687098,5547.186984,18.0481584277249,"Iran (Islamic Republic of)"
"[10-18)","Female",3940.208876,4177.681968,12.8750229554842,13.5817098609945,4067.014896,13.2323156552397,"Iran (Islamic Republic of)"
"[10-18)","Male",14128.496192,14598.831248,46.2610505503969,47.2169752472782,14361.358156,46.7256769934739,"Iran (Islamic Republic of)"
"[0-5)","Female",15,24,2.58620689655172,4.18136709414963,17,2.98245614035088,"Italy"
"[0-5)","Male",39,51,7.06708979874021,8.71903976697534,46,8.07017543859649,"Italy"
"[5-10)","Female",26,38,4.69530206806709,6.48671748671749,32,5.6140350877193,"Italy"
"[5-10)","Male",77,93,13.893653516295,15.7897099121232,84,14.7368421052632,"Italy"
"[10-18)","Female",86,111,15.2651302370431,19.0794042397661,99,17.3684210526316,"Italy"
"[10-18)","Male",272,312,48.8846893877247,53.442483451181,292,51.2280701754386,"Italy"
"[0-5)","Female",97,133.025,2.45206134151997,3.28661867167999,117,2.89890981169475,"Kenya"
"[0-5)","Male",710.95,814,18.080821585799,19.6516923495274,762,18.8800792864222,"Kenya"
"[5-10)","Female",152,197,3.81871695727042,4.8697160090475,174,4.31119920713578,"Kenya"
"[5-10)","Male",840,964,21.5848367743649,23.0615716523888,900,22.2993062438057,"Kenya"
"[10-18)","Female",353,440,8.83149834840036,10.8395547689338,395,9.78691774033697,"Kenya"
"[10-18)","Male",1581.975,1785.05,40.5082744325763,42.8968220261782,1688,41.8235877106046,"Kenya"
"[0-5)","Female",46,75,3.79602939243857,5.92021930525103,60,4.79233226837061,"Malawi"
"[0-5)","Male",131.975,179,11.1111111111111,13.7097671846724,158,12.6198083067093,"Malawi"
