"category","gender","li_raw","ui_raw","li_percent","ui_percent","raw","percent","country"
"[5-10)","Female",154,181,4.10515354474028,4.73771341971777,166,4.38689217758985,"Italy"
"[5-10)","Male",552,590,14.7882333514812,15.4156315119805,572,15.1162790697674,"Italy"
"[10-18)","Female",541,599,14.3577723761682,15.6902565620785,570,15.0634249471459,"Italy"
"[10-18)","Male",2041.975,2142,54.5096392569874,56.0895774671635,2095,55.3646934460888,"Italy"
"[0-5)","Female",215.975,267.025,2.59398087784699,3.17798876722321,239,2.86090495570984,"Kenya"
"[0-5)","Male",1495,1652,18.2393838889819,19.4673912795966,1576,18.8652142686138,"Kenya"
"[5-10)","Female",330,394.05,3.97419511886676,4.7172746606255,363,4.34522384486474,"Kenya"
"[5-10)","Male",1762.975,1959.025,21.6828134071404,22.9033878557134,1862,22.2887239645679,"Kenya"
"[10-18)","Female",764.975,888.025,9.1874728376688,10.6208912783177,826,9.88747905195116,"Kenya"
"[10-18)","Male",3320.975,3638.025,40.7675197741085,42.6608758458626,3488,41.7524539142926,"Kenya"
"[0-5)","Female",106,146,3.07860433270918,4.228958102196,126,3.61757105943152,"Malawi"
"[0-5)","Male",448,541.025,13.3219867296353,15.2453823525488,494,14.1831754234855,"Malawi"
"[5-10)","Female",139,183,4.0288355822089,5.26162379041775,161,4.62245190927361,"Malawi"
"[5-10)","Male",604.95,729,18.1563466758731,20.1611992063147,669,19.2075796726959,"Malawi"
"[10-18)","Female",364,464.025,10.6176240744115,13.3887111366353,417,11.9724375538329,"Malawi"
"[10-18)","Male",1489.975,1733,44.6749010363043,48.0465428137528,1616,46.3967843812805,"Malawi"
"[0-5)","Female",6470.933319862,6762.91969395,3.36827250532722,3.50354892162074,6614.779548273,3.43566354806695,"Mexico"
"[0-5)","Male",18637.747893073,19047.816991976,9.71398054232953,9.86270312454969,18841.708963208,9.78623281331891,"Mexico"
"[5-10)","Female",11241.3680544564,11636.51579086,5.85174747314863,6.02485802670354,11436.848637991,5.94020763406448,"Mexico"
"[5-10)","Male",31777.0810530672,32380.5374508377,16.5737060462244,16.7476897700222,32082.002852919,16.6631354750939,"Mexico"
"[10-18)","Female",34349.191169367,35212.3222137988,17.8751931368025,18.2463303934464,34774.288978701,18.0614873378904,"Mexico"
"[10-18)","Male",88057.4546585292,89466.1815655721,45.9097347441281,46.3127866713914,88783.180350449,46.1132731915653,"Mexico"
"[0-5)","Female",132,177,2.39925796892856,3.16593826178399,154,2.77577505407354,"Nigeria"
"[0-5)","Male",838,943.025,15.5542902904853,16.4714849557924,888,16.0057678442682,"Nigeria"
"[5-10)","Female",178,232,3.26269734571153,4.11303236010697,204,3.67700072098053,"Nigeria"
"[5-10)","Male",1137,1271,21.1479266210207,22.1154953917051,1197,21.5753424657534,"Nigeria"
"[10-18)","Female",396,492,7.18559455829251,8.84274073094368,446,8.03893294881038,"Nigeria"
"[10-18)","Male",2523,2799,46.904826977765,48.8184758760498,2659,47.9271809661139,"Nigeria"
"[0-5)","Female",2562,2837.025,3.19921049251122,3.57279853004276,2686,3.34866788844423,"Peru"
"[0-5)","Male",9621.725,10678.3,12.0865239182304,13.4006107289425,10220,12.7413945718168,"Peru"
"[5-10)","Female",3956.975,4327.025,4.95799145746066,5.42696848747482,4139,5.16014013040605,"Peru"
"[5-10)","Male",14003.9,15445.325,17.7064770197557,19.2192528082739,14895,18.5697722257546,"Peru"
"[10-18)","Female",10981.85,11861.05,13.7696402164909,14.8467759113269,11414,14.2299684581915,"Peru"
"[10-18)","Male",35386,38029.1,44.8689481224088,46.9961479726408,36857,45.9500567253868,"Peru"
"[0-5)","Female",941,1019.025,5.79393782848394,6.19393083412871,981,6.00293721698691,"Philippines"
"[0-5)","Male",1387,1463.025,8.55817777167732,8.90997903522133,1427,8.73210133398605,"Philippines"
"[5-10)","Female",1538,1653.025,9.51146462374772,10.0259230004398,1597,9.77236568351487,"Philippines"
"[5-10)","Male",2197,2303,13.546324790524,14.0051629409229,2250,13.7682046261168,"Philippines"
"[10-18)","Female",4213.975,4452,25.9946810613103,27.0533033479766,4336,26.532860115041,"Philippines"
"[10-18)","Male",5630.95,5864.025,34.6474986404146,35.7429592479867,5751,35.1915310243544,"Philippines"
"[0-5)","Female",177,207,2.72539863882092,3.15209189117764,192,2.93174530462666,"Poland"
"[0-5)","Male",815.975,865,12.5477200783012,13.1077393136665,840,12.8263857077416,"Poland"
"[5-10)","Female",306,346,4.72140790737799,5.23646700405547,326,4.97785921514735,"Poland"
"[5-10)","Male",1170,1232.025,18.0758796200334,18.6123407528154,1200,18.3234081539166,"Poland"
"[10-18)","Female",853,935,13.1114967678737,14.2028749851272,891,13.6051305542831,"Poland"
"[10-18)","Male",3025,3161,46.6401935964094,47.8448393912578,3100,47.3354710642846,"Poland"
"[0-5)","Female",6504.71720717,7087.55746411,4.83770150142201,5.28150655663383,6793.388089145,5.04965872399559,"South Africa"
"[0-5)","Male",19538.8261088026,20943.8972612347,14.5790476722867,15.4786724589574,20190.46625928,15.007969918666,"South Africa"
"[5-10)","Female",9993.37354700025,10788.1119775424,7.46465855577135,7.99521355329378,10389.402504605,7.72264683042465,"South Africa"
"[5-10)","Male",24383.067164155,26137.4300837769,18.2873399471524,19.2582913322133,25249.07981008,18.7681366738873,"South Africa"
"[10-18)","Female",24108.142514655,25667.2402019695,17.9651390600012,19.0215182299766,24891.67776573,18.5024727183553,"South Africa"
"[10-18)","Male",45589.9985837989,48268.9330996893,34.1948388069187,35.593076782794,47017.61355749,34.9491151346712,"South Africa"
"[0-5)","Female",84,103,3.01250145145656,3.62347801717119,93,3.30843116328709,"Spain"
"[0-5)","Male",209,232,7.51417407667408,8.17039416235848,223,7.93311988616151,"Spain"
"[5-10)","Female",140.975,164.025,5.06495991580275,5.78326302368565,152,5.40732835289932,"Spain"
"[5-10)","Male",373,406,13.4980141163856,14.2502767235927,390,13.8740661686233,"Spain"
"[10-18)","Female",478,532,17.1793031195182,18.7524695312903,506,18.0007114905727,"Spain"
"[10-18)","Male",1405.975,1491,50.7085338043696,52.5613619840719,1447,51.4763429384561,"Spain"
"[0-5)","Female",8063,8261,5.40691844062928,5.52206709067713,8161,5.46463821296086,"USA"
"[0-5)","Male",21874.975,22188.05,14.6836700296374,14.829946513399,22040,14.7580720761741,"USA"
"[5-10)","Female",11060.975,11302,7.41815344289717,7.55331040004407,11177,7.48416386548995,"USA"
"[5-10)","Male",26711.975,27053.025,17.9326383991197,18.0707936138926,26887,18.0036426457393,"USA"
"[10-18)","Female",24598.975,25061.075,16.4973254005766,16.7596774739951,24828,16.6249280175704,"USA"
"[10-18)","Male",55907.95,56553.125,37.5338236538627,37.789907401146,56249,37.6645551820653,"USA"
"[0-5)","Female",531,633,6.77293389111831,7.95306798559573,581,7.29166666666667,"Zimbabwe"
"[0-5)","Male",1344,1543.025,17.2421807856985,19.2098110150487,1452,18.2228915662651,"Zimbabwe"
"[5-10)","Female",598,698.025,7.57888017558919,8.77633833478776,648,8.13253012048193,"Zimbabwe"
"[5-10)","Male",1537,1763,19.9412425844018,21.6930408435147,1669,20.9462851405622,"Zimbabwe"
"[10-18)","Female",931,1078,11.8764592153231,13.5123211548814,1007,12.6380522088353,"Zimbabwe"
"[10-18)","Male",2445.9,2758.05,31.5506583811104,34.0986730638852,2611,32.7685742971888,"Zimbabwe"
