age,year,fertility_rate,date,gender
under 15-NA,2015,0,2015,M
15-19,2015,0.006025057326271738,2015,M
20-24,2015,0.04142946360986799,2015,M
25-29,2015,0.06683584588472906,2015,M
30-34,2015,0.07432347979046232,2015,M
35-39,2015,0.05391036121871628,2015,M
40-44,2015,0.035151696505335034,2015,M
45-49,2015,0.02284472890735387,2015,M
50-54,2015,0.016931479698698095,2015,M
55-59,2015,0.012878325421486262,2015,M
60-64,2015,0.009954287201552016,2015,M
65-69,2015,0.008636294618700012,2015,M
70-74,2015,0.005925939670761382,2015,M
75-79,2015,0.005195819579540285,2015,M
80+,2015,0,2015,M
under 15-NA,2014,0,2014,M
15-19,2014,0.006025057326271738,2014,M
20-24,2014,0.04142946360986799,2014,M
25-29,2014,0.06683584588472906,2014,M
30-34,2014,0.07432347979046232,2014,M
35-39,2014,0.05391036121871628,2014,M
40-44,2014,0.035151696505335034,2014,M
45-49,2014,0.02284472890735387,2014,M
50-54,2014,0.016931479698698095,2014,M
55-59,2014,0.012878325421486262,2014,M
60-64,2014,0.009954287201552016,2014,M
65-69,2014,0.008636294618700012,2014,M
70-74,2014,0.005925939670761382,2014,M
75-79,2014,0.005195819579540285,2014,M
80+,2014,0,2014,M
under 15-NA,2013,0,2013,M
15-19,2013,0.006025057326271738,2013,M
20-24,2013,0.04142946360986799,2013,M
25-29,2013,0.06683584588472906,2013,M
30-34,2013,0.07432347979046232,2013,M
35-39,2013,0.05391036121871628,2013,M
40-44,2013,0.035151696505335034,2013,M
45-49,2013,0.02284472890735387,2013,M
50-54,2013,0.016931479698698095,2013,M
55-59,2013,0.012878325421486262,2013,M
60-64,2013,0.009954287201552016,2013,M
65-69,2013,0.008636294618700012,2013,M
70-74,2013,0.005925939670761382,2013,M
75-79,2013,0.005195819579540285,2013,M
80+,2013,0,2013,M
under 15-NA,2012,0,2012,M
15-19,2012,0.006025057326271738,2012,M
20-24,2012,0.04142946360986799,2012,M
25-29,2012,0.06683584588472906,2012,M
30-34,2012,0.07432347979046232,2012,M
35-39,2012,0.05391036121871628,2012,M
40-44,2012,0.035151696505335034,2012,M
45-49,2012,0.02284472890735387,2012,M
50-54,2012,0.016931479698698095,2012,M
55-59,2012,0.012878325421486262,2012,M
60-64,2012,0.009954287201552016,2012,M
65-69,2012,0.008636294618700012,2012,M
70-74,2012,0.005925939670761382,2012,M
75-79,2012,0.005195819579540285,2012,M
80+,2012,0,2012,M
under 15-NA,2011,0,2011,M
15-19,2011,0.006025057326271738,2011,M
20-24,2011,0.04142946360986799,2011,M
