"age","year","fertility_rate","date","gender"
"under 15-NA","2015",0,"2015","F"
"15-19","2015",0.0778741989992539,"2015","F"
"20-24","2015",0.197414646954772,"2015","F"
"25-29","2015",0.199664218492744,"2015","F"
"30-34","2015",0.160796633101704,"2015","F"
"35-39","2015",0.112828969421511,"2015","F"
"40-44","2015",0.0487241505133807,"2015","F"
"45-49","2015",0.00833430567186785,"2015","F"
"50-54","2015",0.00134236316841707,"2015","F"
"55-59","2015",0.00069768695914409,"2015","F"
"60-64","2015",0.00312787776423313,"2015","F"
"65-69","2015",0,"2015","F"
"70-74","2015",0,"2015","F"
"75-79","2015",0,"2015","F"
"80+","2015",0,"2015","F"
"under 15-NA","2014",0,"2014","F"
"15-19","2014",0.0778741989992539,"2014","F"
"20-24","2014",0.197414646954772,"2014","F"
"25-29","2014",0.199664218492744,"2014","F"
"30-34","2014",0.160796633101704,"2014","F"
"35-39","2014",0.112828969421511,"2014","F"
"40-44","2014",0.0487241505133807,"2014","F"
"45-49","2014",0.00833430567186785,"2014","F"
"50-54","2014",0.00134236316841707,"2014","F"
"55-59","2014",0.00069768695914409,"2014","F"
"60-64","2014",0.00312787776423313,"2014","F"
"65-69","2014",0,"2014","F"
"70-74","2014",0,"2014","F"
"75-79","2014",0,"2014","F"
"80+","2014",0,"2014","F"
"under 15-NA","2013",0,"2013","F"
"15-19","2013",0.0778741989992539,"2013","F"
"20-24","2013",0.197414646954772,"2013","F"
"25-29","2013",0.199664218492744,"2013","F"
"30-34","2013",0.160796633101704,"2013","F"
"35-39","2013",0.112828969421511,"2013","F"
"40-44","2013",0.0487241505133807,"2013","F"
"45-49","2013",0.00833430567186785,"2013","F"
"50-54","2013",0.00134236316841707,"2013","F"
"55-59","2013",0.00069768695914409,"2013","F"
"60-64","2013",0.00312787776423313,"2013","F"
"65-69","2013",0,"2013","F"
"70-74","2013",0,"2013","F"
"75-79","2013",0,"2013","F"
"80+","2013",0,"2013","F"
"under 15-NA","2012",0,"2012","F"
"15-19","2012",0.0778741989992539,"2012","F"
"20-24","2012",0.197414646954772,"2012","F"
"25-29","2012",0.199664218492744,"2012","F"
"30-34","2012",0.160796633101704,"2012","F"
"35-39","2012",0.112828969421511,"2012","F"
"40-44","2012",0.0487241505133807,"2012","F"
"45-49","2012",0.00833430567186785,"2012","F"
"50-54","2012",0.00134236316841707,"2012","F"
"55-59","2012",0.00069768695914409,"2012","F"
"60-64","2012",0.00312787776423313,"2012","F"
"65-69","2012",0,"2012","F"
"70-74","2012",0,"2012","F"
"75-79","2012",0,"2012","F"
"80+","2012",0,"2012","F"
"under 15-NA","2011",0,"2011","F"
"15-19","2011",0.0778741989992539,"2011","F"
"20-24","2011",0.197414646954772,"2011","F"
"25-29","2011",0.199664218492744,"2011","F"
"30-34","2011",0.160796633101704,"2011","F"
"35-39","2011",0.112828969421511,"2011","F"
"40-44","2011",0.0487241505133807,"2011","F"
"45-49","2011",0.00833430567186785,"2011","F"
"50-54","2011",0.00134236316841707,"2011","F"
"55-59","2011",0.00069768695914409,"2011","F"
"60-64","2011",0.00312787776423313,"2011","F"
"65-69","2011",0,"2011","F"
"70-74","2011",0,"2011","F"
"75-79","2011",0,"2011","F"
"80+","2011",0,"2011","F"
