age,year,fertility_rate,date,gender
15-19,2015,0.002680965147453083,2015,M
20-24,2015,0.09807073954983923,2015,M
25-29,2015,0.25393700787401574,2015,M
30-34,2015,0.2388758782201405,2015,M
35-39,2015,0.232620320855615,2015,M
40-44,2015,0.1797752808988764,2015,M
45-49,2015,0.12244897959183673,2015,M
50-54,2015,0.06802721088435375,2015,M
55-59,2015,0.044642857142857144,2015,M
60-64,2015,0.023255813953488372,2015,M
65-69,2015,0,2015,M
70-74,2015,0,2015,M
75-79,2015,0,2015,M
80+,2015,0,2015,M
15-19,2014,0,2014,M
20-24,2014,0.10483870967741936,2014,M
25-29,2014,0.2,2014,M
30-34,2014,0.30697674418604654,2014,M
35-39,2014,0.2520775623268698,2014,M
40-44,2014,0.18110236220472442,2014,M
45-49,2014,0.07936507936507936,2014,M
50-54,2014,0.04929577464788732,2014,M
55-59,2014,0.01834862385321101,2014,M
60-64,2014,0.036585365853658534,2014,M
65-69,2014,0,2014,M
70-74,2014,0,2014,M
75-79,2014,0,2014,M
80+,2014,0,2014,M
15-19,2013,0.001379310344827586,2013,M
20-24,2013,0.10272873194221509,2013,M
25-29,2013,0.22928709055876687,2013,M
30-34,2013,0.3,2013,M
35-39,2013,0.21739130434782608,2013,M
40-44,2013,0.2336065573770492,2013,M
45-49,2013,0.10989010989010989,2013,M
50-54,2013,0.072992700729927,2013,M
55-59,2013,0.018691588785046728,2013,M
60-64,2013,0.02564102564102564,2013,M
65-69,2013,0,2013,M
70-74,2013,0,2013,M
75-79,2013,0,2013,M
80+,2013,0,2013,M
15-19,2012,0.004160887656033287,2012,M
20-24,2012,0.10952380952380952,2012,M
25-29,2012,0.19460500963391136,2012,M
30-34,2012,0.2786885245901639,2012,M
35-39,2012,0.27300613496932513,2012,M
40-44,2012,0.23728813559322035,2012,M
45-49,2012,0.14772727272727273,2012,M
50-54,2012,0.05263157894736842,2012,M
55-59,2012,0.0380952380952381,2012,M
60-64,2012,0.013513513513513514,2012,M
65-69,2012,0,2012,M
70-74,2012,0,2012,M
75-79,2012,0,2012,M
80+,2012,0,2012,M
15-19,2011,0.0013850415512465374,2011,M
20-24,2011,0.10344827586206896,2011,M
25-29,2011,0.20155038759689922,2011,M
30-34,2011,0.2523809523809524,2011,M
35-39,2011,0.26129032258064516,2011,M
40-44,2011,0.20614035087719298,2011,M
45-49,2011,0.10650887573964497,2011,M
50-54,2011,0.09302325581395349,2011,M
55-59,2011,0.029411764705882353,2011,M
60-64,2011,0.02857142857142857,2011,M
65-69,2011,0,2011,M
70-74,2011,0,2011,M
75-79,2011,0,2011,M
80+,2011,0,2011,M
15-19,2010,0.00410958904109589,2010,M
20-24,2010,0.0913312693498452,2010,M
25-29,2010,0.16046966731898238,2010,M
30-34,2010,0.17647058823529413,2010,M
35-39,2010,0.19528619528619529,2010,M
40-44,2010,0.14545454545454545,2010,M
45-49,2010,0.18902439024390244,2010,M
50-54,2010,0.07142857142857142,2010,M
55-59,2010,0.05,2010,M
60-64,2010,0,2010,M
65-69,2010,0.03333333333333333,2010,M
70-74,2010,0,2010,M
75-79,2010,0,2010,M
80+,2010,0,2010,M
15-19,2009,0.006858710562414266,2009,M
20-24,2009,0.09316770186335403,2009,M
25-29,2009,0.1976284584980237,2009,M
30-34,2009,0.16080402010050251,2009,M
35-39,2009,0.15570934256055363,2009,M
40-44,2009,0.11467889908256881,2009,M
45-49,2009,0.09876543209876543,2009,M
50-54,2009,0.072,2009,M
55-59,2009,0.041237113402061855,2009,M
60-64,2009,0,2009,M
65-69,2009,0.016129032258064516,2009,M
70-74,2009,0,2009,M
75-79,2009,0,2009,M
80+,2009,0,2009,M
15-19,2008,0,2008,M
20-24,2008,0.09561128526645768,2008,M
25-29,2008,0.1996007984031936,2008,M
30-34,2008,0.17098445595854922,2008,M
35-39,2008,0.176056338028169,2008,M
40-44,2008,0.14418604651162792,2008,M
45-49,2008,0.125,2008,M
50-54,2008,0.096,2008,M
55-59,2008,0.06382978723404255,2008,M
60-64,2008,0,2008,M
65-69,2008,0.03225806451612903,2008,M
70-74,2008,0,2008,M
75-79,2008,0,2008,M
80+,2008,0,2008,M
15-19,2007,0.0013477088948787063,2007,M
20-24,2007,0.08082408874801902,2007,M
25-29,2007,0.2318548387096774,2007,M
30-34,2007,0.18666666666666668,2007,M
35-39,2007,0.22142857142857142,2007,M
40-44,2007,0.15566037735849056,2007,M
45-49,2007,0.1761006289308176,2007,M
50-54,2007,0.104,2007,M
55-59,2007,0.03333333333333333,2007,M
60-64,2007,0.02666666666666667,2007,M
65-69,2007,0.016129032258064516,2007,M
70-74,2007,0,2007,M
75-79,2007,0,2007,M
80+,2007,0,2007,M
15-19,2006,0.0013280212483399733,2006,M
20-24,2006,0.07223113964686999,2006,M
25-29,2006,0.20449897750511248,2006,M
30-34,2006,0.1978021978021978,2006,M
35-39,2006,0.1906474820143885,2006,M
40-44,2006,0.13875598086124402,2006,M
45-49,2006,0.1592356687898089,2006,M
50-54,2006,0.12096774193548387,2006,M
55-59,2006,0.045454545454545456,2006,M
60-64,2006,0.012658227848101266,2006,M
65-69,2006,0.04918032786885246,2006,M
70-74,2006,0,2006,M
75-79,2006,0,2006,M
80+,2006,0,2006,M
15-19,2005,0.001310615989515072,2005,M
20-24,2005,0.07792207792207792,2005,M
25-29,2005,0.23125,2005,M
30-34,2005,0.24719101123595505,2005,M
35-39,2005,0.213768115942029,2005,M
40-44,2005,0.14563106796116504,2005,M
45-49,2005,0.1858974358974359,2005,M
50-54,2005,0.13008130081300814,2005,M
55-59,2005,0.034482758620689655,2005,M
60-64,2005,0.03614457831325301,2005,M
65-69,2005,0.01639344262295082,2005,M
70-74,2005,0,2005,M
75-79,2005,0,2005,M
80+,2005,0,2005,M
15-19,2004,0.005291005291005291,2004,M
20-24,2004,0.09787928221859707,2004,M
25-29,2004,0.19254658385093168,2004,M
30-34,2004,0.2618384401114206,2004,M
35-39,2004,0.26353790613718414,2004,M
40-44,2004,0.178743961352657,2004,M
45-49,2004,0.12101910828025478,2004,M
50-54,2004,0.09917355371900827,2004,M
55-59,2004,0.0449438202247191,2004,M
60-64,2004,0.058823529411764705,2004,M
65-69,2004,0.04918032786885246,2004,M
70-74,2004,0,2004,M
75-79,2004,0,2004,M
80+,2004,0,2004,M
15-19,2003,0.006675567423230975,2003,M
20-24,2003,0.08441558441558442,2003,M
25-29,2003,0.2288659793814433,2003,M
30-34,2003,0.2154696132596685,2003,M
35-39,2003,0.21223021582733814,2003,M
40-44,2003,0.20192307692307693,2003,M
45-49,2003,0.10062893081761007,2003,M
50-54,2003,0.07627118644067797,2003,M
55-59,2003,0.021739130434782608,2003,M
60-64,2003,0.03529411764705882,2003,M
65-69,2003,0.01639344262295082,2003,M
70-74,2003,0,2003,M
75-79,2003,0,2003,M
80+,2003,0,2003,M
15-19,2002,0.002688172043010753,2002,M
20-24,2002,0.08025682182985554,2002,M
25-29,2002,0.23553719008264462,2002,M
30-34,2002,0.28846153846153844,2002,M
35-39,2002,0.25806451612903225,2002,M
40-44,2002,0.13942307692307693,2002,M
45-49,2002,0.11875,2002,M
50-54,2002,0.12280701754385964,2002,M
55-59,2002,0.08163265306122448,2002,M
60-64,2002,0.047058823529411764,2002,M
65-69,2002,0.04918032786885246,2002,M
70-74,2002,0,2002,M
75-79,2002,0,2002,M
80+,2002,0,2002,M
15-19,2016,0.002663115845539281,2016,M
20-24,2016,0.08842443729903537,2016,M
25-29,2016,0.21568627450980393,2016,M
30-34,2016,0.26976744186046514,2016,M
35-39,2016,0.2047244094488189,2016,M
40-44,2016,0.15714285714285714,2016,M
45-49,2016,0.14285714285714285,2016,M
50-54,2016,0.07236842105263158,2016,M
55-59,2016,0.017391304347826087,2016,M
60-64,2016,0,2016,M
65-69,2016,0,2016,M
70-74,2016,0,2016,M
75-79,2016,0,2016,M
80+,2016,0,2016,M
15-19,2017,0.0013157894736842105,2017,M
20-24,2017,0.09872611464968153,2017,M
25-29,2017,0.22396856581532418,2017,M
30-34,2017,0.302540415704388,2017,M
35-39,2017,0.2265625,2017,M
40-44,2017,0.21548821548821548,2017,M
45-49,2017,0.061611374407582936,2017,M
50-54,2017,0.05660377358490566,2017,M
